scenario_id,rule_id,split,initial_capital_yuan,final_equity_yuan,total_net_pnl_yuan,cumulative_return,ledger_days,mean_daily_return,median_daily_return,daily_win_rate,profit_factor,max_drawdown,avg_gross_exposure,max_gross_exposure,avg_active_positions,max_active_positions,avg_daily_turnover,annualized_turnover,total_traded_notional_yuan,total_cost_yuan,trades,avg_trade_fill_ratio,zero_fill_trades,partial_fill_trades,entry_blocked_trades,avg_net_trade_return_on_target,trade_win_rate,net_trade_pnl_yuan,exit_policy
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,1000000.0,1739301.177482731,739301.1774827323,0.7393011774827309,1159,0.0005395254134033837,0.000911517847618856,0.551337359792925,1.138248033257852,-0.2823725702966996,0.7543082760980123,1.3839464457013666,99.62899050905953,100,0.3016857945473119,76.02482022592261,462739301.1774827,0.0,23100,1.0,0,0,0,0.0032004379977607447,0.49203463203463205,739301.177482732,planned_t5_close
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,validation,1000000.0,1458087.3097030616,458087.3097030623,0.45808730970306155,488,0.0009806262772801106,0.0002303202355158534,0.5081967213114754,1.1614173725777122,-0.3955406488484403,0.897596077980877,1.438376139795138,99.18032786885246,100,0.3590993458184753,90.49303514625578,194058087.30970305,0.0,9680,1.0,0,0,0,0.004732306918420066,0.4580578512396694,458087.30970306246,planned_t5_close
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,1565502.1091361083,565502.1091361076,0.5655021091361083,332,0.0014100530435053407,0.0013223502616262874,0.5753012048192772,1.428085590901598,-0.11654728289442606,0.7207518684955406,1.0521418196764794,98.78614457831326,100,0.28812588521520094,72.60772307423063,131765502.10913612,0.0,6560,1.0,0,0,0,0.008620458980733348,0.5596036585365853,565502.1091361076,planned_t5_close
no_cost_full_fill_1m,low_stock_ret_60d,train,1000000.0,1889187.2412551001,889187.2412551036,0.8891872412551001,1159,0.0007179020371487673,0.0005433807421071878,0.5185504745470233,1.103595389268825,-0.42751277400923093,0.7988869998570235,1.6303896533795266,99.57377049180327,100,0.3194344385501049,80.49747851462644,462889187.24125504,0.0,23100,1.0,0,0,0,0.0038492954166887586,0.46220779220779223,889187.2412551033,planned_t5_close
no_cost_full_fill_1m,low_stock_ret_60d,validation,1000000.0,1485149.4579536852,485149.4579536852,0.48514945795368525,488,0.001139034517885398,-0.0002132913045249855,0.4918032786885246,1.1261744501009845,-0.4760585087116803,0.9363935887697103,1.7477902950962103,99.09426229508196,100,0.37454662065331923,94.38574840463644,194085149.4579537,0.0,9680,1.0,0,0,0,0.005011874565637244,0.4455578512396694,485149.4579536853,planned_t5_close
no_cost_full_fill_1m,low_stock_ret_60d,research_holdout,1000000.0,1651184.2987370805,651184.2987370794,0.6511842987370806,332,0.0016156189554398126,0.0012139914114765002,0.5421686746987951,1.325495363340395,-0.15247446522934582,0.7124045874375663,1.0696570603663393,98.58734939759036,100,0.28503219774210864,71.82811383101138,131851184.29873708,0.0,6560,1.0,0,0,0,0.009926589919772548,0.504420731707317,651184.298737079,planned_t5_close
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,1000000.0,817560.9590407676,-182439.04095923348,-0.18243904095923236,1159,-5.2322491232957155e-05,0.0004316815683817447,0.5220017256255393,0.9683493767730051,-0.4805662470344282,1.0783664414201697,1.6832870890934544,99.62899050905953,100,0.4313107022114651,108.6902969572892,461512826.7124657,923025.6534249315,23100,0.997342511038961,13,142,13,-0.0007897793980919206,0.46056277056277056,-182439.04095923368,planned_t5_close
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,validation,1000000.0,1073800.2742286555,73800.27422865601,0.07380027422865543,488,0.0005083096630360821,-0.00047673984211586023,0.4774590163934426,1.0245095884635298,-0.5389480542654719,1.0827229583747575,2.0699456637197216,99.18032786885246,100,0.4331071448565669,109.14300050385485,191539888.15052974,383079.77630105946,9680,0.9869990087809918,10,301,10,0.0007623995271555384,0.42541322314049584,73800.2742286561,planned_t5_close
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,1301971.104917837,301971.1049178355,0.3019711049178371,332,0.0008630446863951181,0.0007908165830234375,0.5271084337349398,1.2098243356469613,-0.12925501565158082,0.7877782295881139,1.0563932807548253,98.78614457831326,100,0.3149268455997914,79.36156509114743,131765502.10913612,263531.00421827217,6560,1.0,0,0,0,0.004603218062771881,0.5129573170731707,301971.1049178354,planned_t5_close
base_1m_5pct_signal_40bps,low_stock_ret_60d,train,1000000.0,958385.6433193216,-41614.35668067867,-0.04161435668067848,1159,0.00028599800160270715,2.287921688884356e-05,0.5004314063848145,0.9953920499598418,-0.5777233247553013,1.1510567464839805,2.233950950159202,99.57377049180327,100,0.46021063892476943,115.97308100904189,462483352.3480153,924966.7046960307,23100,0.9991341991341991,20,0,20,-0.00018014873021939015,0.43883116883116885,-41614.35668067913,planned_t5_close
base_1m_5pct_signal_40bps,low_stock_ret_60d,validation,1000000.0,1100005.9458766263,100005.94587662729,0.10000594587662626,488,0.0007693761186904117,-0.0010965374825489217,0.4733606557377049,1.0247529125310775,-0.6556074875706877,1.1428364752273532,2.697117380353,99.09426229508196,100,0.45704515795651957,115.17537980504294,193987981.90969604,387975.963819392,9680,0.9994834710743802,5,0,5,0.0010331192755849957,0.4243801652892562,100005.94587662756,planned_t5_close
base_1m_5pct_signal_40bps,low_stock_ret_60d,research_holdout,1000000.0,1385901.6316596598,385901.63165966,0.38590163165965974,332,0.0011015142570390158,0.0008662369384242678,0.5210843373493976,1.1818307734181837,-0.164538335503417,0.7768037390711536,1.0740043929096028,98.58734939759036,100,0.3108256279696547,78.32805824835297,131769440.51268503,263538.8810253701,6560,0.999390243902439,4,0,4,0.005882646824080179,0.4774390243902439,385901.63165965973,planned_t5_close
high_cost_1m_5pct_signal_100bps,combo_low_liquidity_weak_momentum,train,1000000.0,-566977.5210966301,-1566977.5210966307,-1.5669775210966301,1159,-0.08079708790499888,-0.0010110860688922287,0.48748921484037966,0.7575287305347788,-1.5775929641660609,10.695518835103861,6504.809259765648,99.62899050905953,100,4.297120024934337,1082.874246283453,461512826.7124657,2307564.1335623283,23100,0.997342511038961,13,142,13,-0.006783452472279787,0.39796536796536797,-1566977.5210966307,planned_t5_close
high_cost_1m_5pct_signal_100bps,combo_low_liquidity_weak_momentum,validation,1000000.0,499180.60977706744,-500819.39022293314,-0.5008193902229325,488,0.00011740562782738647,-0.0020128829553729055,0.42213114754098363,0.8493153446688428,-0.8239502947008938,1.8205504984150918,5.498393429110483,99.18032786885246,100,0.7279179965640232,183.43533513413385,191539888.15052974,957699.4407526486,9680,0.9869990087809918,10,301,10,-0.005173754031228647,0.3693181818181818,-500819.390222933,planned_t5_close
high_cost_1m_5pct_signal_100bps,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,906674.5985904257,-93325.4014095728,-0.09332540140957435,332,-0.0002048296394627429,-0.00012562995118577087,0.4939759036144578,0.9427256809821529,-0.21585824527281938,0.9289985488876485,1.123573805920293,98.78614457831326,100,0.37139734097772464,93.5921299263866,131765502.10913612,658827.5105456805,6560,1.0,0,0,0,-0.0014226433141703194,0.4410060975609756,-93325.40140957295,planned_t5_close
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,train,1000000.0,-429064.41372472636,-1429064.413724725,-1.4290644137247264,1159,-0.2714732064982999,-0.0017339695291902217,0.48662640207075064,0.853273665153276,-1.4797284219941655,-30.03331832738637,717.5621963349657,99.57377049180327,100,-11.782394884139036,-2969.163510803037,462483352.3480153,2312416.761740077,23100,0.9991341991341991,20,0,20,-0.0061864260334403695,0.4020779220779221,-1429064.4137247251,planned_t5_close
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,validation,1000000.0,518042.0001475394,-481957.9998524606,-0.4819579998524606,488,0.002383774861325966,-0.0028315967469402623,0.45081967213114754,0.8892213259697065,-0.9347949715642738,1.9646280407933856,14.558370682462753,99.09426229508196,100,0.784733517595446,197.75284643405237,193987981.90969604,969939.9095484801,9680,0.9994834710743802,5,0,5,-0.004978904957153517,0.3865702479338843,-481957.9998524605,planned_t5_close
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,research_holdout,1000000.0,990593.3101216054,-9406.689878394973,-0.009406689878394547,332,0.00012333461854683076,-6.436680206957562e-05,0.4939759036144578,0.9959342042429851,-0.19578769293614895,0.9100942091721332,1.0925299373665904,98.58734939759036,100,0.36422139617609145,91.78379183637504,131769440.51268503,658847.2025634252,6560,0.999390243902439,4,0,4,-0.00014339466278041703,0.4336890243902439,-9406.68987839535,planned_t5_close
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,train,5000000.0,4595082.285036293,-404917.71496372076,-0.08098354299274146,1159,1.543817381121603e-05,0.00042871570158725425,0.5306298533218292,0.9843051087575299,-0.34005611854612006,0.9351235450014163,1.3829833650935164,99.62899050905953,100,0.37398900615832903,94.24522955189892,2056537392.6503372,4113074.7853006735,23100,0.8886706647532467,13,5036,13,-0.0003505781081936989,0.46056277056277056,-404917.7149637222,planned_t5_close
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,validation,5000000.0,4961573.340074134,-38426.659925869084,-0.007685331985173183,488,0.0003405828415184733,-0.00040176050636098724,0.4774590163934426,0.9969973203089846,-0.5636498006026693,0.8575343355569071,2.303688015271881,99.18032786885246,100,0.3430374718116509,86.44544289653602,722314740.8417577,1444629.4816835152,9680,0.7447402252272728,10,3514,10,-7.939392546666933e-05,0.42541322314049584,-38426.65992586795,planned_t5_close
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,research_holdout,5000000.0,6477553.925056409,1477553.9250564172,0.2955107850112819,332,0.0008478855121225059,0.0008425306094543142,0.5240963855421686,1.2056249782853492,-0.12931960801834508,0.787994685735949,1.046401661355011,98.78614457831326,100,0.31501299391501947,79.38327446658491,657284460.385828,1314568.920771656,6560,0.997701734054878,0,68,0,0.0045047375763915135,0.5129573170731707,1477553.9250564165,planned_t5_close
strict_5m_1pct_signal_40bps,low_stock_ret_60d,train,5000000.0,4569753.890383272,-430246.1096167166,-0.08604922192334552,1159,0.0002530817642865314,-1.6154640556890958e-05,0.4995685936151855,0.9904503124581775,-0.5776953239317613,1.16558574735448,2.2338028285070006,99.57377049180327,100,0.4660255088735537,117.43842823613554,2300148840.3510857,4600297.680702171,23100,0.9939302115930736,20,299,20,-0.00037250745421360906,0.43883116883116885,-430246.1096167185,planned_t5_close
strict_5m_1pct_signal_40bps,low_stock_ret_60d,validation,5000000.0,5597815.185392297,597815.1853923032,0.11956303707845928,488,0.0007891411328797361,-0.0010085192596428223,0.4692622950819672,1.0297944065632199,-0.6509112995674178,1.125028315629139,2.6608338504956044,99.09426229508196,100,0.44992256797196506,113.3804871289352,963978211.2879682,1927956.4225759367,9680,0.9932359914049587,5,186,5,0.0012351553417196375,0.4243801652892562,597815.1853923046,planned_t5_close
strict_5m_1pct_signal_40bps,low_stock_ret_60d,research_holdout,5000000.0,6906471.122668047,1906471.1226680516,0.3812942245336095,332,0.0010916779359822068,0.0007590993396459512,0.5210843373493976,1.1797262127624004,-0.164538335503417,0.7772971213719295,1.074004392909603,98.58734939759036,100,0.31102394773926473,78.37803483029471,657969075.5136955,1315938.151027391,6560,0.9980894302439025,4,24,4,0.005812411959353812,0.4774390243902439,1906471.12266805,planned_t5_close
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,1000000.0,1719940.1974464143,719940.1974464149,0.7199401974464144,1159,0.0005309800537829387,0.0009121209406375782,0.5496117342536669,1.1342258002933456,-0.28757788651281857,0.76123828372671,1.3943474385908323,99.72821397756687,120,0.30415962526077905,76.64822556571632,462719940.1974464,0.0,23100,1.0,0,0,0,0.00311662423136976,0.4919047619047619,719940.1974464145,delay_if_exit_blocked_max5
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,validation,1000000.0,1458442.7419823327,458442.741982333,0.4584427419823327,488,0.0009810423233852267,0.0002303202355158534,0.5081967213114754,1.161541780409688,-0.39530325753160467,0.8975437847959473,1.4378114633516415,99.19262295081967,102,0.35904461270769067,90.47924240233804,194058442.74198234,0.0,9680,1.0,0,0,0,0.004735978739486913,0.4580578512396694,458442.74198233313,delay_if_exit_blocked_max5
