exit_policy,scenario_id,rule_id,split,month,ledger_days,start_equity_yuan,end_equity_yuan,monthly_return,net_pnl_yuan,total_cost_yuan,traded_notional_yuan,avg_exposure,max_exposure,avg_active_positions,max_drawdown_in_month,daily_win_rate
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201806,20,931220.6949503972,797499.0209697756,-0.14359826269512244,-133721.67398062142,15650.359745162597,7825179.8725813,1.1675030746437565,1.3541404925322444,100.9,-0.1963218590418485,0.3
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201807,22,797499.0209697756,859309.0269634847,0.07750480485674682,61810.005993708946,17767.88445946187,8883942.229730934,1.2664440341490821,1.3564665632441992,100.0,-0.06761480237817663,0.6818181818181818
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201808,23,859309.0269634847,810541.525238358,-0.05675199514365059,-48767.501725126545,18308.82651425366,9154413.257126829,1.2274496195808147,1.2972465751729023,100.1304347826087,-0.08167483477671056,0.43478260869565216
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201809,19,810541.525238358,782665.1744528201,-0.034392254952440804,-27876.350785537703,15148.625574842981,7574312.787421491,1.2701777950109587,1.3207572039737285,100.0,-0.06382661606183149,0.47368421052631576
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201810,18,782665.1744528201,740847.6302585617,-0.053429672814424234,-41817.54419425817,14284.283770072545,7142141.885036273,1.424756346088658,1.6107857967735468,100.5,-0.16682075135283447,0.5
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201811,22,740847.6302585617,804672.6042799605,0.08615128322557153,63824.974021398964,17749.772419014986,8874886.209507493,1.256391417625127,1.369899776119811,99.9090909090909,-0.0615120195912775,0.7272727272727273
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201812,20,804672.6042799605,744664.653403685,-0.074574367956732,-60007.95087627538,15930.613800983867,7965306.900491933,1.250887048388174,1.3296326043704352,100.0,-0.10910747967348977,0.4
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201901,22,744664.653403685,735035.4182803128,-0.012930968429022638,-9629.23512337238,17624.69066215888,8812345.33107944,1.2955785491086844,1.3822082132255682,100.04545454545455,-0.07635342337199214,0.45454545454545453
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201902,15,735035.4182803128,945622.7637264209,0.2864995892834632,210587.34544610803,12376.49747280672,6188248.736403361,1.2397265757664364,1.3667054913145706,100.06666666666666,-0.004270581887579672,0.9333333333333333
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201903,21,945622.7637264209,1036494.3157778519,0.09609704370200745,90871.55205143099,17042.83476420448,8521417.38210224,1.013099425791476,1.0868619776741868,100.04761904761905,-0.04288887842457689,0.7619047619047619
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201904,21,1036494.3157778519,1026737.6959022013,-0.009413095399687266,-9756.619875650702,16814.107554745,8407053.7773725,0.934986439934192,0.9945044988755044,99.85714285714286,-0.07239551180361126,0.5714285714285714
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201905,20,1026737.6959022013,980736.1700620444,-0.04480358130781892,-46001.52584015679,15951.084331012386,7975542.165506194,1.0094106254913344,1.0502793898284646,100.35,-0.05338537404611743,0.6
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201906,19,980736.1700620444,982846.7722749389,0.002152059113676774,2110.602212894226,15251.602272965072,7625801.136482536,1.0308104791949046,1.087469324267989,100.0,-0.04147008812151698,0.5263157894736842
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201907,23,982846.7722749389,943512.0659496232,-0.0400211990667374,-39334.70632531564,18345.85900312911,9172929.501564555,1.026188564506311,1.0657303759069343,99.91304347826087,-0.0797307217094051,0.6086956521739131
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201908,22,943512.0659496232,924257.590947809,-0.020407237699112013,-19254.475001814353,17604.594691704817,8802297.345852412,1.1062064442838406,1.1657488730342833,99.9090909090909,-0.07602219396920895,0.5909090909090909
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201909,20,924257.590947809,930587.2518221056,0.0068483731551565175,6329.660874296702,16044.084102448825,8022042.0512244105,1.047858683893414,1.0962673539093883,100.0,-0.054101239839865034,0.6
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201910,18,930587.2518221056,907663.6143936148,-0.02463351758108223,-22923.637428490772,14410.288504708411,7205144.252354204,1.066271544602258,1.089074591507343,100.0,-0.054704823508154865,0.5
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201911,21,907663.6143936148,885418.1957415674,-0.024508439359342327,-22245.418652047374,16753.72524412608,8376862.622063042,1.1209911296638628,1.175762842715316,100.0,-0.062071473517340436,0.42857142857142855
delay_if_exit_blocked_max5,base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,201912,22,885418.1957415674,956135.6211882367,0.07986895433907493,70717.42544666931,17749.144520919108,8874572.260459552,1.0911514515883984,1.1388679101952113,100.0,-0.0268750993579554,0.6818181818181818
