group_id,strategy_id,regime_id,scenario_id,matched_day_count,random_runs,actual_cumulative_return,random_cumulative_return_mean,random_cumulative_return_median,random_cumulative_return_p05,random_cumulative_return_p95,random_cumulative_return_min,random_cumulative_return_max,actual_percentile_vs_random,random_max_drawdown_mean,random_max_drawdown_p05,random_max_drawdown_p95
S1_U2_filter_only_no_refill__C4_tail_ret_median_Q5_high,S1_U2_filter_only_no_refill,C4_tail_ret_median_Q5_high,10bp_slippage_plus_impact,12,1000,0.025203006303804676,0.014038707636563518,0.012933785414519283,-0.07389162612808807,0.10558737247089313,-0.14661248283699846,0.20852523460032235,0.589,-0.0471405821300591,-0.09522803984092452,-0.013142719139722066
S1_U2_filter_only_no_refill__R1_tail_down,S1_U2_filter_only_no_refill,R1_tail_down,5bp_one_way_slippage,23,1000,0.17191789663863122,0.050846110933403875,0.046534401019048044,-0.055081001352734006,0.16700496713160612,-0.1506286065783976,0.24876605317942158,0.956,-0.061457647989655965,-0.11209013738781823,-0.027079566830153046
S1_U2_filter_only_no_refill__R1_tail_down,S1_U2_filter_only_no_refill,R1_tail_down,10bp_one_way_slippage,23,1000,0.14526476577101755,0.029734035418267916,0.02878033769524324,-0.07963963429100172,0.13943567573452748,-0.1828437501627771,0.26048018295817754,0.956,-0.06817394099408912,-0.11965461576736745,-0.03211936961702655
S1_U2_filter_only_no_refill__R1_tail_down,S1_U2_filter_only_no_refill,R1_tail_down,10bp_slippage_plus_impact,23,1000,0.14097868624610155,0.02464648888150583,0.021628361129054863,-0.08310161021746773,0.14294262315794692,-0.1492650300452747,0.2412664760894896,0.948,-0.06837262761473203,-0.1221217862611855,-0.030204313018215398
S1_U2_filter_only_no_refill__R2_market_down,S1_U2_filter_only_no_refill,R2_market_down,5bp_one_way_slippage,29,1000,0.049383836975209094,0.06551385696770778,0.0633190787744673,-0.05105023440643633,0.18959810598557753,-0.11470432025116717,0.3280021631519425,0.42,-0.06949250459384855,-0.12049133463310871,-0.03220439567057109
S1_U2_filter_only_no_refill__R2_market_down,S1_U2_filter_only_no_refill,R2_market_down,10bp_one_way_slippage,29,1000,0.01938129755142337,0.03517404125010652,0.029582064576310185,-0.07941217837492895,0.15883353228295152,-0.17004940883482722,0.30347356545561044,0.449,-0.07830357232945949,-0.13823594503354147,-0.036200652321125966
S1_U2_filter_only_no_refill__R2_market_down,S1_U2_filter_only_no_refill,R2_market_down,10bp_slippage_plus_impact,29,1000,0.0150763218819705,0.03107715888218387,0.028799513959551826,-0.07622141074291959,0.14813654454314834,-0.15320680068504655,0.2514919254056651,0.426,-0.07880026271018532,-0.13309280169473164,-0.03791160606277797
S1_U2_filter_only_no_refill__R3_low_tail_vol,S1_U2_filter_only_no_refill,R3_low_tail_vol,5bp_one_way_slippage,29,1000,0.05561198503496523,0.06901944966174181,0.06839954506059487,-0.04798625352789252,0.18996588391677216,-0.11704494486005335,0.3158323231363098,0.435,-0.06836205271653116,-0.12132025064289599,-0.03429805701672972
S1_U2_filter_only_no_refill__R3_low_tail_vol,S1_U2_filter_only_no_refill,R3_low_tail_vol,10bp_one_way_slippage,29,1000,0.025431378967577523,0.038257652866280176,0.03565207307627649,-0.06892526799551582,0.15263508628041234,-0.16135523444621402,0.2622856502913362,0.434,-0.07537809343296578,-0.12562906153464196,-0.035682602823657046
S1_U2_filter_only_no_refill__R3_low_tail_vol,S1_U2_filter_only_no_refill,R3_low_tail_vol,10bp_slippage_plus_impact,29,1000,0.020283552141551642,0.0335489893192603,0.03370651648890721,-0.07711913993869735,0.14354867052976694,-0.1600782692807211,0.2937098484769085,0.436,-0.0786484518565872,-0.13618788094053044,-0.038239526772789335
S1_U2_filter_only_no_refill__R4_tail_breadth_Q2,S1_U2_filter_only_no_refill,R4_tail_breadth_Q2,5bp_one_way_slippage,11,1000,0.13528450470577935,0.02365835115352676,0.021819566824430203,-0.06492491099236278,0.11249525151917796,-0.12767161447549857,0.20770744932666796,0.976,-0.0402688684490451,-0.08195969990096756,-0.011014148865127193
S1_U2_filter_only_no_refill__R4_tail_breadth_Q2,S1_U2_filter_only_no_refill,R4_tail_breadth_Q2,10bp_one_way_slippage,11,1000,0.12286170049630041,0.014457908499560445,0.013132556525682904,-0.06855480258554036,0.10812625766746754,-0.1424037779606595,0.2106254709931723,0.969,-0.0430994458394982,-0.08720493913977605,-0.011629217384740315
S1_U2_filter_only_no_refill__R4_tail_breadth_Q2,S1_U2_filter_only_no_refill,R4_tail_breadth_Q2,10bp_slippage_plus_impact,11,1000,0.12109703519487303,0.01419997045049735,0.011994870107335909,-0.07297413227324137,0.10723508889000857,-0.1333596301808775,0.1904942708664532,0.97,-0.04348313521233754,-0.08946660087370673,-0.01189117545178481
S1_U2_filter_only_no_refill__R5_tail_ret_median_Q2,S1_U2_filter_only_no_refill,R5_tail_ret_median_Q2,5bp_one_way_slippage,11,1000,0.08074249677672829,0.02497857861575303,0.02293984303396368,-0.059876177033873455,0.11464270850160158,-0.13135740457952194,0.19891634220494758,0.846,-0.03975650264458802,-0.08049207396779988,-0.009938251485637095
S1_U2_filter_only_no_refill__R5_tail_ret_median_Q2,S1_U2_filter_only_no_refill,R5_tail_ret_median_Q2,10bp_one_way_slippage,11,1000,0.06891651625583695,0.016520937241226434,0.013326802910928914,-0.06591618571767861,0.11306480382203586,-0.16534398386312765,0.1928374282311769,0.831,-0.04270256461809734,-0.09074136494083024,-0.01069203108460381
S1_U2_filter_only_no_refill__R5_tail_ret_median_Q2,S1_U2_filter_only_no_refill,R5_tail_ret_median_Q2,10bp_slippage_plus_impact,11,1000,0.06729332694128276,0.010361762017100084,0.012137250244070974,-0.07437646482043729,0.0964642223445101,-0.14338921033440288,0.17725640464628567,0.863,-0.044383250800492664,-0.09061482495366154,-0.012821248461176315
S1_U2_filter_only_no_refill__R6_market_dispersion_Q1_low,S1_U2_filter_only_no_refill,R6_market_dispersion_Q1_low,5bp_one_way_slippage,12,1000,0.13600726934089802,0.02750137263800535,0.02673496397285746,-0.061274986484409155,0.12100083986008361,-0.1226609832190958,0.22312642542805916,0.97,-0.04272298084361128,-0.0862793561266534,-0.011524507258264849
S1_U2_filter_only_no_refill__R6_market_dispersion_Q1_low,S1_U2_filter_only_no_refill,R6_market_dispersion_Q1_low,10bp_one_way_slippage,12,1000,0.12245325889167025,0.01574821564855271,0.013950450824981697,-0.07359384734868422,0.11497780094799362,-0.13059730431847272,0.18112499090659728,0.965,-0.046394335117190155,-0.09545962320854287,-0.014014735188866418
