trade_date,scenario_id,daily_return,gate_active,selected_trade_count,group_id,strategy_id,regime_id
20260317,5bp_one_way_slippage,0.006010881468930851,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260318,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260319,5bp_one_way_slippage,0.0015273361975130517,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260320,5bp_one_way_slippage,-0.032001628249901735,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260323,5bp_one_way_slippage,0.02180388583340658,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260324,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260325,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260326,5bp_one_way_slippage,0.0020791321862273946,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260327,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260330,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260331,5bp_one_way_slippage,0.011108695663516688,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260401,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260402,5bp_one_way_slippage,-0.02008734091937897,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260403,5bp_one_way_slippage,0.013106215548550525,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260407,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260408,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260409,5bp_one_way_slippage,0.011174893469602876,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260410,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260413,5bp_one_way_slippage,0.011122505782856108,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260414,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260415,5bp_one_way_slippage,0.009986983402563876,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260416,5bp_one_way_slippage,0.0,False,0,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
20260417,5bp_one_way_slippage,0.01509081913483037,True,10,S0_v7_original_top10__R2_market_down,S0_v7_original_top10,R2_market_down
