dimension_type,dimension_value,trade_count,cumulative_return_5bp,cumulative_return_10bp,cumulative_return_10bp_impact,mean_trade_return_5bp,mean_trade_return_10bp,mean_trade_return_10bp_impact,decay_5bp_to_10bp_sum,decay_10bp_to_impact_sum,decay_5bp_to_10bp_contribution,decay_10bp_to_impact_contribution,avg_participation
industry,煤炭开采,3,-0.050994058400432585,-0.053837524263047665,-0.05422698592544839,-0.017230555962052658,-0.018213081248925327,-0.018348106268802306,0.0029475758606180014,0.0004050750596309438,0.00507804625744193,0.003804566831291625,0.0034495956709407628
industry,钢加工,2,-0.009163850662358586,-0.011144040294664759,-0.011541982296278896,-0.004584598191231248,-0.005579766294139643,-0.005779558152181785,0.0019903362058167895,0.0003995837160842841,0.003428925937424402,0.0037529907516981706,0.005821174252896697
industry,公共交通,2,-0.01125101297023523,-0.013227031401111478,-0.013619899937198587,-0.005570610293354872,-0.006564792629123961,-0.006763169385023415,0.0019883646715381786,0.0003967535117989085,0.003425529403208377,0.0037264087612894556,0.006632486739164552
industry,全国地产,2,0.05193160616061432,0.04982931703661864,0.04943112364130009,0.025637495506834473,0.024612112818541143,0.024417803959502438,0.0020507653765866607,0.00038861771807741086,0.0035330325453554108,0.003649995340608258,0.006034332958107478
industry,综合类,3,-0.011683974674572717,-0.01464522365764187,-0.014988780318150874,-0.003869621160254096,-0.004865504062566139,-0.004981055800238517,0.00298764870693613,0.000346655213017133,0.005147083248139823,0.0032558729400445365,0.0020046825234962657
industry,航空,3,-0.015829050295843916,-0.018777879566337696,-0.019090937645883543,-0.0050508140155719845,-0.0060455160184818,-0.006152251463754828,0.002984106008729448,0.0003202063358190843,0.0051409799326628414,0.003007458433843438,0.002186796400124417
industry,商品城,1,0.00042694823943412175,-0.0005732301648471161,-0.00087578878723793,0.00042694823943412175,-0.0005732301648471161,-0.00087578878723793,0.0010001784042812378,0.0003025586223908139,0.0017230946522847784,0.0028417066711491135,0.012013152546288671
industry,批发业,2,-0.026278183973066804,-0.02822417054827997,-0.02851741139972952,-0.01315527120939286,-0.014141870768563047,-0.014290409240511281,0.001973199118340374,0.0002970769438964682,0.0033994023807669593,0.002790221368157631,0.003989700405623959
industry,水泥,2,0.02052881170835197,0.01848928118277926,0.018190868220125056,0.010332417350867651,0.009322335938368786,0.009174423206871896,0.002020162824997729,0.00029582546299378176,0.003480310858140966,0.0027784671447880316,0.004055465491990068
industry,摩托车,1,0.000768487157970732,-0.0002320327003776379,-0.0005260757537616234,0.000768487157970732,-0.0002320327003776379,-0.0005260757537616234,0.0010005198583483699,0.0002940430533839855,0.001723682905015049,0.0027617263054794242,0.018053205651319827
industry,房产服务,1,0.016294499730431067,0.015278457716760174,0.014984950041377454,0.016294499730431067,0.015278457716760174,0.014984950041377454,0.0010160420136708925,0.0002935076753827204,0.001750424277067961,0.0027566979006507677,0.014658805573812076
industry,酒店餐饮,1,-0.008810156755729714,-0.00980110034986248,-0.010036151023357753,-0.008810156755729714,-0.00980110034986248,-0.010036151023357753,0.000990943594132765,0.00023505067349527398,0.0017071850386462654,0.002207655037729614,0.006355707329846592
industry,农药化肥,2,0.04231494781721046,0.0402318776197359,0.040014021322199333,0.021583286496178244,0.020561957009676335,0.02045473108739093,0.002042658973003819,0.00021445184457080657,0.0035190669362170145,0.002014185656126905,0.0015169776884181585
industry,区域地产,1,0.007408028189488602,0.0064008704396223415,0.006218428331669967,0.007408028189488602,0.0064008704396223415,0.006218428331669967,0.001007157749866261,0.00018244210795237414,0.0017351185802185584,0.0017135421597639757,0.004657206328211959
industry,特种钢,2,-0.014348294620669222,-0.016318123122951778,-0.016483932246926458,-0.007199132392740615,-0.008191686610996951,-0.008275329199777248,0.0019851084365126725,0.00016728517756059436,0.003419919602861744,0.0015711844577487013,0.0014625445457175292
industry,造纸,1,-0.022178891516897004,-0.023156469697568793,-0.023319661314997076,-0.022178891516897004,-0.023156469697568793,-0.023319661314997076,0.0009775781806717898,0.00016319161742828214,0.0016841592740810614,0.0015327367115075918,0.004067287578788444
industry,石油开采,2,0.021598146379628425,0.019556478784843234,0.01938999587882617,0.010921994068645968,0.009911323225902657,0.009829752102990696,0.0020213416854866217,0.00016314224582392178,0.003482341784019296,0.0015322730009831073,0.0011113777884887153
industry,饲料,1,-0.010906167978946169,-0.011895016082584364,-0.012042106700157151,-0.010906167978946169,-0.011895016082584364,-0.012042106700157151,0.0009888481036381958,0.00014709061757278707,0.0017035749542356742,0.0013815120716676123,0.0026652888899964646
industry,港口,1,0.0001885336853653108,-0.0008114063635931146,-0.0009411335669222698,0.0001885336853653108,-0.0008114063635931146,-0.0009411335669222698,0.0009999400489584254,0.00012972720332915522,0.0017226840167618319,0.001218430518413051,0.001967297693349352
industry,铝,2,-0.006971018125970119,-0.007963800401820986,-0.008024959796619102,-0.006971018125970063,-0.00796380040182093,-0.008024959796619158,0.001985564551701735,0.00012231878959645393,0.0034207053923166406,0.0011488488335134666,0.0004803084726409378
industry,空运,1,-0.004882536658947112,-0.0058774068974070115,-0.005970464145933163,-0.004882536658947112,-0.0058774068974070115,-0.005970464145933163,0.0009948702384598995,9.30572485261516e-05,0.0017139498116233148,0.0008740170808748859,0.0010443623643500452
industry,焦炭加工,1,-0.02064767605449591,-0.021626785070218313,-0.021718581660002845,-0.02064767605449591,-0.021626785070218313,-0.021718581660002845,0.0009791090157224014,9.179658978453187e-05,0.0016867965772641217,0.0008621766569339153,0.0012340299555835597
industry,铅锌,1,0.010247766582664353,0.009237769799903095,0.00914614815458803,0.010247766582664353,0.009237769799903095,0.00914614815458803,0.0010099967827612577,9.162164531506534e-05,0.0017400096300333612,0.0008605335344803714,0.0015123934393671123
industry,小金属,2,0.004310356424848338,0.0023032385408880973,0.002213439073280643,0.002292199508050541,0.0012901563159000151,0.001245267017185192,0.0020040863843010515,8.977859742964611e-05,0.0034526145702850762,0.000843223165237356,0.0003593510801077793
industry,装修装饰,1,0.03261332559852903,0.03158096881320449,0.03150170995282764,0.03261332559852903,0.03158096881320449,0.03150170995282764,0.0010323567853245397,7.925886037685181e-05,0.0017785311584696333,0.0007444191492571202,0.0010936057636523283
industry,普钢,1,0.009382624047519883,0.008373492192359944,0.008317255259072454,0.009382624047519883,0.008373492192359944,0.008317255259072454,0.0010091318551599393,5.623693328749013e-05,0.001738519543746689,0.0005281914203112805,0.000421898346799766
industry,火力发电,1,-0.021238776032412865,-0.022217294095008833,-0.02226777873275687,-0.021238776032412865,-0.022217294095008833,-0.02226777873275687,0.0009785180625959677,5.048463774803835e-05,0.0016857784907232103,0.0004741644139754078,0.00036032893708008165
industry,化工机械,1,0.015334166933524074,0.014319085014066646,0.014268790990996427,0.015334166933524074,0.014319085014066646,0.014268790990996427,0.0010150819194574279,5.0294023070218685e-05,0.001748770238950532,0.00047237411298415254,0.00042341548609960833
industry,水运,1,-0.02940773150891074,-0.030378082645508453,-0.03041836459923042,-0.02940773150891074,-0.030378082645508453,-0.03041836459923042,0.0009703511365977135,4.0281953721965635e-05,0.001671708614336197,0.00037833823975695456,0.0002838623998590226
