scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days,group_id,group_type,single_ticket_participation_median,single_ticket_participation_p90,single_ticket_participation_p99,min_filled_notional_return,regime_field,regime_value,regime_trade_days,regime_trade_count
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.025219348796959196,-0.002279539003713117,0.36363636363636365,0.2727272727272727,-0.040038362762573,0.7478663587550561,0.6051051051051051,110,11,10.0,1.0,0,0,20260323,0.020535868102504316,20260519,-0.012885403433183128,-0.04483450149041457,-0.05214541939509276,-0.05214541939509276,110,0,0,0,0,20260323,20260519,8,E_market_dispersion_proxy_qbucket_Q4,E_market_regime,0.006425598558973385,0.017530854471771294,0.04263946761990232,-0.053080209185181526,market_dispersion_proxy_qbucket,Q4,11,110
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,-0.007009293384727666,-0.0005258623347422501,0.4083333333333333,0.4166666666666667,-0.03615797468827486,0.9409743334427934,0.4850427350427351,120,12,10.0,1.0,0,0,20260520,0.020080715515563997,20260408,-0.018782288322670482,-0.026556730745174395,-0.04871945167356462,-0.05769207091655326,120,0,0,0,0,20260224,20260427,5,E_market_dispersion_proxy_qbucket_Q5_high,E_market_regime,0.0,0.0,0.0,-0.08914158773351832,market_dispersion_proxy_qbucket,Q5_high,12,120
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.01885693448411785,-0.001525088165163456,0.375,0.4166666666666667,-0.04429612009331607,0.8396319796008721,0.4850427350427351,120,12,10.0,1.0,0,0,20260520,0.01906088822674714,20260408,-0.01976326226269167,-0.03720859386218345,-0.05724470024393413,-0.06426684197314558,120,0,0,0,0,20260224,20260518,11,E_market_dispersion_proxy_qbucket_Q5_high,E_market_regime,0.0,0.0,0.0,-0.09005221985404444,market_dispersion_proxy_qbucket,Q5_high,12,120
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.020871949848846882,-0.001696352776080309,0.375,0.3333333333333333,-0.04594267811654773,0.8234260267830678,0.4850427350427351,120,12,10.0,1.0,0,0,20260520,0.018973915324606395,20260408,-0.01991468724008546,-0.03910391087956355,-0.058652584222883664,-0.06535222213225333,120,0,0,0,0,20260224,20260518,11,E_market_dispersion_proxy_qbucket_Q5_high,E_market_regime,0.0038149817982472095,0.014682469800700176,0.05575524700880215,-0.09014183482235782,market_dispersion_proxy_qbucket,Q5_high,12,120
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.1117537075617554,0.004712655231789123,0.5217391304347826,0.6956521739130435,-0.032001628249901604,1.6771057684035615,0.43693284936479126,230,23,10.0,1.0,0,0,20260407,0.03133403000173749,20260320,-0.032001628249901735,0.07797636383614992,0.029322858649726724,-0.004513239286841442,230,0,0,0,0,20260319,20260320,2,E_tail_direction_tail_down,E_market_regime,0.0,0.0,0.0,-0.0724135121371573,tail_direction,tail_down,23,230
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,0.08646890122405004,0.0037081921852476375,0.5173913043478261,0.6086956521739131,-0.032969386134180545,1.4987712177344021,0.43693284936479126,230,23,10.0,1.0,0,0,20260407,0.03030295219418422,20260320,-0.0329693861341806,0.05451401348530727,0.008935822525740988,-0.02227612415271596,230,0,0,0,0,20260319,20260320,2,E_tail_direction_tail_down,E_market_regime,0.0,0.0,0.0,-0.07334086817739194,tail_direction,tail_down,23,230
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,0.08163829025015468,0.003513609283798247,0.5130434782608696,0.6086956521739131,-0.03312811669692117,1.4671295105540691,0.43693284936479126,230,23,10.0,1.0,0,0,20260407,0.030104859907573923,20260320,-0.033128116696921006,0.05002736357073867,0.005067371428179035,-0.025603839149467622,230,0,0,0,0,20260319,20260320,2,E_tail_direction_tail_down,E_market_regime,0.005556635376066591,0.016457632833428115,0.04659319779670727,-0.073378862732145,tail_direction,tail_down,23,230
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,-0.049870091706497255,-0.0013855980756936623,0.39714285714285713,0.4,-0.07443819071984159,0.8571588378088066,0.53024,350,35,10.0,1.0,0,0,20260513,0.02394654063347289,20260306,-0.03382598351049495,-0.0720903185964209,-0.10591275629999852,-0.1325879460754773,350,0,0,0,0,20260226,20260427,23,E_tail_direction_tail_up,E_market_regime,0.0,0.0,0.0,-0.08914158773351832,tail_direction,tail_up,35,350
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.08255749494824138,-0.0023839643839648397,0.38285714285714284,0.37142857142857144,-0.10255720475385255,0.768537331618988,0.53024,350,35,10.0,1.0,0,0,20260513,0.022922848479955592,20260306,-0.03479191749275214,-0.1031166168445048,-0.13407759256951046,-0.1582302014131346,350,0,0,0,0,20260226,20260519,33,E_tail_direction_tail_up,E_market_regime,0.0,0.0,0.0,-0.09005221985404444,tail_direction,tail_up,35,350
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.08821543300057777,-0.0025602977447472678,0.38,0.34285714285714286,-0.10779015054252838,0.7539194105653045,0.53024,350,35,10.0,1.0,0,0,20260513,0.022817280446094757,20260306,-0.03496015667654036,-0.10855576608780637,-0.13903816972316752,-0.16271235270992812,350,0,0,0,0,20260226,20260519,33,E_tail_direction_tail_up,E_market_regime,0.004588812534207011,0.015154939843325005,0.04038355820617373,-0.09014183482235782,tail_direction,tail_up,35,350
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.056402406613695666,0.0019728158070418315,0.4689655172413793,0.5172413793103449,-0.039795789727081865,1.2396893661535948,0.5211226851851851,290,29,10.0,1.0,0,0,20260309,0.024920243361915295,20260320,-0.032001628249901735,0.030716695719184228,-0.011650352098677041,-0.04551045733179182,290,0,0,0,0,20260417,20260518,9,E_market_direction_market_down,E_market_regime,0.0,0.0,0.0,-0.08914158773351832,market_direction,market_down,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,0.026199201899614444,0.0009710919192451672,0.46206896551724136,0.5172413793103449,-0.04744869630400539,1.1108938844473433,0.5211226851851851,290,29,10.0,1.0,0,0,20260309,0.023895577747574205,20260320,-0.0329693861341806,0.00224986239036995,-0.03702255785888864,-0.06815112732490769,290,0,0,0,0,20260417,20260518,9,E_market_direction_market_down,E_market_regime,0.0,0.0,0.0,-0.09005221985404444,market_direction,market_down,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,0.02084143252120163,0.0007903850007276906,0.46206896551724136,0.4827586206896552,-0.04887237743768924,1.089345354621465,0.5211226851851851,290,29,10.0,1.0,0,0,20260309,0.023710527469023156,20260320,-0.033128116696921006,-0.0028026428085238253,-0.041521578509530865,-0.07229727934186914,290,0,0,0,0,20260417,20260518,9,E_market_direction_market_down,E_market_regime,0.0048251010736759135,0.014724554439467767,0.0450902322851383,-0.09014183482235782,market_direction,market_down,29,290
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,-8.704864974529158e-05,9.253376819512229e-05,0.4241379310344828,0.5172413793103449,-0.057212394230631625,1.0102855247163356,0.5492475715939403,290,29,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,-0.030466442236401603,-0.06933304762477221,-0.09585867582851904,290,0,0,0,0,20260225,20260318,7,E_market_direction_market_up,E_market_regime,0.0,0.0,0.0,-0.0696355047794236,market_direction,market_up,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.028675184550249977,-0.0009073103046959848,0.4103448275862069,0.41379310344827586,-0.06285359855962303,0.9051923426040391,0.5492475715939403,290,29,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.057243490003431985,-0.09322446445284849,-0.11730507668743406,290,0,0,0,0,20260225,20260318,7,E_market_direction_market_up,E_market_regime,0.0,0.0,0.0,-0.07056563813685379,market_direction,market_up,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.03391352593317676,-0.001093743881375782,0.40344827586206894,0.41379310344827586,-0.06392565594389576,0.8869632955690651,0.5492475715939403,290,29,10.0,1.0,0,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.06214744569450403,-0.09762034910703077,-0.12113495168377908,290,0,0,0,0,20260225,20260327,10,E_market_direction_market_up,E_market_regime,0.005283184046716485,0.01556645472998042,0.03758660617633042,-0.07062030179147338,market_direction,market_up,29,290
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.026290788945523724,0.0009555017608695271,0.43103448275862066,0.4482758620689655,-0.03313262446572218,1.1128273327637186,0.5614273491368463,290,29,10.0,1.0,0,0,20260309,0.024920243361915295,20260227,-0.02153600746390133,0.001337221693575863,-0.04133131883453556,-0.07045837520179854,290,0,0,0,0,20260226,20260303,4,E_amount_regime_high_amount,E_market_regime,0.0,0.0,0.0,-0.08914158773351832,amount_regime,high_amount,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.003051505809425481,-4.520506562030771e-05,0.41379310344827586,0.41379310344827586,-0.0360296077779384,0.9949980150943817,0.5614273491368463,290,29,10.0,1.0,0,0,20260309,0.023895577747574205,20260227,-0.02251422836890944,-0.02631819508028288,-0.0659415760305081,-0.09250727592950003,290,0,0,0,0,20260226,20260303,4,E_amount_regime_high_amount,E_market_regime,0.0,0.0,0.0,-0.09005221985404444,amount_regime,high_amount,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.007867078928804783,-0.00021227015142360404,0.4103448275862069,0.3793103448275862,-0.03636721090401729,0.9767487857695203,0.5614273491368463,290,29,10.0,1.0,0,0,20260309,0.023710527469023156,20260227,-0.022598285497357973,-0.030846226106416963,-0.07011002048101833,-0.09610908100426818,290,0,0,0,0,20260226,20260303,4,E_amount_regime_high_amount,E_market_regime,0.003755286736804358,0.014577892772917543,0.04388551987874045,-0.09014183482235782,amount_regime,high_amount,29,290
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.02925063694270502,0.0011098478143674263,0.46206896551724136,0.5862068965517241,-0.0780378458740445,1.1267164355013217,0.4888117283950617,290,29,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,-0.002020095331314642,-0.04304151520155419,-0.07159247526627288,290,0,0,0,0,20260304,20260320,9,E_amount_regime_low_amount,E_market_regime,0.0,0.0,0.0,-0.0724135121371573,amount_regime,low_amount,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.00017628171542971582,0.00010898668016948993,0.4586206896551724,0.5172413793103449,-0.0853859601163055,1.0117322025077349,0.4888117283950617,290,29,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.02958278809616499,-0.06760786945871744,-0.09361447492890174,290,0,0,0,0,20260304,20260320,9,E_amount_regime_low_amount,E_market_regime,0.0,0.0,0.0,-0.07334086817739194,amount_regime,low_amount,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.005958698496849935,-9.108872922448725e-05,0.45517241379310347,0.5172413793103449,-0.08682031217636177,0.990302474798251,0.4888117283950617,290,29,10.0,1.0,0,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.035009599321432106,-0.07247801117241504,-0.09798242323292172,290,0,0,0,0,20260304,20260320,9,E_amount_regime_low_amount,E_market_regime,0.005962663755460864,0.015982143624898557,0.03561698023988117,-0.073378862732145,amount_regime,low_amount,29,290
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.0042573163755303955,0.0002621125560746979,0.46206896551724136,0.4482758620689655,-0.0388821834574119,1.02742934759532,0.569916081186573,290,29,10.0,1.0,0,0,20260309,0.024920243361915295,20260306,-0.03382598351049495,-0.02016052187495765,-0.06349500015007603,-0.10047256429156937,290,0,0,0,0,20260305,20260320,6,E_tail_vol_regime_high_tail_vol,E_market_regime,0.0,0.0,0.0,-0.08914158773351832,tail_vol_regime,high_tail_vol,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.024455027634866733,-0.000737901053474497,0.4413793103448276,0.41379310344827586,-0.045142558506037544,0.9269006592051794,0.569916081186573,290,29,10.0,1.0,0,0,20260309,0.023895577747574205,20260306,-0.03479191749275214,-0.04722220354619078,-0.08753628716030937,-0.12180952285551183,290,0,0,0,0,20260225,20260519,28,E_tail_vol_regime_high_tail_vol,E_market_regime,0.0,0.0,0.0,-0.09005221985404444,tail_vol_regime,high_tail_vol,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.02920962067685251,-0.0009064591454021488,0.4379310344827586,0.3793103448275862,-0.04960622893153632,0.9109779991898062,0.569916081186573,290,29,10.0,1.0,0,0,20260309,0.023710527469023156,20260306,-0.03496015667654036,-0.051694445574095305,-0.09150620727995906,-0.12544245290014422,290,0,0,0,0,20260225,20260519,28,E_tail_vol_regime_high_tail_vol,E_market_regime,0.004040747512603096,0.014245014028647543,0.028750337921598014,-0.09014183482235782,tail_vol_regime,high_tail_vol,29,290
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.05183246463460889,0.0018032370191622556,0.43103448275862066,0.5862068965517241,-0.03276018247576329,1.23506256056367,0.47537177016945803,290,29,10.0,1.0,0,0,20260407,0.03133403000173749,20260402,-0.02008734091937897,0.019875650406722567,-0.008283946645955664,-0.030032264528245256,290,0,0,0,0,20260226,20260327,10,E_tail_vol_regime_low_tail_vol,E_market_regime,0.0,0.0,0.0,-0.0724135121371573,tail_vol_regime,low_tail_vol,29,290
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,0.02175991741644201,0.0008016826680236794,0.43103448275862066,0.5172413793103449,-0.04399265321826573,1.097380675496496,0.47537177016945803,290,29,10.0,1.0,0,0,20260407,0.03030295219418422,20260402,-0.021067010131027963,-0.008291769677596927,-0.033742572360886514,-0.05304008014180961,290,0,0,0,0,20260226,20260402,13,E_tail_vol_regime_low_tail_vol,E_market_regime,0.0,0.0,0.0,-0.07334086817739194,tail_vol_regime,low_tail_vol,29,290
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,0.01589500795562504,0.0006031002647540577,0.42758620689655175,0.5172413793103449,-0.04636158785793476,1.0723142481497387,0.47537177016945803,290,29,10.0,1.0,0,0,20260407,0.030104859907573923,20260402,-0.021260081516785222,-0.013794568402700436,-0.038680298912399214,-0.0576431808922685,290,0,0,0,0,20260226,20260402,13,E_tail_vol_regime_low_tail_vol,E_market_regime,0.005731125535302918,0.01850467608535513,0.050286345217498286,-0.073378862732145,tail_vol_regime,low_tail_vol,29,290
