dimension_type,dimension_value,trade_count,cumulative_return_5bp,cumulative_return_10bp,cumulative_return_10bp_impact,mean_trade_return_5bp,mean_trade_return_10bp,mean_trade_return_10bp_impact,decay_5bp_to_10bp_sum,decay_10bp_to_impact_sum,decay_5bp_to_10bp_contribution,decay_10bp_to_impact_contribution,avg_participation
stock,002513.SZ,4,-0.02142089371024891,-0.025328373023717266,-0.026164264287465655,-0.00528665803240802,-0.006281124249893577,-0.006494123384902656,0.003977864869942227,0.000851996540036315,0.006853015077679691,0.008002165770340538,0.007032085280106664
stock,605288.SH,5,-0.047355320454222305,-0.05210784828745696,-0.05288856850841117,-0.009464655019975999,-0.010454944278446666,-0.010618489357032291,0.004951446292353334,0.0008177253929281258,0.008530288787389458,0.007680282537941769,0.004277506751781762
stock,301126.SZ,3,0.021655979220516874,0.01859483516134075,0.017798590244449963,0.007317591747015961,0.0063105244111240815,0.006048734655238179,0.0030212020076756385,0.0007853692676577095,0.0052048884485153485,0.007376385672247057,0.01196926814781222
stock,688607.SH,3,-0.005618347222497877,-0.00859777038534748,-0.009330153724893653,-0.0018325605821147468,-0.0028304800389219085,-0.0030759732710869216,0.0029937583704214843,0.0007364796964950404,0.0051576088987975565,0.006917202524780445,0.007499027264716619
stock,603536.SH,3,9.784307381455193e-05,-0.002898707265230005,-0.0036269937967084998,0.00020748879902606396,-0.0007924702003366813,-0.0010362829733580787,0.0029998769980882356,0.0007314383190641927,0.005168149992833152,0.0068698526401074645,0.008901215392124089
stock,600697.SH,2,-0.0024470408970330704,-0.004440654097977559,-0.00516432167261649,-0.0012132773952522324,-0.0022118159813930283,-0.002574608523259747,0.0019970771722815917,0.0007255850837334377,0.0034405391888373627,0.006814877581866595,0.0231306698532118
stock,003016.SZ,2,0.027617979134504145,0.02556428088216056,0.024876157963195533,0.01385211244722273,0.012838512214053355,0.012497451484608624,0.002027200466338752,0.000682121458889462,0.0034924352172628075,0.006406656286781805,0.015341462445785542
stock,301567.SZ,3,0.02701278302561083,0.023935588604593327,0.02325059405067531,0.008962226179942726,0.007953514618207516,0.007728974308216803,0.003026134685205628,0.0006736209299721407,0.005213386402717307,0.006326817181415158,0.0066444135490938
stock,603726.SH,3,0.02636823197926641,0.02329296879894671,0.022626896666620988,0.008801992652504106,0.0077934412844881855,0.007575265566216349,0.003025654104047759,0.0006545271548155096,0.005212558463602077,0.006147483643301893,0.006414833986596762
stock,605398.SH,3,0.004519713121678315,0.0015099137227714277,0.000867248187330194,0.0015699750666458383,0.000568653919508666,0.0003547565640041143,0.003003963441411517,0.000641692066513655,0.0051751900654912605,0.006026933266109022,0.00729136926325952
stock,003033.SZ,3,0.05709074634329947,0.053923430608850964,0.05327178782992137,0.01875417847189202,0.017735677390556814,0.01752643188236669,0.0030555032440056085,0.000627736524570377,0.00526398218282708,0.005895859306536027,0.007440014671760545
stock,603130.SH,2,0.003386447325653519,0.0013811758773729643,0.0007532560265497423,0.0017156130044277407,0.0007141462555347311,0.0004004720026744013,0.002002933497786019,0.0006273485057206596,0.003450628392039035,0.005892214935917664,0.023286085100989867
stock,301398.SZ,3,-0.05203707126186019,-0.05487741198970442,-0.05546163132348525,-0.017626755041086684,-0.01860888422731118,-0.018811248678969477,0.002946387558673491,0.0006070933549748858,0.0050759990659437725,0.0057019734661999475,0.006667297018406677
stock,301077.SZ,2,0.05770485597298425,0.05559102898833301,0.0549755496594051,0.028482591319742068,0.02745436424246528,0.027155317671887613,0.0020564541545535775,0.0005980931411553314,0.0035428330997873715,0.005617441194567113,0.017012650528924318
stock,605086.SH,2,0.05783701386206053,0.05572292275938984,0.055109884279938015,0.02881221052217331,0.027783653907584194,0.02748817512601287,0.0020571132291782313,0.0005909575631426467,0.0035439685451802497,0.005550422051364646,0.023909364605686496
stock,301181.SZ,2,0.01775246056118651,0.015718478583435003,0.015135322267318951,0.009176762911781267,0.008167836866613265,0.007875438091469122,0.002017852090336003,0.0005847975502882852,0.003476329953812873,0.00549256566147141,0.018876013611209153
stock,603879.SH,2,-0.003543887008851554,-0.005535308158869601,-0.006114994008301622,-0.0017657302500588279,-0.0027637165205949277,-0.0030546199377390337,0.0019959725410721996,0.0005818068342882121,0.0034386361442190192,0.005464476104671597,0.015638504460523776
stock,688648.SH,2,-0.008902489529866497,-0.010883201493342431,-0.011456403481016397,-0.0042829104579952815,-0.005278380173686259,-0.005567227673431818,0.001990939431381955,0.0005776949994911185,0.0034299651667668964,0.005425856718183014,0.01622826711852663
stock,002238.SZ,2,-0.004036268008523081,-0.006026705133329924,-0.006593844915506519,-0.0018468466138865658,-0.002844751788210975,-0.0031306680893443684,0.001995810348648819,0.0005718326022667863,0.0034383567211719187,0.0053707956091335685,0.015486089093693783
stock,688039.SH,3,0.02475493407026841,0.021684504745385746,0.021102712808902302,0.008475834600498463,0.007467609309504557,0.007277026608698371,0.003024675872981719,0.0005717481024185567,0.0052108731795453755,0.005370001965308356,0.005682560464665446
stock,002374.SZ,3,0.0009255233634608562,-0.0020735069185907617,-0.0026400776950822324,0.00043396202769493036,-0.0005662233886319182,-0.0007556327472943621,0.003000556248980546,0.0005682280759873315,0.005169320197643704,0.005336940991824304,0.005103384300846822
stock,688682.SH,2,-0.03563243586880349,-0.03755972793773088,-0.03811240831514162,-0.017783895098536784,-0.018765867183743346,-0.019049002134476634,0.0019639441704131233,0.0005662699014665762,0.0033834580740189244,0.005318549324269325,0.012938299801963937
stock,301380.SZ,2,0.04592975978157843,0.04383946536930372,0.0432673306636262,0.02271286412638951,0.021690405342887242,0.021410407236263973,0.002044917567004534,0.0005599962132465386,0.0035229580132765228,0.005259625266753746,0.009044904500509795
stock,002679.SZ,2,0.008951785658894762,0.006935391861803364,0.006375837013457453,0.004613854566766662,0.003609490296344442,0.0033309847990244945,0.00200872854084444,0.0005570109946398949,0.0034606120186210353,0.005231587342855546,0.010940541858716964
stock,001288.SZ,3,-0.04408925984233991,-0.0469534142571838,-0.047483667934998586,-0.014901838272751785,-0.015886691698772066,-0.016069229228142246,0.002954560278060847,0.0005476125881105354,0.0050900789231079525,0.005143315145151809,0.005586824532841372
stock,301159.SZ,2,0.0238880261215777,0.021841782193836146,0.021290838867501716,0.011875240930992015,0.01086361707820882,0.010591182762277551,0.002023247705566389,0.0005448686318625384,0.003485625451205606,0.005117543218000441,0.015574395741569507
stock,688109.SH,3,-0.01584853109538875,-0.018797301996397064,-0.019332620148931556,-0.005115098714787029,-0.006109736448968395,-0.006290673483172693,0.0029839132025440973,0.0005428111026128946,0.005140647768615424,0.005098218385845286,0.006389243478346498
stock,600272.SH,2,0.010073419243828763,0.008054783857955883,0.007511818015058402,0.0050357169542566416,0.0040309309262533954,0.0037606164000735798,0.0020095720560064922,0.0005406290523596313,0.0034620652158292853,0.005077724021108686,0.011658765569871717
stock,300909.SZ,3,-0.03997929773337128,-0.04285576665167756,-0.043378240460258954,-0.013434742833969985,-0.014421062990946995,-0.014600858876274788,0.002958960470931027,0.000539387655983381,0.00509765951950073,0.005066064514147505,0.006379354112339302
stock,002574.SZ,2,-0.006524681334945437,-0.008510145356709131,-0.009039791946339526,-0.0032647887614784543,-0.004261276345925991,-0.004527338708427531,0.0019929751688950725,0.0005321247250030803,0.003433472309499926,0.004997849239845533,0.009557855685305193
stock,600778.SH,2,-0.011576121041269927,-0.013551489742489209,-0.014064384309094735,-0.005804907313491092,-0.00679885541044839,-0.007057090414682332,0.0019878961939145956,0.0005164700084678842,0.003424722315908296,0.004850816205184394,0.007849120484422979
