threshold,positive_rate_train,positive_rate_validation,rows,days,selected_trades,selected_days,avg_candidates_per_day,min_candidates_per_day,auc,trade_win_rate,daily_win_rate,avg_trade_return,avg_daily_return,cumulative_return,max_drawdown,profit_factor
0.0,0.3985075195984463,0.4059177150230199,170505,58,580,58,2939.7413793103447,2872,0.5227127626985946,0.44310344827586207,0.5172413793103449,0.00037980065634666654,0.0003798006563466663,0.017939534743355967,-0.08214457065345326,1.0559420561600843
0.003,0.3441700363457369,0.36239406469018504,170505,58,580,58,2939.7413793103447,2872,0.5334428792730082,0.44655172413793104,0.5172413793103449,0.00103267478761845,0.0010326747876184502,0.0563104482106096,-0.061428079613489284,1.1198887096204315
0.005,0.31175785454425703,0.335908037887452,170505,58,580,58,2939.7413793103447,2872,0.5564805875284351,0.4689655172413793,0.5,-0.00043413056134610466,-0.00043413056134610466,-0.03085242893523321,-0.15328520582256377,0.9611142990665316
0.01,0.23972933951979256,0.2720917275153221,170505,58,580,58,2939.7413793103447,2872,0.5661980114098043,0.4189655172413793,0.3793103448275862,-0.0036272226567919275,-0.003627222656791927,-0.19636136395796255,-0.22512544625121422,0.7565599449286814
