ts_code,trade_date,open,high,low,close,vol,amount,pre_close,change,pct_chg,next_trade_date,name,industry,market,list_date,delist_date
000070.SZ,20250708,8.03,8.03,8.03,8.03,0.0,0.0,8.03,0.0,0.0,20250709,特发信息,通信设备,主板,20000511,
000403.SZ,20250606,16.96,16.96,16.96,16.96,0.0,0.0,16.96,0.0,0.0,20250609,派林生物,生物制药,主板,19960628,
000403.SZ,20250609,16.96,16.96,16.96,16.96,0.0,0.0,16.96,0.0,0.0,20250610,派林生物,生物制药,主板,19960628,
000407.SZ,20251028,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251029,胜利股份,供气供热,主板,19960703,
000407.SZ,20251029,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251030,胜利股份,供气供热,主板,19960703,
000407.SZ,20251030,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251031,胜利股份,供气供热,主板,19960703,
000407.SZ,20251031,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251103,胜利股份,供气供热,主板,19960703,
000407.SZ,20251103,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251104,胜利股份,供气供热,主板,19960703,
000407.SZ,20251104,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251105,胜利股份,供气供热,主板,19960703,
000407.SZ,20251105,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251106,胜利股份,供气供热,主板,19960703,
000407.SZ,20251106,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251107,胜利股份,供气供热,主板,19960703,
000407.SZ,20251107,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251110,胜利股份,供气供热,主板,19960703,
000407.SZ,20251110,3.78,3.78,3.78,3.78,0.0,0.0,3.78,0.0,0.0,20251111,胜利股份,供气供热,主板,19960703,
000408.SZ,20250110,29.5,29.5,29.5,29.5,0.0,0.0,29.5,0.0,0.0,20250113,藏格矿业,农药化肥,主板,19960628,
000408.SZ,20250113,29.5,29.5,29.5,29.5,0.0,0.0,29.5,0.0,0.0,20250114,藏格矿业,农药化肥,主板,19960628,
000408.SZ,20250114,29.5,29.5,29.5,29.5,0.0,0.0,29.5,0.0,0.0,20250115,藏格矿业,农药化肥,主板,19960628,
000408.SZ,20250115,29.5,29.5,29.5,29.5,0.0,0.0,29.5,0.0,0.0,20250116,藏格矿业,农药化肥,主板,19960628,
000408.SZ,20250116,29.5,29.5,29.5,29.5,0.0,0.0,29.5,0.0,0.0,20250117,藏格矿业,农药化肥,主板,19960628,
000506.SZ,20241008,1.45,1.45,1.45,1.45,0.0,0.0,1.45,0.0,0.0,20241009,招金黄金,黄金,主板,19930312,
000506.SZ,20241009,1.45,1.45,1.45,1.45,0.0,0.0,1.45,0.0,0.0,20241010,招金黄金,黄金,主板,19930312,
000506.SZ,20241010,1.45,1.45,1.45,1.45,0.0,0.0,1.45,0.0,0.0,20241011,招金黄金,黄金,主板,19930312,
000506.SZ,20241011,1.45,1.45,1.45,1.45,0.0,0.0,1.45,0.0,0.0,20241014,招金黄金,黄金,主板,19930312,
000506.SZ,20241014,1.45,1.45,1.45,1.45,0.0,0.0,1.45,0.0,0.0,20241015,招金黄金,黄金,主板,19930312,
000506.SZ,20250604,7.37,7.37,7.37,7.37,0.0,0.0,7.37,0.0,0.0,20250605,招金黄金,黄金,主板,19930312,
000525.SZ,20240918,9.32,9.32,9.32,9.32,0.0,0.0,9.32,0.0,0.0,20240919,红太阳,农药化肥,主板,19931028,
000525.SZ,20241111,10.1,10.1,10.1,10.1,0.0,0.0,10.1,0.0,0.0,20241112,红太阳,农药化肥,主板,19931028,
000525.SZ,20241112,10.1,10.1,10.1,10.1,0.0,0.0,10.1,0.0,0.0,20241113,红太阳,农药化肥,主板,19931028,
000525.SZ,20241113,10.1,10.1,10.1,10.1,0.0,0.0,10.1,0.0,0.0,20241114,红太阳,农药化肥,主板,19931028,
000525.SZ,20241114,10.1,10.1,10.1,10.1,0.0,0.0,10.1,0.0,0.0,20241115,红太阳,农药化肥,主板,19931028,
000525.SZ,20241115,10.1,10.1,10.1,10.1,0.0,0.0,10.1,0.0,0.0,20241118,红太阳,农药化肥,主板,19931028,
000525.SZ,20241118,9.07,9.07,9.07,9.07,0.0,0.0,10.1,-1.0299999999999994,-10.198019801980191,20241119,红太阳,农药化肥,主板,19931028,
000525.SZ,20241119,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241120,红太阳,农药化肥,主板,19931028,
000525.SZ,20241120,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241121,红太阳,农药化肥,主板,19931028,
000525.SZ,20241121,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241122,红太阳,农药化肥,主板,19931028,
000525.SZ,20241122,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241125,红太阳,农药化肥,主板,19931028,
000525.SZ,20241125,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241126,红太阳,农药化肥,主板,19931028,
000525.SZ,20241126,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241127,红太阳,农药化肥,主板,19931028,
000525.SZ,20241127,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241128,红太阳,农药化肥,主板,19931028,
000525.SZ,20241128,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241129,红太阳,农药化肥,主板,19931028,
000525.SZ,20241129,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241202,红太阳,农药化肥,主板,19931028,
000525.SZ,20241202,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241203,红太阳,农药化肥,主板,19931028,
000525.SZ,20241203,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241204,红太阳,农药化肥,主板,19931028,
000525.SZ,20241204,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241205,红太阳,农药化肥,主板,19931028,
000525.SZ,20241205,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241206,红太阳,农药化肥,主板,19931028,
000525.SZ,20241206,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241209,红太阳,农药化肥,主板,19931028,
000525.SZ,20241209,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241210,红太阳,农药化肥,主板,19931028,
000525.SZ,20241210,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241211,红太阳,农药化肥,主板,19931028,
000525.SZ,20241211,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241212,红太阳,农药化肥,主板,19931028,
000525.SZ,20241212,9.07,9.07,9.07,9.07,0.0,0.0,9.07,0.0,0.0,20241213,红太阳,农药化肥,主板,19931028,
000525.SZ,20241217,8.19,8.19,8.19,8.19,0.0,0.0,8.19,0.0,0.0,20241218,红太阳,农药化肥,主板,19931028,
000525.SZ,20250612,8.29,8.29,8.29,8.29,0.0,0.0,8.29,0.0,0.0,20250613,红太阳,农药化肥,主板,19931028,
000545.SZ,20250701,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250702,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250702,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250703,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250703,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250704,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250704,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250707,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250707,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250708,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250708,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250709,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250709,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250710,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250710,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250711,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250711,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250714,金浦钛业,化工原料,主板,19931215,
000545.SZ,20250714,2.77,2.77,2.77,2.77,0.0,0.0,2.77,0.0,0.0,20250715,金浦钛业,化工原料,主板,19931215,
000564.SZ,20240530,2.16,2.16,2.16,2.16,0.0,0.0,2.16,0.0,0.0,20240531,供销大集,百货,主板,19940110,
000592.SZ,20251118,11.97,11.97,11.97,11.97,0.0,0.0,11.97,0.0,0.0,20251119,平潭发展,林业,主板,19960327,
000592.SZ,20251119,11.97,11.97,11.97,11.97,0.0,0.0,11.97,0.0,0.0,20251120,平潭发展,林业,主板,19960327,
000592.SZ,20251120,11.97,11.97,11.97,11.97,0.0,0.0,11.97,0.0,0.0,20251121,平潭发展,林业,主板,19960327,
000593.SZ,20251027,8.71,8.71,8.71,8.71,0.0,0.0,8.71,0.0,0.0,20251028,德龙汇能,供气供热,主板,19960312,
000593.SZ,20251028,8.71,8.71,8.71,8.71,0.0,0.0,8.71,0.0,0.0,20251029,德龙汇能,供气供热,主板,19960312,
000603.SZ,20241021,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241022,盛达资源,铅锌,主板,19960823,
000603.SZ,20241022,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241023,盛达资源,铅锌,主板,19960823,
000603.SZ,20241023,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241024,盛达资源,铅锌,主板,19960823,
000603.SZ,20241024,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241025,盛达资源,铅锌,主板,19960823,
000603.SZ,20241025,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241028,盛达资源,铅锌,主板,19960823,
000603.SZ,20241028,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241029,盛达资源,铅锌,主板,19960823,
000603.SZ,20241029,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241030,盛达资源,铅锌,主板,19960823,
000603.SZ,20241030,13.58,13.58,13.58,13.58,0.0,0.0,13.58,0.0,0.0,20241031,盛达资源,铅锌,主板,19960823,
000612.SZ,20250303,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250304,焦作万方,铝,主板,19960926,
000612.SZ,20250304,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250305,焦作万方,铝,主板,19960926,
000612.SZ,20250305,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250306,焦作万方,铝,主板,19960926,
000612.SZ,20250306,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250307,焦作万方,铝,主板,19960926,
000612.SZ,20250307,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250310,焦作万方,铝,主板,19960926,
000612.SZ,20250310,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250311,焦作万方,铝,主板,19960926,
000612.SZ,20250311,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250312,焦作万方,铝,主板,19960926,
000612.SZ,20250312,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250313,焦作万方,铝,主板,19960926,
000612.SZ,20250313,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250314,焦作万方,铝,主板,19960926,
000612.SZ,20250314,7.23,7.23,7.23,7.23,0.0,0.0,7.23,0.0,0.0,20250317,焦作万方,铝,主板,19960926,
000633.SZ,20250624,6.15,6.15,6.15,6.15,0.0,0.0,6.15,0.0,0.0,20250625,合金投资,小金属,主板,19961112,
000633.SZ,20250625,6.15,6.15,6.15,6.15,0.0,0.0,6.15,0.0,0.0,20250626,合金投资,小金属,主板,19961112,
000633.SZ,20250626,6.15,6.15,6.15,6.15,0.0,0.0,6.15,0.0,0.0,20250627,合金投资,小金属,主板,19961112,
000633.SZ,20250627,6.15,6.15,6.15,6.15,0.0,0.0,6.15,0.0,0.0,20250630,合金投资,小金属,主板,19961112,
000633.SZ,20250630,6.15,6.15,6.15,6.15,0.0,0.0,6.15,0.0,0.0,20250701,合金投资,小金属,主板,19961112,
000659.SZ,20260402,4.57,4.57,4.57,4.57,0.0,0.0,4.57,0.0,0.0,20260403,珠海中富,广告包装,主板,19961203,
000659.SZ,20260403,4.57,4.57,4.57,4.57,0.0,0.0,4.57,0.0,0.0,20260407,珠海中富,广告包装,主板,19961203,
000670.SZ,20260106,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260107,盈方微,元器件,主板,19961217,
000670.SZ,20260107,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260108,盈方微,元器件,主板,19961217,
000670.SZ,20260108,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260109,盈方微,元器件,主板,19961217,
000670.SZ,20260109,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260112,盈方微,元器件,主板,19961217,
000670.SZ,20260112,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260113,盈方微,元器件,主板,19961217,
000670.SZ,20260113,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260114,盈方微,元器件,主板,19961217,
000670.SZ,20260114,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260115,盈方微,元器件,主板,19961217,
000670.SZ,20260115,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260116,盈方微,元器件,主板,19961217,
000670.SZ,20260116,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260119,盈方微,元器件,主板,19961217,
000670.SZ,20260119,7.73,7.73,7.73,7.73,0.0,0.0,7.73,0.0,0.0,20260120,盈方微,元器件,主板,19961217,
000695.SZ,20250430,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250506,滨海能源,化工原料,主板,19970218,
000695.SZ,20250506,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250507,滨海能源,化工原料,主板,19970218,
000695.SZ,20250507,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250508,滨海能源,化工原料,主板,19970218,
000695.SZ,20250508,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250509,滨海能源,化工原料,主板,19970218,
000695.SZ,20250509,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250512,滨海能源,化工原料,主板,19970218,
000695.SZ,20250512,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250513,滨海能源,化工原料,主板,19970218,
000695.SZ,20250513,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250514,滨海能源,化工原料,主板,19970218,
000695.SZ,20250514,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250515,滨海能源,化工原料,主板,19970218,
000695.SZ,20250515,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250516,滨海能源,化工原料,主板,19970218,
000695.SZ,20250516,9.4,9.4,9.4,9.4,0.0,0.0,9.4,0.0,0.0,20250519,滨海能源,化工原料,主板,19970218,
000716.SZ,20250804,6.54,6.54,6.54,6.54,0.0,0.0,6.54,0.0,0.0,20250805,黑芝麻,食品,主板,19970418,
000716.SZ,20250805,6.54,6.54,6.54,6.54,0.0,0.0,6.54,0.0,0.0,20250806,黑芝麻,食品,主板,19970418,
000716.SZ,20250806,6.54,6.54,6.54,6.54,0.0,0.0,6.54,0.0,0.0,20250807,黑芝麻,食品,主板,19970418,
000716.SZ,20250807,6.54,6.54,6.54,6.54,0.0,0.0,6.54,0.0,0.0,20250808,黑芝麻,食品,主板,19970418,
000716.SZ,20250808,6.54,6.54,6.54,6.54,0.0,0.0,6.54,0.0,0.0,20250811,黑芝麻,食品,主板,19970418,
000777.SZ,20241230,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20241231,中核科技,机械基件,主板,19970710,
000777.SZ,20241231,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250102,中核科技,机械基件,主板,19970710,
000777.SZ,20250102,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250103,中核科技,机械基件,主板,19970710,
000777.SZ,20250103,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250106,中核科技,机械基件,主板,19970710,
000777.SZ,20250106,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250107,中核科技,机械基件,主板,19970710,
000777.SZ,20250107,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250108,中核科技,机械基件,主板,19970710,
000777.SZ,20250108,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250109,中核科技,机械基件,主板,19970710,
000777.SZ,20250109,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250110,中核科技,机械基件,主板,19970710,
000777.SZ,20250110,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250113,中核科技,机械基件,主板,19970710,
000777.SZ,20250113,18.07,18.07,18.07,18.07,0.0,0.0,18.07,0.0,0.0,20250114,中核科技,机械基件,主板,19970710,
000796.SZ,20240618,3.59,3.59,3.59,3.59,0.0,0.0,3.59,0.0,0.0,20240619,凯撒旅业,旅游服务,主板,19970703,
000796.SZ,20241028,4.8,4.8,4.8,4.8,0.0,0.0,4.8,0.0,0.0,20241029,凯撒旅业,旅游服务,主板,19970703,
000839.SZ,20240607,2.36,2.36,2.36,2.36,0.0,0.0,2.36,0.0,0.0,20240611,国安股份,综合类,主板,19971031,
000859.SZ,20241202,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241203,国风新材,塑料,主板,19981119,
000859.SZ,20241203,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241204,国风新材,塑料,主板,19981119,
000859.SZ,20241204,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241205,国风新材,塑料,主板,19981119,
000859.SZ,20241205,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241206,国风新材,塑料,主板,19981119,
000859.SZ,20241206,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241209,国风新材,塑料,主板,19981119,
000859.SZ,20241209,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241210,国风新材,塑料,主板,19981119,
000859.SZ,20241210,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241211,国风新材,塑料,主板,19981119,
000859.SZ,20241211,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241212,国风新材,塑料,主板,19981119,
000859.SZ,20241212,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241213,国风新材,塑料,主板,19981119,
000859.SZ,20241213,5.8,5.8,5.8,5.8,0.0,0.0,5.8,0.0,0.0,20241216,国风新材,塑料,主板,19981119,
000878.SZ,20250513,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250514,云南铜业,铜,主板,19980602,
000878.SZ,20250514,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250515,云南铜业,铜,主板,19980602,
000878.SZ,20250515,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250516,云南铜业,铜,主板,19980602,
000878.SZ,20250516,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250519,云南铜业,铜,主板,19980602,
000878.SZ,20250519,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250520,云南铜业,铜,主板,19980602,
000878.SZ,20250520,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250521,云南铜业,铜,主板,19980602,
000878.SZ,20250521,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250522,云南铜业,铜,主板,19980602,
000878.SZ,20250522,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250523,云南铜业,铜,主板,19980602,
000878.SZ,20250523,12.1,12.1,12.1,12.1,0.0,0.0,12.1,0.0,0.0,20250526,云南铜业,铜,主板,19980602,
000905.SZ,20250311,7.89,7.89,7.89,7.89,0.0,0.0,7.89,0.0,0.0,20250312,厦门港务,港口,主板,19990429,
000905.SZ,20250312,7.89,7.89,7.89,7.89,0.0,0.0,7.89,0.0,0.0,20250313,厦门港务,港口,主板,19990429,
000905.SZ,20250313,7.89,7.89,7.89,7.89,0.0,0.0,7.89,0.0,0.0,20250314,厦门港务,港口,主板,19990429,
000905.SZ,20250314,7.89,7.89,7.89,7.89,0.0,0.0,7.89,0.0,0.0,20250317,厦门港务,港口,主板,19990429,
000905.SZ,20250317,7.89,7.89,7.89,7.89,0.0,0.0,7.89,0.0,0.0,20250318,厦门港务,港口,主板,19990429,
000958.SZ,20240930,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241008,电投产融,新型电力,主板,19991223,
000958.SZ,20241008,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241009,电投产融,新型电力,主板,19991223,
000958.SZ,20241009,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241010,电投产融,新型电力,主板,19991223,
000958.SZ,20241010,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241011,电投产融,新型电力,主板,19991223,
000958.SZ,20241011,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241014,电投产融,新型电力,主板,19991223,
000958.SZ,20241014,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241015,电投产融,新型电力,主板,19991223,
000958.SZ,20241015,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241016,电投产融,新型电力,主板,19991223,
000958.SZ,20241016,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241017,电投产融,新型电力,主板,19991223,
000958.SZ,20241017,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241018,电投产融,新型电力,主板,19991223,
000958.SZ,20241018,4.09,4.09,4.09,4.09,0.0,0.0,4.09,0.0,0.0,20241021,电投产融,新型电力,主板,19991223,
000959.SZ,20260327,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260330,首钢股份,普钢,主板,19991216,
000959.SZ,20260330,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260331,首钢股份,普钢,主板,19991216,
000959.SZ,20260331,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260401,首钢股份,普钢,主板,19991216,
000959.SZ,20260401,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260402,首钢股份,普钢,主板,19991216,
000959.SZ,20260402,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260403,首钢股份,普钢,主板,19991216,
000959.SZ,20260403,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260407,首钢股份,普钢,主板,19991216,
000959.SZ,20260407,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260408,首钢股份,普钢,主板,19991216,
000959.SZ,20260408,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260409,首钢股份,普钢,主板,19991216,
000959.SZ,20260409,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260410,首钢股份,普钢,主板,19991216,
000959.SZ,20260410,4.67,4.67,4.67,4.67,0.0,0.0,4.67,0.0,0.0,20260413,首钢股份,普钢,主板,19991216,
000973.SZ,20241101,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241104,佛塑科技,塑料,主板,20000525,
000973.SZ,20241104,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241105,佛塑科技,塑料,主板,20000525,
000973.SZ,20241105,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241106,佛塑科技,塑料,主板,20000525,
000973.SZ,20241106,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241107,佛塑科技,塑料,主板,20000525,
000973.SZ,20241107,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241108,佛塑科技,塑料,主板,20000525,
000973.SZ,20241108,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241111,佛塑科技,塑料,主板,20000525,
000973.SZ,20241111,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241112,佛塑科技,塑料,主板,20000525,
000973.SZ,20241112,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241113,佛塑科技,塑料,主板,20000525,
000973.SZ,20241113,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241114,佛塑科技,塑料,主板,20000525,
000973.SZ,20241114,5.7,5.7,5.7,5.7,0.0,0.0,5.7,0.0,0.0,20241115,佛塑科技,塑料,主板,20000525,
001212.SZ,20250328,29.27,29.27,29.27,29.27,0.0,0.0,29.27,0.0,0.0,20250331,中旗新材,其他建材,主板,20210823,
001212.SZ,20250331,29.27,29.27,29.27,29.27,0.0,0.0,29.27,0.0,0.0,20250401,中旗新材,其他建材,主板,20210823,
001267.SZ,20250722,13.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,20250723,汇绿生态,通信设备,主板,20211117,
001267.SZ,20250723,13.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,20250724,汇绿生态,通信设备,主板,20211117,
001267.SZ,20250724,13.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,20250725,汇绿生态,通信设备,主板,20211117,
001267.SZ,20250725,13.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,20250728,汇绿生态,通信设备,主板,20211117,
001270.SZ,20250423,32.76,32.76,32.76,32.76,0.0,0.0,32.76,0.0,0.0,20250424,铖昌科技,半导体,主板,20220606,
001270.SZ,20260113,122.84,122.84,122.84,122.84,0.0,0.0,122.84,0.0,0.0,20260114,铖昌科技,半导体,主板,20220606,
001270.SZ,20260114,122.84,122.84,122.84,122.84,0.0,0.0,122.84,0.0,0.0,20260115,铖昌科技,半导体,主板,20220606,
001270.SZ,20260115,122.84,122.84,122.84,122.84,0.0,0.0,122.84,0.0,0.0,20260116,铖昌科技,半导体,主板,20220606,
001270.SZ,20260519,142.65,142.65,142.65,142.65,0.0,0.0,142.65,0.0,0.0,20260520,铖昌科技,半导体,主板,20220606,
001285.SZ,20260209,58.84,58.84,58.84,58.84,0.0,0.0,58.84,0.0,0.0,20260210,瑞立科密,汽车配件,主板,20250930,
001285.SZ,20260210,58.84,58.84,58.84,58.84,0.0,0.0,58.84,0.0,0.0,20260211,瑞立科密,汽车配件,主板,20250930,
001285.SZ,20260211,58.84,58.84,58.84,58.84,0.0,0.0,58.84,0.0,0.0,20260212,瑞立科密,汽车配件,主板,20250930,
001285.SZ,20260212,58.84,58.84,58.84,58.84,0.0,0.0,58.84,0.0,0.0,20260213,瑞立科密,汽车配件,主板,20250930,
001285.SZ,20260213,58.84,58.84,58.84,58.84,0.0,0.0,58.84,0.0,0.0,20260224,瑞立科密,汽车配件,主板,20250930,
