run,avg_daily_return,cumulative_return,daily_win_rate,max_drawdown
651,-0.0025361032382571094,-0.14079797296356378,0.43103448275862066,-0.160440758176003
652,-0.0013974378408160655,-0.08054191195638094,0.43103448275862066,-0.09322605946999785
653,-0.0023179273776060723,-0.12865561152904914,0.3620689655172414,-0.14292720082375165
654,-0.002039131770729534,-0.11580739334472656,0.4827586206896552,-0.13282407962225895
655,-0.0018081763883430382,-0.10324265986815218,0.4482758620689655,-0.11467592117854997
656,-0.0027428143803967767,-0.15095916101096263,0.3793103448275862,-0.16209536308099248
657,-0.0018801399154199266,-0.10703074885242003,0.39655172413793105,-0.13907860104292358
658,-0.0018666458702085256,-0.10509690069118294,0.46551724137931033,-0.12332208991583993
659,-0.0018873245632260085,-0.10638016878536116,0.3793103448275862,-0.1218106046173072
660,0.00046929394846717445,0.024145474104119824,0.46551724137931033,-0.05700038475468472
661,-0.0010570278020185795,-0.064105114740583,0.5172413793103449,-0.10837386073035438
662,-0.0019256882081999146,-0.10983283812909317,0.3793103448275862,-0.13162878986411863
663,-0.002165780835572579,-0.12192518270081742,0.39655172413793105,-0.1284686255924643
664,-0.0018947377571151543,-0.10873422534142363,0.41379310344827586,-0.12997355322551718
665,-0.0008584502195187551,-0.05253993425534775,0.39655172413793105,-0.10171164558347356
666,-2.113809857171998e-05,-0.0056594510688333655,0.5344827586206896,-0.09225609176129668
667,-0.001574005598710806,-0.09024942566755789,0.41379310344827586,-0.10605348343994903
668,-0.0013837082697802422,-0.08166674667041729,0.4482758620689655,-0.11564717010573844
669,-0.001721111573784111,-0.0989711577166631,0.46551724137931033,-0.1222131289277324
670,-0.0009567105293315886,-0.057339194436440755,0.4482758620689655,-0.1012390483146548
671,-0.001942004027889122,-0.1096323736198479,0.43103448275862066,-0.12748165811546885
672,-0.0014280367796646993,-0.08337048775956779,0.46551724137931033,-0.11816820132851624
673,-0.0013343253297244324,-0.07794638910846596,0.4482758620689655,-0.0996032995320918
674,-0.002524047576932097,-0.1399944551957124,0.39655172413793105,-0.1421803881062388
675,-0.001838132271655009,-0.10464724090399036,0.43103448275862066,-0.11595711751094484
676,-0.00151585059610593,-0.08798470106079981,0.46551724137931033,-0.11305402564166911
677,-0.0039952673264389395,-0.20966176320300256,0.3275862068965517,-0.2195136502167987
678,-0.0010754455851905952,-0.06407690422249956,0.4482758620689655,-0.1067620073210328
679,-0.0022393993937789573,-0.12608526486497962,0.3620689655172414,-0.1416473670386429
680,0.0002942457702756873,0.014080461210568052,0.46551724137931033,-0.0593673765590268
681,-0.0023932567813859354,-0.13352821731169517,0.3620689655172414,-0.13861696608084317
682,-0.004268456512870761,-0.22344494375786528,0.3275862068965517,-0.22073881278812546
683,-0.002353832270861792,-0.130541953850435,0.39655172413793105,-0.14460845862351257
684,-0.0013755732625125483,-0.08087696208495565,0.4827586206896552,-0.10040262494846475
685,-0.0013911424698035025,-0.08057792396225227,0.4827586206896552,-0.10373128909937357
686,-0.0015763596265959807,-0.09165557454251438,0.46551724137931033,-0.12734441408456154
