trade_date,date,ts_code,entry_vwap,exit_time,exit_reason,target_return,target_win,ret_to_prev_close_1450,intraday_ret_1450,tail_ret_1420_1450,tail_ret_1430_1450,late_ret_1445_1450,afternoon_ret_1305_1450,vwap_pos_1450,close_to_high_sofar,close_to_low_sofar,range_sofar,tail_amount_share,tail_amount_vs_prev20,amount_sofar_log,open_gap,prev_ret_1d,prev_ret_3d,prev_ret_5d,prev_volatility_20d,prev_amount_ratio_5_20,open_auction_ret,open_auction_amount_log,prev_close_auction_ret,prev_close_auction_amount_log,prev_net_mf_amount_ratio,prev_elg_net_amount_ratio,prev_ths_net_amount_ratio,price_vs_ma5_prev,price_vs_ma10_prev,price_vs_ma20_prev,liquidity_rank,market_ret_median_1450,market_breadth_positive,market_tail_ret_median,market_tail_breadth_positive,market_amount_log,prev_amp_5d,tail_ret_1430_1450_x_tail_amount_share,tail_ret_1420_1450_x_tail_amount_vs_prev20,late_ret_1445_1450_x_tail_amount_share,tail_quality_ratio,industry,tail_ret_1430_1450_industry_z,tail_ret_1420_1450_industry_z,prev_volatility_20d_industry_z,tail_amount_share_industry_z,regime_allowed,label_win,label_static_003,dynamic_threshold,label_dynamic_amp10,score,p_model_label,return_no_cost,return_basic_cost_no_slippage,return_5bp_slippage,return_10bp_slippage,return_20bp_slippage,name,industry_basic,market
20260305,2026-03-05,603211.SH,20.87393465909091,10:30,time_exit,0.0273559921295991,1,0.0004796163069542,-0.0118427285646612,0.0019212295869355,-0.0004791566842358,-0.0004791566842358,-0.0099667774086379,-0.0109971271186063,-0.029767441860465,0.0033670033670034,0.0341510341510342,0.1080485601248213,354.8071478032957,17.82497759219349,0.0124700239808153,-0.0202067669172931,-0.0903141361256544,-0.0839191564147627,0.0317541163336292,-0.3562888676370713,0.0139088729016785,12.913835002188767,0.0,16.344373233262896,0.0025381943277213,0.0010535771815906,0.0025381943277213,-0.0563647878404054,-0.0604026845637584,-0.0767664697160813,2443,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0372287039290331,-5.177218980586353e-05,0.0037385401518831,-5.177218980586353e-05,-0.0037419919737382,汽车配件,-0.0583795527885103,0.1145752156598109,0.555735068263817,0.7955605342590134,True,1,1,0.0037228703929033,1,0.5278158267929185,0.5278158267929185,0.02941327571834429,0.02838411973162258,0.02735599212959916,0.026328891371622642,0.024277764240577593,晋拓股份,汽车配件,主板
20260305,2026-03-05,000607.SZ,4.264006479481641,10:30,time_exit,0.0092620635020181,1,0.0023529411764704,-0.0273972602739726,-0.0023419203747072,-0.0023419203747072,0.0023529411764704,-0.0138888888888889,-0.0114326285672776,-0.0318181818181819,0.0023529411764704,0.0352941176470589,0.1251347944861617,255.66339482162596,18.089727531659776,0.0305882352941175,-0.0023474178403755,-0.0879828326180257,-0.1052631578947368,0.0397693967550007,-0.6558718317776127,0.0305882352941175,14.446170935173503,0.0,16.51775481983937,-0.0028947276668621,-0.0003627668392821,-0.0028947276668621,-0.0401081568273998,-0.0881849315068492,-0.1350253807106599,2341,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0317023547394256,-0.0002930557247919,-0.0045571666254222,0.0002944348105556,-0.0161361745334648,广告包装,-0.6620229022488193,-0.7313379178569043,0.6967340840881646,2.1217728305138017,True,1,1,0.0031702354739425,1,0.5060275465246182,0.5060275465246182,0.011283113942072154,0.010272083585719294,0.009262063502018192,0.008253052177451758,0.006238049766756237,华媒控股,广告包装,主板
20260305,2026-03-05,688651.SH,43.59343797596886,09:40,take_profit_0935,0.0345097738358475,1,0.0232230823363828,0.0039125431530493,0.0055325034578146,0.0048375950241879,0.0020675396278426,-0.0068306010928962,-0.0026154389512201,-0.0197752808988764,0.0144186046511627,0.0348837209302326,0.0861778903645674,505.210755250955,17.807589772513275,0.0192352803190241,-0.0083740404745289,-0.1255384615384615,-0.1235608552631578,0.0311479881733793,-0.1218339676399036,0.0187661271405112,12.825540992612453,0.0,15.723886023604733,-0.0023244995878246,-0.0028270605104717,-0.0023244995878246,-0.0450545120189149,-0.0818968238934142,-0.0920350113963969,2890,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0443470408881646,0.0004168937336226,0.0107657546282451,0.0001781762033726,0.0455612275547928,软件服务,1.3042315725040003,0.7521521814982027,0.2375549356266098,0.4401365910066978,True,1,1,0.0044347040888164,1,0.5031841016595596,0.5031841016595596,0.03658138289484292,0.0355450605925236,0.034509773835847524,0.03347552107343543,0.031410111341364066,盛邦安全,软件服务,科创板
20260305,2026-03-05,301367.SZ,73.29469483568076,10:30,time_exit,0.0080886122462993,1,-0.0090638528138528,-0.0192796893827821,-0.0038079695362437,-0.0023154453827295,0.0006830601092895,-0.015589302513103,-0.0107722266273644,-0.0229425103374683,0.0075653370013755,0.0312242090784042,0.1896401749663376,898.1584992954309,17.713837965373816,0.0104166666666665,0.0038022813688212,-0.0728709394205443,-0.0789932718664341,0.0206562421591332,0.2384858991881617,0.0133928571428569,14.323598413460475,0.0,16.71686173418313,0.0106833589476134,0.0001224726338116,0.0106833589476134,-0.044806092376705,-0.0650448012661782,-0.0916137033018137,2988,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0396201307474371,-0.0004391014675058,-0.0074099665678701,0.0001295356386381,-0.0110448552292104,医疗保健,-0.8410081779339512,-1.4381092624951854,-0.3263676225542032,3.689425451798484,True,1,1,0.0039620130747437,1,0.5026432577057764,0.5026432577057764,0.010107312846542094,0.009097457997407687,0.00808861224629931,0.007080774081459129,0.005068114478637309,瑞迈特,医疗保健,创业板
20260305,2026-03-05,600173.SH,7.717818632513944,10:30,time_exit,0.0248213895593687,1,0.0026007802340701,-0.0051612903225806,-0.0012953367875647,-0.0012953367875647,-0.0012953367875647,-0.0128040973111395,-0.0108071249588629,-0.0265151515151514,0.0026007802340701,0.0299089726918075,0.1050652445753735,238.02511962881283,17.98152921619838,0.0078023407022105,0.0026075619295959,-0.0801435406698563,-0.1037296037296037,0.0358004640375348,-0.4166386617401605,0.0078023407022105,12.0854687600152,0.0,16.824851683595952,-0.0031862369423026,3.878705329867087e-05,-0.0031862369423026,-0.0350438047559449,-0.0646609244207206,-0.0823613425374909,2631,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0469209621877101,-0.0001360948763929,-0.0025206090013669,-0.0001360948763929,-0.0103572882455293,全国地产,-0.2944495939239716,-0.3756615468892519,1.3434046365294747,0.5554630880077752,True,1,1,0.004692096218771,1,0.5022707211486855,0.5022707211486855,0.02687359759853636,0.025846980655173546,0.024821389559368745,0.023796822774271087,0.021750756004131233,卧龙新能,全国地产,主板
20260305,2026-03-05,300588.SZ,23.854475,10:30,time_exit,0.0165757249721876,1,-0.0041753653444676,-0.0197287299630084,0.0037878787878786,0.0012594458438288,-0.001256281407035,-0.0079034941763725,-0.0066544294107129,-0.0225409836065572,0.0063291139240506,0.0295358649789028,0.073277736104625,280.67325567632633,17.741701522188993,0.0158663883089769,-0.0037437603993344,-0.0731424148606811,-0.0865751334858886,0.0455046379720282,-0.378796858936649,0.0175365344467641,11.769604367583613,0.0,16.156029355501975,7.927075375395626e-05,-0.0014867214075567,7.919179881993837e-05,-0.0457709850364086,-0.0647058823529411,-0.0761722154436116,2392,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0404363398300971,9.228934018215844e-05,0.0073708717767244,-9.20574574178609e-05,0.0135021056087404,IT设备,0.3613376729053375,0.4335385183835097,2.0354035585975065,0.3323713682447791,True,1,1,0.0040436339830097,1,0.5017895403306039,0.5017895403306039,0.018611421042219467,0.0175930642103852,0.016575724972187622,0.01555940180314197,0.013529797589776349,熙菱信息,IT设备,创业板
20260305,2026-03-05,300947.SZ,18.289110486891385,10:30,time_exit,0.016294499730431,1,0.0038482682792744,-0.0182795698924731,0.0005479452054795,-0.0005473453749315,0.0,-0.0135062128579146,-0.0105105497435066,-0.0235294117647058,0.0032967032967035,0.0274725274725273,0.0746191331033538,370.51925826444784,17.685235122169285,0.0225398570643211,-0.0092592592592591,-0.1074582924435719,-0.1329837940896091,0.0276860627356522,-0.1018235317559032,0.0197910940076964,13.358513179547668,0.0,16.324983142400637,-0.0060967705449273,-0.0002009424933342,-0.0060967705449273,-0.0544739022369511,-0.083011098277507,-0.0855368589743589,2880,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0421111704004779,-4.084243738551923e-05,0.0010662521364687,0.0,-0.005784721937091,房产服务,0.0,0.1432955227747243,-0.5740703777919232,-1.0542649620146185,True,1,1,0.0042111170400477,1,0.4981610206029314,0.4981610206029314,0.018329632646036487,0.017311557532168953,0.016294499730431067,0.015278457716760174,0.013249414972571705,德必集团,房产服务,创业板
20260305,2026-03-05,688376.SH,59.38544632389885,09:50,take_profit_0945,0.0064248496139518,1,0.0035496957403651,-0.0160755717600266,0.0042286874154262,0.000842886041807,-0.0001684068710003,-0.0105,-0.0132389979359499,-0.0329043818211435,0.0059301931548627,0.0401558793629277,0.0895824873491354,318.58951440349546,18.194923630257467,0.0199459093982421,-0.0141643059490085,-0.1269185360094452,-0.1217339667458432,0.0426893562458525,-0.0617330373939223,0.0240027045300879,12.689381121459151,0.0,16.652244907762803,0.0049964553518904,-0.0019936453000841,0.0049964553518904,-0.0721117779444862,-0.0833294733429063,-0.0940096596241444,2124,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0573633065517672,7.550782817694244e-05,0.0082286457588604,-1.5086306390900169e-05,0.0076917951234449,专用机械,0.1459931179451283,0.1502235436333365,0.4825531980724776,0.5922503554825919,True,1,1,0.0057363306551767,1,0.4980720817508559,0.4980720817508559,0.008440218524317533,0.0074320303528361276,0.006424849613951844,0.005418674798401968,0.0034093369153163078,美埃科技,专用机械,科创板
20260305,2026-03-05,301001.SZ,30.794715719063547,10:30,time_exit,0.012615947757318,1,0.0009752925877761,-0.0203627107858733,0.0019524894240154,0.0,0.0006499837504061,-0.0093307593307593,-0.009337999804646,-0.0231598984771573,0.0042400521852576,0.0280495759947814,0.0865521553862958,179.67299562727086,17.46444809632084,0.021781534460338,0.0019543973941369,-0.0831594634873321,-0.0920897284533648,0.026671219118658,-0.5736304298886115,0.0208062418725616,13.343128101551418,0.0,16.276727260408393,-0.0005655316899293,-0.0010303584570821,-0.0005655316899293,-0.0375718929732432,-0.0680710675262569,-0.1049418604651162,2277,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0374669339985485,0.0,0.0037993689861149,5.625749456372015e-05,0.0,互联网,0.228541046486092,0.3264230244419445,-0.4649839306455112,0.6343615425533206,True,1,1,0.0037466933998548,1,0.497306620364229,0.497306620364229,0.014643714361087135,0.013629324244255336,0.012615947757318002,0.011603583381728066,0.00958188490555667,凯淳股份,互联网,创业板
20260305,2026-03-05,301333.SZ,66.11661155044332,09:40,take_profit_0935,0.0180402920414028,1,0.0031919744642041,-0.0007570022710067,-0.0043747171519084,-0.0078171978352374,-0.0010594823671862,-0.0147783251231525,-0.0062726834218217,-0.0188791437490708,0.0038022813688212,0.0231178707224333,0.1541319178096031,557.9312265415195,18.003207817188905,0.0039519683842528,-0.0220008919280509,-0.1085365853658535,-0.1061141304347824,0.0332987858589947,-0.4434437060545402,0.0153518771849823,13.7203489231266,0.0,16.405816517657595,0.0065730772357377,-0.0031975381129931,0.0065730772357377,-0.0614334470989762,-0.0967565348296155,-0.1148721593766554,2596,0.0072237085485856,0.6657590197413207,0.0013320050246262,0.6255956432947584,28.312592377605363,0.0461643416475419,-0.0012048796942422,-0.0085128065051449,-0.0001633000491398,-0.0448923892504581,医疗保健,-3.0557394170591285,-1.6123559626294848,1.0251524586510514,2.5171830097016294,True,1,1,0.0046164341647541,1,0.4973002108076062,0.4973002108076062,0.02007892091157326,0.019059096946652865,0.018040292041402894,0.01702250466914168,0.01498997643209421,诺思格,医疗保健,创业板
