capital,denominator,median_pct,p90_pct,p99_pct,max_pct,count_gt_1pct,count_gt_5pct,count_gt_10pct
100000,amount_sofar,0.00012931065438953176,0.0002414641120508594,0.0003097223789096096,0.00039855793719337755,0,0,0
100000,tail_1430_1450,0.0011384060199247333,0.0025317497180845955,0.004595131483510076,0.0136182266345277,2,0,0
500000,amount_sofar,0.0006465532719476589,0.0012073205602542972,0.0015486118945480477,0.001992789685966888,0,0,0
500000,tail_1430_1450,0.005692030099623667,0.012658748590422979,0.022975657417550383,0.0680911331726385,122,2,0
1000000,amount_sofar,0.0012931065438953177,0.0024146411205085943,0.0030972237890960954,0.003985579371933776,0,0,0
1000000,tail_1430_1450,0.011384060199247334,0.025317497180845958,0.045951314835100766,0.136182266345277,317,5,2
5000000,amount_sofar,0.006465532719476589,0.01207320560254297,0.015486118945480479,0.019927896859668878,119,0,0
5000000,tail_1430_1450,0.05692030099623667,0.12658748590422977,0.22975657417550382,0.680911331726385,498,317,122
