top_n,rows,days,selected_trades,selected_days,avg_candidates_per_day,min_candidates_per_day,auc,trade_win_rate,daily_win_rate,avg_trade_return,avg_daily_return,cumulative_return,max_drawdown,profit_factor
1,170505,58,58,58,2939.7413793103447,2872,0.5334428792730082,0.5,0.5,0.005983530180938326,0.005983530180938326,0.38551822667027036,-0.12344146303647974,1.7768865083166065
3,170505,58,174,58,2939.7413793103447,2872,0.5334428792730082,0.4425287356321839,0.5172413793103449,0.0018823657311684081,0.001882365731168408,0.10681426419857765,-0.057316513100794886,1.2252450497729652
5,170505,58,290,58,2939.7413793103447,2872,0.5334428792730082,0.4482758620689655,0.46551724137931033,0.002032319300594239,0.002032319300594239,0.1174948463180212,-0.0672769161158685,1.250584089243179
10,170505,58,580,58,2939.7413793103447,2872,0.5334428792730082,0.44655172413793104,0.5172413793103449,0.0010326747876184556,0.0010326747876184565,0.05631044821060982,-0.06142807961348895,1.1198887096204324
20,170505,58,1160,58,2939.7413793103447,2872,0.5334428792730082,0.43448275862068964,0.5344827586206896,-0.00041126992636187173,-0.0004112699263618716,-0.027904182035876746,-0.08051004970717057,0.95450901790605
