ts_code,trade_date,target_return,target_return_before_repair,target_return_after_repair,delta
600863.SH,20250210,-0.0030679713397803177,-0.06609143490076597,-0.0030679713397803177,0.06302346356098565
603305.SH,20241029,-0.002162939357133742,-0.06604623677005272,-0.002162939357133742,0.06388329741291898
300277.SZ,20251104,-0.006429798511317197,-0.07143620858059163,-0.006429798511317197,0.06500641006927443
000659.SZ,20260401,-0.00120118985614881,-0.06699129925128411,-0.00120118985614881,0.0657901093951353
300087.SZ,20260105,-0.0002773536335491933,-0.06722962794169263,-0.0002773536335491933,0.06695227430814343
301218.SZ,20260112,0.005337543232781128,-0.07121635474123944,0.005337543232781128,0.07655389797402057
600673.SH,20260213,0.008397101226025327,-0.06956998809582082,0.008397101226025327,0.07796708932184615
688981.SH,20250829,-0.0021266310879581862,-0.08966105886825737,-0.0021266310879581862,0.08753442778029918
002812.SZ,20251128,0.00033243804523719334,-0.08790936673627325,0.00033243804523719334,0.08824180478151045
600114.SH,20250224,0.0002936660805179514,-0.09002271915972493,0.0002936660805179514,0.09031638524024288
300373.SZ,20250312,-0.0018537410497470042,-0.09525881840344008,-0.0018537410497470042,0.09340507735369308
002931.SZ,20260420,3.660852123266167e-05,-0.09651165650651794,3.660852123266167e-05,0.0965482650277506
300486.SZ,20251216,0.000922197531539215,-0.09587976634908413,0.000922197531539215,0.09680196388062334
003041.SZ,20260421,0.00019374695644081008,-0.09798125026706528,0.00019374695644081008,0.09817499722350609
600590.SH,20250321,-0.0035672670453423816,-0.1026888478104655,-0.0035672670453423816,0.09912158076512312
001267.SZ,20250721,0.0006051077580959685,-0.09898779281582315,0.0006051077580959685,0.09959290057391912
600988.SH,20260318,-0.002479108521737494,-0.10218232354455259,-0.002479108521737494,0.0997032150228151
603121.SH,20260212,-0.002436053053040066,-0.10219244774773606,-0.002436053053040066,0.099756394694696
600721.SH,20251226,0.0010428188939928251,-0.09873432481929745,0.0010428188939928251,0.09977714371329027
600446.SH,20250115,0.0019338477379480246,-0.09797408579717515,0.0019338477379480246,0.09990793353512317
002131.SZ,20260115,0.009192869724480746,-0.09172646536746343,0.009192869724480746,0.10091933509194417
688005.SH,20260113,0.0008363884330397919,-0.11760102550775697,0.0008363884330397919,0.11843741394079677
300424.SZ,20251027,-0.003445072363538637,-0.12263023607041401,-0.003445072363538637,0.11918516370687537
300131.SZ,20241114,-0.0006514649967703789,-0.13105007225137755,-0.0006514649967703789,0.13039860725460717
300423.SZ,20250414,-0.0013328413579095644,-0.15107516041308267,-0.0013328413579095644,0.1497423190551731
301040.SZ,20250828,-0.011885748629856252,-0.20950859890388507,-0.011885748629856252,0.19762285027402882
301171.SZ,20260114,0.033044672132045205,-0.173513448488553,0.033044672132045205,0.2065581206205982
