feature_set,feature_count,rows,days,selected_trades,selected_days,avg_candidates_per_day,min_candidates_per_day,auc,trade_win_rate,daily_win_rate,avg_trade_return,avg_daily_return,cumulative_return,max_drawdown,profit_factor
all_features_v7,34,170505,58,580,58,2939.7413793103447,2872,0.5334428792730082,0.44655172413793104,0.5172413793103449,0.00103267478761845,0.0010326747876184502,0.0563104482106096,-0.061428079613489284,1.1198887096204315
drop_top5_importance,29,170505,58,580,58,2939.7413793103447,2872,0.5130389808642868,0.4517241379310345,0.4482758620689655,-0.0007552047517141994,-0.0007552047517141992,-0.04822122826619102,-0.10318364923861367,0.927303896954108
volume_only,10,170505,58,580,58,2939.7413793103447,2872,0.47808130103642643,0.3775862068965517,0.3275862068965517,-0.002867192051299769,-0.002867192051299769,-0.1572691601962719,-0.1651367331802659,0.7348551588095693
price_momentum_only,10,170505,58,580,58,2939.7413793103447,2872,0.564004823833379,0.43448275862068964,0.46551724137931033,-0.0010811152835262549,-0.0010811152835262547,-0.06663721734252193,-0.10309853535196112,0.9181744989203949
intraday_position_only,7,170505,58,580,58,2939.7413793103447,2872,0.551563519796729,0.38620689655172413,0.41379310344827586,-0.0029486853025979735,-0.0029486853025979722,-0.16291142321840424,-0.20775313495068093,0.7946340746043645
without_market_cross_section,29,170505,58,580,58,2939.7413793103447,2872,0.5781419311829237,0.40344827586206894,0.3620689655172414,-0.00238941033056206,-0.00238941033056206,-0.13359744952511177,-0.14536927725704418,0.7764345928987765
