ts_code,name,industry,market,list_date,avg_amount,days,liquidity_rank,rank_start,rank_end
300308.SZ,中际旭创,通信设备,创业板,20120410,19460416.15965,60,1,20251120,20260213
300502.SZ,新易盛,通信设备,创业板,20160303,16876392.6572,60,2,20251120,20260213
300058.SZ,蓝色光标,广告包装,创业板,20100226,11017588.275416667,60,3,20251120,20260213
601899.SH,紫金矿业,铜,主板,20080425,10938990.379,60,4,20251120,20260213
601138.SH,工业富联,通信设备,主板,20180608,10920320.896033334,60,5,20251120,20260213
300274.SZ,阳光电源,电气设备,创业板,20111102,10470306.609816667,60,6,20251120,20260213
000547.SZ,航天发展,通信设备,主板,19931130,10329651.86135,60,7,20251120,20260213
300750.SZ,宁德时代,电气设备,创业板,20180611,10215453.362566667,60,8,20251120,20260213
688256.SH,寒武纪,半导体,科创板,20200720,9974568.096083334,60,9,20251120,20260213
300476.SZ,胜宏科技,元器件,创业板,20150611,9677249.076,60,10,20251120,20260213
002050.SZ,三花智控,家用电器,主板,20050607,9352122.079466667,60,11,20251120,20260213
300394.SZ,天孚通信,通信设备,创业板,20150217,9166178.975,60,12,20251120,20260213
600879.SH,航天电子,航空,主板,19951115,8971750.645366667,60,13,20251120,20260213
600118.SH,中国卫星,航空,主板,19970908,8238337.105416667,60,14,20251120,20260213
603986.SH,兆易创新,半导体,主板,20160818,7903338.309416667,60,15,20251120,20260213
300136.SZ,信维通信,元器件,创业板,20101105,7853100.069066667,60,16,20251120,20260213
600089.SH,特变电工,电气设备,主板,19970618,7793933.707916667,60,17,20251120,20260213
300059.SZ,东方财富,证券,创业板,20100319,7051217.327316667,60,18,20251120,20260213
002202.SZ,金风科技,电气设备,主板,20071226,6937921.133133333,60,19,20251120,20260213
002475.SZ,立讯精密,元器件,主板,20100915,6921156.964149999,60,20,20251120,20260213
601318.SH,中国平安,保险,主板,20070301,6470830.118116667,60,21,20251120,20260213
600519.SH,贵州茅台,白酒,主板,20010827,6338926.4163,60,22,20251120,20260213
300475.SZ,香农芯创,元器件,创业板,20150610,6163741.894566667,60,23,20251120,20260213
688041.SH,海光信息,半导体,科创板,20220812,6074179.9218666665,60,24,20251120,20260213
688981.SH,中芯国际,半导体,科创板,20200716,5979286.5969,60,25,20251120,20260213
600111.SH,北方稀土,小金属,主板,19970924,5783587.0381166665,60,26,20251120,20260213
688008.SH,澜起科技,半导体,科创板,20190722,5774996.0709999995,60,27,20251120,20260213
000063.SZ,中兴通讯,通信设备,主板,19971118,5670215.472216667,60,28,20251120,20260213
603993.SH,洛阳钼业,小金属,主板,20121009,5614558.771016667,60,29,20251120,20260213
002131.SZ,利欧股份,互联网,主板,20070427,5462569.017631579,57,30,20251120,20260213
300456.SZ,赛微电子,半导体,创业板,20150514,5377054.081816667,60,31,20251120,20260213
002837.SZ,英维克,专用机械,主板,20161229,5208641.292716667,60,32,20251120,20260213
000592.SZ,平潭发展,林业,主板,19960327,5172236.401033899,59,33,20251120,20260213
601698.SH,中国卫通,电信运营,主板,20190628,5008873.838866667,60,34,20251120,20260213
301308.SZ,江波龙,半导体,创业板,20220805,4821266.028833333,60,35,20251120,20260213
002463.SZ,沪电股份,元器件,主板,20100818,4763147.616683333,60,36,20251120,20260213
300102.SZ,乾照光电,半导体,创业板,20100812,4754755.374616667,60,37,20251120,20260213
601600.SH,中国铝业,铝,主板,20070430,4637020.292333334,60,38,20251120,20260213
300418.SZ,昆仑万维,互联网,创业板,20150121,4601383.146216666,60,39,20251120,20260213
600105.SH,永鼎股份,通信设备,主板,19970929,4566367.187966666,60,40,20251120,20260213
601888.SH,中国中免,旅游服务,主板,20091015,4553714.361133333,60,41,20251120,20260213
603019.SH,中科曙光,IT设备,主板,20141106,4474028.445866666,60,42,20251120,20260213
300548.SZ,长芯博创,通信设备,创业板,20161012,4429116.811783333,60,43,20251120,20260213
603799.SH,华友钴业,小金属,主板,20150129,4416188.182466667,60,44,20251120,20260213
688012.SH,中微公司,半导体,科创板,20190722,4386637.241411765,51,45,20251120,20260213
002195.SZ,岩山科技,软件服务,主板,20071212,4371523.0995166665,60,46,20251120,20260213
300115.SZ,长盈精密,元器件,创业板,20100902,4351013.214883333,60,47,20251120,20260213
600498.SH,烽火通信,通信设备,主板,20010823,4183261.1386666666,60,48,20251120,20260213
002460.SZ,赣锋锂业,小金属,主板,20100810,4172142.0900166663,60,49,20251120,20260213
002384.SZ,东山精密,元器件,主板,20100409,4158024.5095166666,60,50,20251120,20260213
600030.SH,中信证券,证券,主板,20030106,4124874.00175,60,51,20251120,20260213
002371.SZ,北方华创,半导体,主板,20100316,3991962.6312333336,60,52,20251120,20260213
300450.SZ,先导智能,专用机械,创业板,20150518,3924405.7305,60,53,20251120,20260213
000988.SZ,华工科技,专用机械,主板,20000608,3887033.8732166667,60,54,20251120,20260213
002407.SZ,多氟多,化工原料,主板,20100518,3875289.2173166666,60,55,20251120,20260213
600343.SH,航天动力,机械基件,主板,20030408,3864025.3280833336,60,56,20251120,20260213
000981.SZ,山子高科,汽车配件,主板,20000622,3844165.89915,60,57,20251120,20260213
002413.SZ,雷科防务,通信设备,主板,20100528,3828364.27315,60,58,20251120,20260213
002230.SZ,科大讯飞,软件服务,主板,20080512,3793453.8059,60,59,20251120,20260213
603259.SH,药明康德,化学制药,主板,20180508,3779737.2429333334,60,60,20251120,20260213
688525.SH,佰维存储,半导体,科创板,20221230,3767245.8021,60,61,20251120,20260213
002156.SZ,通富微电,半导体,主板,20070816,3747738.309383333,60,62,20251120,20260213
300433.SZ,蓝思科技,元器件,创业板,20150318,3734288.7719166665,60,63,20251120,20260213
002792.SZ,通宇通讯,通信设备,主板,20160328,3719897.648783333,60,64,20251120,20260213
002149.SZ,西部材料,小金属,主板,20070810,3708745.2657,60,65,20251120,20260213
002759.SZ,天际股份,电气设备,主板,20150528,3702711.2914833333,60,66,20251120,20260213
600036.SH,招商银行,银行,主板,20020409,3691670.8900833335,60,67,20251120,20260213
300762.SZ,上海瀚讯,通信设备,创业板,20190314,3661139.3599,60,68,20251120,20260213
601012.SH,隆基绿能,电气设备,主板,20120411,3625953.2718499997,60,69,20251120,20260213
002709.SZ,天赐材料,化工原料,主板,20140123,3610854.24725,60,70,20251120,20260213
301171.SZ,易点天下,互联网,创业板,20220819,3608449.706736842,57,71,20251120,20260213
300442.SZ,润泽科技,软件服务,创业板,20150424,3583950.262722222,54,72,20251120,20260213
300223.SZ,北京君正,半导体,创业板,20110531,3568290.7292166664,60,73,20251120,20260213
300346.SZ,南大光电,半导体,创业板,20120807,3566591.5605,60,74,20251120,20260213
300620.SZ,光库科技,通信设备,创业板,20170310,3565685.3916166667,60,75,20251120,20260213
601179.SH,中国西电,电气设备,主板,20100128,3542844.41815,60,76,20251120,20260213
000426.SZ,兴业银锡,铅锌,主板,19960828,3539285.4968499998,60,77,20251120,20260213
002465.SZ,海格通信,通信设备,主板,20100831,3515325.8973666667,60,78,20251120,20260213
300604.SZ,长川科技,半导体,创业板,20170417,3505771.386233333,60,79,20251120,20260213
600362.SH,江西铜业,铜,主板,20020111,3485619.8954333337,60,80,20251120,20260213
002466.SZ,天齐锂业,小金属,主板,20100831,3477114.97725,60,81,20251120,20260213
600580.SH,卧龙电驱,电气设备,主板,20020606,3458670.6775666666,60,82,20251120,20260213
600487.SH,亨通光电,通信设备,主板,20030822,3415833.3915666663,60,83,20251120,20260213
002639.SZ,雪人集团,专用机械,主板,20111205,3407611.0174499997,60,84,20251120,20260213
688521.SH,芯原股份,半导体,科创板,20200818,3368679.5568833333,60,85,20251120,20260213
600410.SH,华胜天成,软件服务,主板,20040427,3343042.142616667,60,86,20251120,20260213
002565.SZ,顺灏股份,造纸,主板,20110318,3334870.6796,60,87,20251120,20260213
002600.SZ,领益智造,元器件,主板,20110715,3308524.2369833337,60,88,20251120,20260213
002594.SZ,比亚迪,汽车整车,主板,20110630,3262809.788466667,60,89,20251120,20260213
300803.SZ,指南针,软件服务,创业板,20191118,3255641.606716667,60,90,20251120,20260213
600151.SH,航天机电,汽车配件,主板,19980605,3238327.2681,60,91,20251120,20260213
000657.SZ,中钨高新,小金属,主板,19961205,3235688.7182833333,60,92,20251120,20260213
001309.SZ,德明利,半导体,主板,20220701,3231162.5962833334,60,93,20251120,20260213
000630.SZ,铜陵有色,铜,主板,19961120,3207465.3082833337,60,94,20251120,20260213
000977.SZ,浪潮信息,IT设备,主板,20000608,3197698.91205,60,95,20251120,20260213
000725.SZ,京东方Ａ,元器件,主板,20010112,3187810.372733333,60,96,20251120,20260213
000559.SZ,万向钱潮,汽车配件,主板,19940110,3185445.2708333335,60,97,20251120,20260213
300033.SZ,同花顺,软件服务,创业板,20091225,3174394.6165166665,60,98,20251120,20260213
600584.SH,长电科技,半导体,主板,20030603,3174231.7516166666,60,99,20251120,20260213
603667.SH,五洲新春,机械基件,主板,20161025,3171641.28005,60,100,20251120,20260213
000792.SZ,盐湖股份,农药化肥,主板,19970904,3169475.5606333334,60,101,20251120,20260213
688795.SH,摩尔线程-U,半导体,科创板,20251205,3163366.133,49,102,20251120,20260213
300014.SZ,亿纬锂能,电气设备,创业板,20091030,3154976.472,60,103,20251120,20260213
002716.SZ,湖南白银,小金属,主板,20140128,3132156.5449,60,104,20251120,20260213
688110.SH,东芯股份,半导体,科创板,20211210,3131141.330483333,60,105,20251120,20260213
603083.SH,剑桥科技,通信设备,主板,20171110,3084617.5957000004,60,106,20251120,20260213
300751.SZ,迈为股份,专用机械,创业板,20181109,3081861.1552333334,60,107,20251120,20260213
300342.SZ,天银机电,家用电器,创业板,20120726,3048395.1849666666,60,108,20251120,20260213
601360.SH,三六零,互联网,主板,20120116,3036817.94645,60,109,20251120,20260213
300017.SZ,网宿科技,软件服务,创业板,20091030,3032373.1449166667,60,110,20251120,20260213
002602.SZ,世纪华通,互联网,主板,20110728,3002546.7636,60,111,20251120,20260213
001280.SZ,中国铀业,小金属,主板,20251203,2972202.36327451,51,112,20251120,20260213
600309.SH,万华化学,化工原料,主板,20010105,2939522.6774833333,60,113,20251120,20260213
002241.SZ,歌尔股份,元器件,主板,20080522,2930244.0916833333,60,114,20251120,20260213
601933.SH,永辉超市,超市连锁,主板,20101215,2847690.6864166665,60,115,20251120,20260213
300170.SZ,汉得信息,软件服务,创业板,20110201,2847012.7955666664,60,116,20251120,20260213
300570.SZ,太辰光,通信设备,创业板,20161206,2831909.9789166665,60,117,20251120,20260213
002400.SZ,省广集团,广告包装,主板,20100506,2816737.179116667,60,118,20251120,20260213
300395.SZ,菲利华,玻璃,创业板,20140910,2785354.4529333333,60,119,20251120,20260213
600549.SH,厦门钨业,小金属,主板,20021107,2766493.2458666665,60,120,20251120,20260213
300724.SZ,捷佳伟创,专用机械,创业板,20180810,2759443.4246833334,60,121,20251120,20260213
600183.SH,生益科技,元器件,主板,19981028,2725485.88415,60,122,20251120,20260213
000333.SZ,美的集团,家用电器,主板,20130918,2720979.3591833333,60,123,20251120,20260213
688498.SH,源杰科技,半导体,科创板,20221221,2656051.6539499997,60,124,20251120,20260213
600150.SH,中国船舶,船舶,主板,19980520,2628526.495033333,60,125,20251120,20260213
600276.SH,恒瑞医药,化学制药,主板,20001018,2620868.8778999997,60,126,20251120,20260213
002281.SZ,光迅科技,通信设备,主板,20090821,2619656.55315,60,127,20251120,20260213
000901.SZ,航天科技,汽车配件,主板,19990401,2602790.89435,60,128,20251120,20260213
300390.SZ,天华新能,电气设备,创业板,20140731,2599585.0924,60,129,20251120,20260213
600900.SH,长江电力,水力发电,主板,20031118,2589747.7593333335,60,130,20251120,20260213
301005.SZ,超捷股份,汽车配件,创业板,20210601,2586529.6883333335,60,131,20251120,20260213
000021.SZ,深科技,元器件,主板,19940202,2571908.8533,60,132,20251120,20260213
300118.SZ,东方日升,电气设备,创业板,20100902,2562754.874933333,60,133,20251120,20260213
601689.SH,拓普集团,汽车配件,主板,20150319,2548529.8285999997,60,134,20251120,20260213
688313.SH,仕佳光子,通信设备,科创板,20200812,2544310.7741166665,60,135,20251120,20260213
002402.SZ,和而泰,元器件,主板,20100511,2503575.4488666668,60,136,20251120,20260213
300364.SZ,中文在线,出版业,创业板,20150121,2486669.814933333,60,137,20251120,20260213
600489.SH,中金黄金,黄金,主板,20030814,2484462.9994833334,60,138,20251120,20260213
600522.SH,中天科技,通信设备,主板,20021024,2478490.819316667,60,139,20251120,20260213
300757.SZ,罗博特科,专用机械,创业板,20190108,2472001.8594666664,60,140,20251120,20260213
600547.SH,山东黄金,黄金,主板,20030828,2428389.2636,60,141,20251120,20260213
601288.SH,农业银行,银行,主板,20100715,2419462.4315500003,60,142,20251120,20260213
600988.SH,赤峰黄金,黄金,主板,20040414,2409254.047583333,60,143,20251120,20260213
601127.SH,赛力斯,汽车整车,主板,20160615,2391218.95375,60,144,20251120,20260213
600418.SH,江淮汽车,汽车整车,主板,20010824,2389375.44665,60,145,20251120,20260213
688347.SH,华虹公司,半导体,科创板,20230807,2386157.6782,60,146,20251120,20260213
002240.SZ,盛新锂能,小金属,主板,20080523,2361013.5505833332,60,147,20251120,20260213
600711.SH,盛屯矿业,小金属,主板,19960531,2357021.62235,60,148,20251120,20260213
600986.SH,浙文互联,互联网,主板,20040426,2351156.0996000003,60,149,20251120,20260213
002130.SZ,沃尔核材,电气设备,主板,20070420,2347745.7410333334,60,150,20251120,20260213
601212.SH,白银有色,铜,主板,20170215,2346094.5171333333,60,151,20251120,20260213
002916.SZ,深南电路,元器件,主板,20171213,2342414.2256166665,60,152,20251120,20260213
000858.SZ,五粮液,白酒,主板,19980427,2336027.8451333335,60,153,20251120,20260213
300124.SZ,汇川技术,电器仪表,创业板,20100928,2325396.1566,60,154,20251120,20260213
000100.SZ,TCL科技,元器件,主板,20040130,2321034.3423166666,60,155,20251120,20260213
601398.SH,工商银行,银行,主板,20061027,2319722.4379833336,60,156,20251120,20260213
600601.SH,方正科技,元器件,主板,19901219,2314373.1412,60,157,20251120,20260213
300857.SZ,协创数据,IT设备,创业板,20200727,2265626.0434,60,158,20251120,20260213
601869.SH,长飞光纤,通信设备,主板,20180720,2251192.3126333333,60,159,20251120,20260213
000681.SZ,视觉中国,互联网,主板,19970121,2247383.2826166665,60,160,20251120,20260213
300300.SZ,海峡创新,软件服务,创业板,20120319,2244724.556745763,59,161,20251120,20260213
688205.SH,德科立,通信设备,科创板,20220809,2238968.0109833335,60,162,20251120,20260213
002151.SZ,北斗星通,通信设备,主板,20070813,2231991.2023333334,60,163,20251120,20260213
600895.SH,张江高科,园区开发,主板,19960422,2221650.9833333334,60,164,20251120,20260213
603881.SH,数据港,软件服务,主板,20170208,2186001.7320333333,60,165,20251120,20260213
688111.SH,金山办公,软件服务,科创板,20191118,2184642.2248333334,60,166,20251120,20260213
002080.SZ,中材科技,玻璃,主板,20061120,2172697.3526,60,167,20251120,20260213
688195.SH,腾景科技,元器件,科创板,20210326,2143328.27255,60,168,20251120,20260213
002738.SZ,中矿资源,小金属,主板,20141230,2119690.221866667,60,169,20251120,20260213
000338.SZ,潍柴动力,汽车配件,主板,20070430,2118556.0841,60,170,20251120,20260213
601688.SH,华泰证券,证券,主板,20100226,2101732.7761500003,60,171,20251120,20260213
688027.SH,国盾量子,通信设备,科创板,20200709,2094026.5185999998,60,172,20251120,20260213
600010.SH,包钢股份,普钢,主板,20010309,2089504.7541666667,60,173,20251120,20260213
301205.SZ,联特科技,通信设备,创业板,20220913,2086204.1935166668,60,174,20251120,20260213
600693.SH,东百集团,百货,主板,19931122,2080090.3914333333,60,175,20251120,20260213
300065.SZ,海兰信,船舶,创业板,20100326,2076493.3453666668,60,176,20251120,20260213
002185.SZ,华天科技,半导体,主板,20071120,2070641.3073666666,60,177,20251120,20260213
002155.SZ,湖南黄金,黄金,主板,20070816,2053256.7015799999,50,178,20251120,20260213
688387.SH,信科移动-U,通信设备,科创板,20220926,2048007.7408333335,60,179,20251120,20260213
000878.SZ,云南铜业,铜,主板,19980602,2044579.68225,60,180,20251120,20260213
002471.SZ,中超控股,电气设备,主板,20100910,2041704.0125333334,60,181,20251120,20260213
002326.SZ,永太科技,化工原料,主板,20091222,2039761.7399636363,55,182,20251120,20260213
601211.SH,国泰海通,证券,主板,20150626,2026038.0486333333,60,183,20251120,20260213
002361.SZ,神剑股份,化工原料,主板,20100303,2025585.0159333334,60,184,20251120,20260213
000831.SZ,中国稀土,小金属,主板,19980911,2021579.6187166667,60,185,20251120,20260213
002812.SZ,恩捷股份,电气设备,主板,20160914,2013684.49154,50,186,20251120,20260213
688072.SH,拓荆科技,半导体,科创板,20220420,2006952.6150166665,60,187,20251120,20260213
002163.SZ,海南发展,装修装饰,主板,20070823,1992228.3886166667,60,188,20251120,20260213
002865.SZ,钧达股份,电气设备,主板,20170425,1991072.8320166667,60,189,20251120,20260213
002340.SZ,格林美,小金属,主板,20100122,1989212.01835,60,190,20251120,20260213
002261.SZ,拓维信息,软件服务,主板,20080723,1984122.3710166665,60,191,20251120,20260213
300045.SZ,华力创通,IT设备,创业板,20100120,1974032.8147500001,60,192,20251120,20260213
600219.SH,南山铝业,铝,主板,19991223,1971275.0393333333,60,193,20251120,20260213
688122.SH,西部超导,小金属,科创板,20190722,1968991.1808,60,194,20251120,20260213
300053.SZ,航宇微,半导体,创业板,20100211,1965742.7294833332,60,195,20251120,20260213
000807.SZ,云铝股份,铝,主板,19980408,1963607.0715,60,196,20251120,20260213
688048.SH,长光华芯,半导体,科创板,20220401,1955725.3742000002,60,197,20251120,20260213
600021.SH,上海电力,火力发电,主板,20031029,1939234.8863499998,60,198,20251120,20260213
002049.SZ,紫光国微,半导体,主板,20050606,1932714.52212,50,199,20251120,20260213
002851.SZ,麦格米特,电气设备,主板,20170306,1921043.4086,60,200,20251120,20260213
601208.SH,东材科技,化工原料,主板,20110520,1920610.39305,60,201,20251120,20260213
600893.SH,航发动力,航空,主板,19960408,1920304.8743666667,60,202,20251120,20260213
600875.SH,东方电气,电气设备,主板,19951010,1917387.2137333334,60,203,20251120,20260213
603228.SH,景旺电子,元器件,主板,20170106,1909765.9691166666,60,204,20251120,20260213
002555.SZ,三七互娱,互联网,主板,20110302,1908161.94975,60,205,20251120,20260213
300139.SZ,晓程科技,黄金,创业板,20101112,1900769.2003666668,60,206,20251120,20260213
002436.SZ,兴森科技,元器件,主板,20100618,1892083.51945,60,207,20251120,20260213
603501.SH,豪威集团,半导体,主板,20170504,1891020.80625,60,208,20251120,20260213
002938.SZ,鹏鼎控股,元器件,主板,20180918,1890237.24585,60,209,20251120,20260213
002428.SZ,云南锗业,小金属,主板,20100608,1888147.7326333334,60,210,20251120,20260213
688568.SH,中科星图,软件服务,科创板,20200708,1875878.6002166667,60,211,20251120,20260213
600406.SH,国电南瑞,电气设备,主板,20031016,1870710.4691833335,60,212,20251120,20260213
603601.SH,再升科技,玻璃,主板,20150122,1868090.7306666668,60,213,20251120,20260213
000960.SZ,锡业股份,小金属,主板,20000221,1851071.9510333335,60,214,20251120,20260213
600550.SH,保变电气,电气设备,主板,20010228,1850963.49215,60,215,20251120,20260213
002506.SZ,协鑫集成,电气设备,主板,20101118,1842798.3969333332,60,216,20251120,20260213
300251.SZ,光线传媒,影视音像,创业板,20110803,1842180.4136,60,217,20251120,20260213
600330.SH,天通股份,专用机械,主板,20010118,1841771.2426333332,60,218,20251120,20260213
688766.SH,普冉股份,半导体,科创板,20210823,1839644.5479,50,219,20251120,20260213
002115.SZ,三维通信,互联网,主板,20070215,1826482.6491666667,60,220,20251120,20260213
300377.SZ,赢时胜,软件服务,创业板,20140127,1816884.06115,60,221,20251120,20260213
601857.SH,中国石油,石油开采,主板,20071105,1806551.7798333333,60,222,20251120,20260213
300503.SZ,昊志机电,机械基件,创业板,20160309,1805281.5148333334,60,223,20251120,20260213
601166.SH,兴业银行,银行,主板,20070205,1789781.8426166666,60,224,20251120,20260213
002342.SZ,巨力索具,机械基件,主板,20100126,1786490.7441333334,60,225,20251120,20260213
600143.SH,金发科技,塑料,主板,20040623,1770256.2334833334,60,226,20251120,20260213
000066.SZ,中国长城,IT设备,主板,19970626,1766841.2999166667,60,227,20251120,20260213
600392.SH,盛和资源,小金属,主板,20030529,1763170.4190500001,60,228,20251120,20260213
002714.SZ,牧原股份,农业综合,主板,20140128,1762869.1594666666,60,229,20251120,20260213
002625.SZ,光启技术,航空,主板,20111103,1761527.3466666667,60,230,20251120,20260213
601988.SH,中国银行,银行,主板,20060705,1750682.7751833335,60,231,20251120,20260213
601168.SH,西部矿业,铜,主板,20070712,1746414.6638333334,60,232,20251120,20260213
300748.SZ,金力永磁,矿物制品,创业板,20180921,1738449.5760666665,60,233,20251120,20260213
603893.SH,瑞芯微,半导体,主板,20200207,1735018.34715,60,234,20251120,20260213
300008.SZ,天海防务,船舶,创业板,20091030,1720248.48305,60,235,20251120,20260213
688676.SH,金盘科技,电气设备,科创板,20210309,1716647.4017999999,60,236,20251120,20260213
300455.SZ,航天智装,IT设备,创业板,20150515,1698611.38585,60,237,20251120,20260213
601606.SH,长城军工,专用机械,主板,20180806,1693480.8590333334,60,238,20251120,20260213
000070.SZ,特发信息,通信设备,主板,20000511,1671326.43725,60,239,20251120,20260213
002335.SZ,科华数据,电气设备,主板,20100113,1670449.5688833334,60,240,20251120,20260213
688809.SH,强一股份,半导体,科创板,20251230,1668881.9481875,32,241,20251120,20260213
603920.SH,世运电路,元器件,主板,20170426,1668670.7530333332,60,242,20251120,20260213
300189.SZ,神农种业,种植业,创业板,20110316,1668645.5178333332,60,243,20251120,20260213
300409.SZ,道氏技术,电气设备,创业板,20141203,1666894.8971499999,60,244,20251120,20260213
600703.SH,三安光电,半导体,主板,19960528,1663540.57115,60,245,20251120,20260213
000859.SZ,国风新材,塑料,主板,19981119,1659457.1604333334,60,246,20251120,20260213
300520.SZ,科大国创,软件服务,创业板,20160708,1659240.8416833333,60,247,20251120,20260213
300427.SZ,红相股份,电气设备,创业板,20150217,1658813.7898833335,60,248,20251120,20260213
300766.SZ,每日互动,互联网,创业板,20190325,1657741.2487166668,60,249,20251120,20260213
300316.SZ,晶盛机电,专用机械,创业板,20120511,1634045.0111000002,60,250,20251120,20260213
600589.SH,大位科技,软件服务,主板,20010612,1632148.6087833333,60,251,20251120,20260213
300655.SZ,晶瑞电材,半导体,创业板,20170523,1632126.9179833333,60,252,20251120,20260213
002028.SZ,思源电气,电气设备,主板,20040805,1631876.2597833334,60,253,20251120,20260213
600096.SH,云天化,农药化肥,主板,19970709,1631321.9884000001,60,254,20251120,20260213
688777.SH,中控技术,专用机械,科创板,20201124,1626137.8204666667,60,255,20251120,20260213
002353.SZ,杰瑞股份,化工机械,主板,20100205,1622840.6356833333,60,256,20251120,20260213
000572.SZ,海马汽车,汽车整车,主板,19940808,1622455.4229333333,60,257,20251120,20260213
002558.SZ,巨人网络,互联网,主板,20110302,1622086.8390833333,60,258,20251120,20260213
002074.SZ,国轩高科,电气设备,主板,20061018,1621994.5552166665,60,259,20251120,20260213
000969.SZ,安泰科技,小金属,主板,20000529,1620713.3472499999,60,260,20251120,20260213
688333.SH,铂力特,机械基件,科创板,20190722,1617716.5406666666,60,261,20251120,20260213
300339.SZ,润和软件,软件服务,创业板,20120718,1610578.8303666667,60,262,20251120,20260213
601601.SH,中国太保,保险,主板,20071225,1603999.4469833334,60,263,20251120,20260213
688102.SH,斯瑞新材,铜,科创板,20220316,1602619.9880333333,60,264,20251120,20260213
002222.SZ,福晶科技,元器件,主板,20080319,1598843.4138833333,60,265,20251120,20260213
601727.SH,上海电气,电气设备,主板,20081205,1597226.6428833334,60,266,20251120,20260213
300775.SZ,三角防务,航空,创业板,20190521,1596271.4082,60,267,20251120,20260213
600673.SH,东阳光,综合类,主板,19930917,1585100.6965833334,60,268,20251120,20260213
603686.SH,福龙马,环境保护,主板,20150126,1584428.00755,60,269,20251120,20260213
300900.SZ,广联航空,航空,创业板,20201029,1583551.1666,60,270,20251120,20260213
002044.SZ,美年健康,医疗保健,主板,20050518,1580139.2484333334,60,271,20251120,20260213
601399.SH,国机重装,工程机械,主板,20200608,1579889.47095,60,272,20251120,20260213
688183.SH,生益电子,元器件,科创板,20210225,1579597.3107833334,60,273,20251120,20260213
000737.SZ,北方铜业,铜,主板,19970428,1575818.9018333333,60,274,20251120,20260213
002415.SZ,海康威视,IT设备,主板,20100528,1570531.6266500002,60,275,20251120,20260213
688802.SH,沐曦股份-U,半导体,科创板,20251217,1567228.977292683,41,276,20251120,20260213
601336.SH,新华保险,保险,主板,20111216,1566202.8909500001,60,277,20251120,20260213
600438.SH,通威股份,电气设备,主板,20040302,1564016.2657333335,60,278,20251120,20260213
000651.SZ,格力电器,家用电器,主板,19961118,1557724.2351499998,60,279,20251120,20260213
002536.SZ,飞龙股份,汽车配件,主板,20110111,1554428.9697166667,60,280,20251120,20260213
601615.SH,明阳智能,电气设备,主板,20190123,1531262.0906346154,52,281,20251120,20260213
600699.SH,均胜电子,汽车配件,主板,19931206,1526213.3566666667,60,282,20251120,20260213
600372.SH,中航机载,航空,主板,20010706,1517039.8437166666,60,283,20251120,20260213
300760.SZ,迈瑞医疗,医疗保健,创业板,20181016,1510963.0619833332,60,284,20251120,20260213
688629.SH,华丰科技,元器件,科创板,20230627,1506201.4482,60,285,20251120,20260213
301358.SZ,湖南裕能,电气设备,创业板,20230209,1505797.5440666666,60,286,20251120,20260213
300207.SZ,欣旺达,电气设备,创业板,20110421,1496974.5929,60,287,20251120,20260213
001330.SZ,博纳影业,影视音像,主板,20220818,1495181.5749000001,60,288,20251120,20260213
600938.SH,中国海油,石油开采,主板,20220421,1487278.3009833333,60,289,20251120,20260213
603778.SH,国晟科技,电气设备,主板,20151231,1483805.0071578948,57,290,20251120,20260213
300773.SZ,拉卡拉,软件服务,创业板,20190425,1482853.41635,60,291,20251120,20260213
600760.SH,中航沈飞,航空,主板,19961011,1482737.4181666668,60,292,20251120,20260213
688472.SH,阿特斯,电气设备,科创板,20230609,1482306.1623333332,60,293,20251120,20260213
300063.SZ,天龙集团,互联网,创业板,20100326,1479952.19895,60,294,20251120,20260213
002179.SZ,中航光电,元器件,主板,20071101,1476514.3228666666,60,295,20251120,20260213
603516.SH,淳中科技,IT设备,主板,20180202,1474584.6425666667,60,296,20251120,20260213
300624.SZ,万兴科技,软件服务,创业板,20180118,1473274.3682166666,60,297,20251120,20260213
688017.SH,绿的谐波,机械基件,科创板,20200828,1472277.88665,60,298,20251120,20260213
000603.SZ,盛达资源,铅锌,主板,19960823,1469403.5729833334,60,299,20251120,20260213
002703.SZ,浙江世宝,汽车配件,主板,20121102,1468417.4378333332,60,300,20251120,20260213
300085.SZ,银之杰,软件服务,创业板,20100526,1468389.5415333332,60,301,20251120,20260213
002519.SZ,银河电子,通信设备,主板,20101207,1466667.6130000001,60,302,20251120,20260213
300672.SZ,国科微,半导体,创业板,20170712,1466126.68835,60,303,20251120,20260213
002129.SZ,TCL中环,电气设备,主板,20070420,1465955.0438,60,304,20251120,20260213
002317.SZ,众生药业,中成药,主板,20091211,1463919.2677499999,60,305,20251120,20260213
300253.SZ,卫宁健康,软件服务,创业板,20110818,1463189.9640166669,60,306,20251120,20260213
300131.SZ,英唐智控,元器件,创业板,20101019,1462531.5281333332,60,307,20251120,20260213
002549.SZ,凯美特气,环境保护,主板,20110218,1460407.5232666666,60,308,20251120,20260213
301183.SZ,东田微,元器件,创业板,20220524,1450281.1718,60,309,20251120,20260213
002025.SZ,航天电器,元器件,主板,20040726,1450072.3485333333,60,310,20251120,20260213
300438.SZ,鹏辉能源,电气设备,创业板,20150424,1448438.63365,60,311,20251120,20260213
600941.SH,中国移动,电信运营,主板,20220105,1444811.5428666666,60,312,20251120,20260213
600031.SH,三一重工,工程机械,主板,20030703,1444779.6187666666,60,313,20251120,20260213
