split_type,horizon,factor,split_value,ic_days,mean_ic,median_ic,std_ic,icir,positive_ic_rate,mean_group_n,factor_group
liquidity_bucket,3d,stock_rel_industry_ret_5d,liq_q4,2024,-0.019969464618836662,-0.016268603044493915,0.11125020159434497,-2.849481786425673,0.4318181818181818,865.9832015810276,relative_strength
liquidity_bucket,3d,stock_rel_industry_ret_20d,liq_q4,2009,-0.029213790381640202,-0.025328642203585786,0.11156461650339551,-4.156824625540927,0.4066699850671976,867.5669487307118,relative_strength
liquidity_bucket,3d,stock_rel_industry_ret_60d,liq_q4,1969,-0.01992949335894615,-0.018241688026410328,0.11327179212430447,-2.7930245753728657,0.4291518537328593,871.9771457592686,relative_strength
liquidity_bucket,3d,industry_ret_5d,liq_q4,2024,-0.004694724064182995,-0.002420441780743101,0.14639892836026336,-0.5090640684472412,0.4935770750988142,866.0750988142292,industry_strength
liquidity_bucket,3d,industry_ret_20d,liq_q4,2009,-0.005885851812397273,-0.0019093385842428455,0.1533082381659456,-0.6094584479873478,0.49377799900447983,867.9696366351419,industry_strength
liquidity_bucket,3d,industry_ret_60d,liq_q4,1969,-0.008692476803007195,0.0004960854798791725,0.15946524521404923,-0.8653220405644343,0.5027932960893855,873.4926358557643,industry_strength
liquidity_bucket,3d,industry_breadth_20d,liq_q4,2020,-0.0018070679047623374,-0.00010006939384117336,0.14217448535069271,-0.20176836651448032,0.5,866.5777227722772,industry_breadth
liquidity_bucket,3d,industry_breadth_60d,liq_q4,2000,-0.006153644972688738,-0.0023476178198513064,0.15076376842331563,-0.6479413890187451,0.493,869.357,industry_breadth
liquidity_bucket,3d,industry_amount_share,liq_q4,2029,0.0007559271529679447,0.0026595555555948124,0.16206271825562896,0.07404523178043623,0.5071463775258748,865.4440611138492,industry_crowding
liquidity_bucket,3d,industry_amount_share_roll20d,liq_q4,2020,0.0028086746910209767,0.00612492791008783,0.1641673500608819,0.2715907180094041,0.5158415841584159,866.5777227722772,industry_crowding
liquidity_bucket,3d,industry_amount_share_roll60d,liq_q4,2000,0.0039578543100330255,0.007434190327418808,0.16375510937683016,0.3836765131648761,0.5175,869.357,industry_crowding
liquidity_bucket,3d,industry_crowding_score,liq_q4,1969,-0.009825512804203735,-0.004338083849118054,0.13387475997793544,-1.1650828007260725,0.4860335195530726,873.4926358557643,industry_crowding
liquidity_bucket,3d,stock_amount_share_in_industry,liq_q4,2029,-0.0025301439832172085,-0.0033242956775058133,0.1585589944322668,-0.25331133505537134,0.49088220798422866,865.4440611138492,liquidity_crowding
liquidity_bucket,3d,turnover_rate,liq_q4,2029,-0.040228565945027904,-0.040925138990239106,0.18628389161904185,-3.4281476567701104,0.4070970921636274,865.4154756037457,liquidity
liquidity_bucket,3d,log_amount,liq_q4,2029,-0.010453002247919395,-0.010409002957598215,0.048426543160910496,-3.426556090543037,0.4031542631838344,865.4440611138492,liquidity
liquidity_bucket,3d,log_total_mv,liq_q4,2029,0.0325023571040031,0.03561728896766198,0.18458997709375016,2.7951621840311915,0.5756530310497782,865.4154756037457,size
liquidity_bucket,5d,industry_amount_share,liq_q5,2027,0.0018060101732692523,0.007456147805903994,0.16657224339899945,0.1721146459777517,0.5194869264923533,845.4410458806118,industry_crowding
liquidity_bucket,5d,stock_amount_share_in_industry,liq_q5,2027,-0.007778647499409055,-0.007890071986007044,0.14399235949557074,-0.8575607855292018,0.47607301430685744,845.4410458806118,liquidity_crowding
liquidity_bucket,5d,turnover_rate,liq_q5,2027,-0.09052935625211017,-0.09437031411634532,0.20469042290762005,-7.020890169403347,0.3256043413912186,845.4380858411446,liquidity
liquidity_bucket,5d,log_amount,liq_q5,2027,-0.015439567877916121,-0.016069101038477515,0.08986808895083456,-2.7272811138299815,0.42476566354218054,845.4410458806118,liquidity
liquidity_bucket,5d,log_total_mv,liq_q5,2027,0.07372500079393655,0.07861690709885472,0.19692036956804473,5.943255680557549,0.6521953626048347,845.4380858411446,size
liquidity_bucket,5d,stock_ret_1d,liq_q5,2026,-0.018858246930494538,-0.013882497887716533,0.1432491137147881,-2.089823674863754,0.4575518262586377,845.568608094768,price_momentum_reversal
liquidity_bucket,5d,stock_rel_industry_ret_1d,liq_q5,2026,-0.015245979678361724,-0.010877990940428265,0.10032215138577952,-2.4124524942080146,0.44471865745310957,845.568608094768,relative_strength
liquidity_bucket,5d,stock_ret_5d,liq_q5,2022,-0.048505631548620386,-0.04161746718270511,0.1511455194766783,-5.094448265808379,0.38724035608308605,845.9421364985163,price_momentum_reversal
liquidity_bucket,5d,stock_rel_industry_ret_5d,liq_q5,2022,-0.04450174345515035,-0.03940159794745433,0.10936999547946047,-6.459205501927754,0.34817012858555885,845.9421364985163,relative_strength
liquidity_bucket,5d,industry_ret_5d,liq_q5,2022,-0.014837098939759779,-0.012401947719870299,0.16579720570830553,-1.420600804623742,0.4698318496538081,846.0727002967359,industry_strength
liquidity_bucket,5d,industry_breadth_20d,liq_q5,2018,-0.019784727795625807,-0.02169586857751888,0.16027942328625555,-1.9595329867457218,0.44350842418235875,846.6045589692765,industry_breadth
liquidity_bucket,5d,industry_amount_share_roll20d,liq_q5,2018,0.0069021462812661576,0.016026017580815205,0.16903730683132032,0.6481893109327252,0.5317145688800793,846.6045589692765,industry_crowding
liquidity_bucket,5d,stock_ret_20d,liq_q5,2007,-0.0689947863265031,-0.0602247209380669,0.16505527945165285,-6.63570581879278,0.34977578475336324,847.604384653712,price_momentum
liquidity_bucket,5d,stock_rel_industry_ret_20d,liq_q5,2007,-0.061678466600982376,-0.05956211549911677,0.12027840588963558,-8.140408047496303,0.30692575984055803,847.604384653712,relative_strength
liquidity_bucket,5d,industry_ret_20d,liq_q5,2007,-0.02441677283360026,-0.022258115628089662,0.17511752269002925,-2.2133950187547633,0.4504235176880917,848.1081215744892,industry_strength
liquidity_bucket,5d,industry_breadth_60d,liq_q5,1998,-0.022850463272671474,-0.019264810691180086,0.16955174034823517,-2.139405105648617,0.45395395395395394,849.4444444444445,industry_breadth
liquidity_bucket,5d,industry_amount_share_roll60d,liq_q5,1998,0.010909272649122413,0.021896365007393028,0.16992617852367642,1.0191445249322224,0.5425425425425425,849.4444444444445,industry_crowding
liquidity_bucket,5d,stock_ret_60d,liq_q5,1967,-0.060149092309421885,-0.05984064363781197,0.1783877728576413,-5.3525935310822925,0.36908998474834775,851.9562785968479,price_momentum
liquidity_bucket,5d,stock_rel_industry_ret_60d,liq_q5,1967,-0.05239566979507543,-0.05335368789865662,0.13161422036927795,-6.319647451414161,0.35129639044229793,851.9562785968479,relative_strength
liquidity_bucket,5d,industry_ret_60d,liq_q5,1967,-0.022749547160331854,-0.01374041436205295,0.17662167585174954,-2.0446973091602287,0.4702592780884596,853.7269954245044,industry_strength
liquidity_bucket,5d,industry_crowding_score,liq_q5,1967,-0.03243608141894918,-0.033386007584918005,0.16052274817357085,-3.207687605018664,0.42196237925775293,853.7269954245044,industry_crowding
liquidity_bucket,5d,industry_amount_share,liq_q1,2026,-0.008819732030756349,-0.00614929182076006,0.14379467071107166,-0.9736724233889962,0.4817374136229023,794.8988153998025,industry_crowding
liquidity_bucket,5d,stock_amount_share_in_industry,liq_q1,2026,0.009209877890570314,0.003248466658977942,0.14917814591312867,0.9800515895100718,0.5108588351431392,794.8988153998025,liquidity_crowding
liquidity_bucket,5d,turnover_rate,liq_q1,2026,0.008387892830402656,0.010448608043496009,0.1762980588926397,0.7552758751571355,0.5192497532082923,790.2956564659428,liquidity
liquidity_bucket,5d,log_amount,liq_q1,2026,-0.005026132032627985,-0.006984470057209837,0.10823596394337208,-0.7371613794764121,0.47186574531095754,794.8988153998025,liquidity
liquidity_bucket,5d,log_total_mv,liq_q1,2026,-0.02434999125889894,-0.024880391823187145,0.17881087416206534,-2.1617484372651443,0.4491609081934847,790.2956564659428,size
liquidity_bucket,5d,stock_ret_1d,liq_q3,2025,-0.0039638330796547445,-3.789244142743718e-05,0.13772990327323292,-0.4568644710306373,0.4997530864197531,870.9772839506173,price_momentum_reversal
liquidity_bucket,5d,stock_rel_industry_ret_1d,liq_q3,2025,-0.006443588480280556,-0.003701833438535142,0.09391437310492579,-1.0891708333472636,0.4795061728395062,870.9772839506173,relative_strength
liquidity_bucket,5d,industry_amount_share,liq_q3,2026,0.0032183892097041407,0.0017647387732156565,0.16663508520817416,0.3066001662418148,0.5049358341559723,870.8598223099704,industry_crowding
liquidity_bucket,5d,stock_amount_share_in_industry,liq_q3,2026,-0.00511818497280816,-0.0050118021930001845,0.1643595874759354,-0.4943348231776599,0.4901283316880553,870.8598223099704,liquidity_crowding
liquidity_bucket,5d,turnover_rate,liq_q3,2026,-0.021005767691289465,-0.017885691848156592,0.18286388522177566,-1.8235214900442003,0.4624876604146101,870.7709772951629,liquidity
liquidity_bucket,5d,log_amount,liq_q3,2026,-0.014646704904511155,-0.014991097812132141,0.044591008397296544,-5.214262708564713,0.3667324777887463,870.8598223099704,liquidity
liquidity_bucket,5d,log_total_mv,liq_q3,2026,0.005783214964850779,0.0019717238329968285,0.17917478279774549,0.5123806487666579,0.5049358341559723,870.7709772951629,size
liquidity_bucket,5d,stock_ret_1d,liq_q2,2025,-0.0018271408093176822,0.002728620233349163,0.1407879766497505,-0.2060187371160906,0.5111111111111111,868.52,price_momentum_reversal
liquidity_bucket,5d,stock_rel_industry_ret_1d,liq_q2,2025,-0.007205948276946876,-0.003734404349438865,0.09766165773446608,-1.1712977770477155,0.48148148148148145,868.52,relative_strength
liquidity_bucket,5d,industry_amount_share,liq_q2,2026,-0.0006672828195028745,-0.0012741174600176155,0.16406414213953277,-0.06456490875559341,0.49753208292201384,868.4076999012833,industry_crowding
