universe,horizon,factor,decile,days,observations,mean_daily_return,median_daily_return,positive_daily_rate
screened,3d,industry_breadth_60d,5,2000,859733,0.0027608881962806306,0.0033138327181787292,0.557
screened,3d,industry_breadth_60d,6,2000,849095,0.0024608506258914043,0.003058477190846199,0.553
screened,3d,industry_breadth_60d,7,2000,855230,0.002820026707781647,0.0026891336028357646,0.5445
screened,3d,industry_breadth_60d,8,2000,850316,0.0025760034531014356,0.0026365730043860264,0.5525
screened,3d,industry_breadth_60d,9,2000,855267,0.0035531781882914993,0.0047520212078855685,0.576
screened,3d,industry_breadth_60d,10,2000,852400,0.002329905673734233,0.003149602052609861,0.5505
screened,3d,industry_amount_share,1,2029,860309,0.0022898264782053495,0.002668855548914683,0.562838836865451
screened,3d,industry_amount_share,2,2029,861636,0.0021412215571365058,0.0023180233755498146,0.5515032035485461
screened,3d,industry_amount_share,3,2029,860295,0.0018301314676832162,0.002742279613203596,0.5579103006407097
screened,3d,industry_amount_share,4,2029,861490,0.0021356599195049165,0.0027842016638648095,0.5519960571710202
screened,3d,industry_amount_share,5,2029,861678,0.0018739235415935647,0.0023630008277245947,0.5485460818137013
screened,3d,industry_amount_share,6,2029,862360,0.0021519065090683065,0.0030847890542115694,0.5519960571710202
screened,3d,industry_amount_share,7,2029,872864,0.002224851821061911,0.0020768812483090305,0.5421389847215377
screened,3d,industry_amount_share,8,2029,862652,0.0024130810606006812,0.003454847141824249,0.5500246426811237
screened,3d,industry_amount_share,9,2029,836869,0.0029729772754675528,0.0025396868576168003,0.551010349926072
screened,3d,industry_amount_share,10,2029,875158,0.0028437993868925303,0.003889426475492735,0.54361754558896
screened,3d,industry_amount_share_roll20d,1,2020,857994,0.002217509478227629,0.0027785653281168082,0.5618811881188119
screened,3d,industry_amount_share_roll20d,2,2020,857679,0.0021902484529621054,0.0025270082066323214,0.553960396039604
screened,3d,industry_amount_share_roll20d,3,2020,857447,0.0020501976092661156,0.002787346416861591,0.554950495049505
screened,3d,industry_amount_share_roll20d,4,2020,862005,0.0021022600801096593,0.0029563325254230877,0.5534653465346535
screened,3d,industry_amount_share_roll20d,5,2020,860402,0.002119549636969768,0.002323063696470214,0.5445544554455446
screened,3d,industry_amount_share_roll20d,6,2020,857496,0.0018766161721220336,0.0021003585334541074,0.5386138613861386
screened,3d,industry_amount_share_roll20d,7,2020,871672,0.002270650585005673,0.00245895748109007,0.5396039603960396
screened,3d,industry_amount_share_roll20d,8,2020,859264,0.002489663025243603,0.003404418827615891,0.554950495049505
screened,3d,industry_amount_share_roll20d,9,2020,829794,0.003122541214476883,0.0026885870281892037,0.5465346534653466
screened,3d,industry_amount_share_roll20d,10,2020,873730,0.003009740630398309,0.004208689265628053,0.5440594059405941
screened,3d,industry_amount_share_roll60d,1,2000,851663,0.0022995166320296484,0.002766859202514101,0.5625
screened,3d,industry_amount_share_roll60d,2,2000,854177,0.0024036721445145526,0.0029050810057402905,0.5555
screened,3d,industry_amount_share_roll60d,3,2000,850393,0.0022916721378853744,0.0029053675484527622,0.5605
screened,3d,industry_amount_share_roll60d,4,2000,850341,0.0020998471291645217,0.002812223007659753,0.5515
screened,3d,industry_amount_share_roll60d,5,2000,853002,0.002170414363367946,0.0024019871930367753,0.552
screened,3d,industry_amount_share_roll60d,6,2000,853969,0.0021940448128147313,0.002576649321759816,0.544
screened,3d,industry_amount_share_roll60d,7,2000,873641,0.0025784018231632113,0.0026518674472560256,0.549
screened,3d,industry_amount_share_roll60d,8,2000,847471,0.0028310609790515944,0.0029301861534647474,0.542
screened,3d,industry_amount_share_roll60d,9,2000,817839,0.003130371890076695,0.0025310764075521675,0.544
screened,3d,industry_amount_share_roll60d,10,2000,874898,0.003097028012686829,0.004230679203686026,0.5465
screened,3d,industry_crowding_score,1,1968,840423,0.0018734443518466635,0.002010617427588241,0.5320121951219512
screened,3d,industry_crowding_score,2,1967,846395,0.002136996508170364,0.0023269873765341615,0.5414336553126589
screened,3d,industry_crowding_score,3,1969,840057,0.0022820869011157627,0.002636071792631936,0.5520568816658202
screened,3d,industry_crowding_score,4,1969,846114,0.002070226275014011,0.0020652236992000097,0.537328593194515
screened,3d,industry_crowding_score,5,1969,841521,0.0022059403481445566,0.002448753890286034,0.5398679532757745
screened,3d,industry_crowding_score,6,1969,842737,0.0025351242978943786,0.002383011800864137,0.542915185373286
screened,3d,industry_crowding_score,7,1969,842993,0.002139200410805816,0.0023164251496892796,0.5418994413407822
screened,3d,industry_crowding_score,8,1968,838741,0.0027253229019332864,0.0030241204327763494,0.5614837398373984
screened,3d,industry_crowding_score,9,1969,847763,0.002624950792605896,0.0033344447937151494,0.5540883697308279
screened,3d,industry_crowding_score,10,1968,845750,0.0024383961379920403,0.003108884355226282,0.5401422764227642
screened,3d,stock_amount_share_in_industry,1,2029,860614,0.003464534614316254,0.003908076176931581,0.5766387382947264
screened,3d,stock_amount_share_in_industry,2,2029,861632,0.0030338339062861153,0.0035598950690359575,0.5633316904879251
screened,3d,stock_amount_share_in_industry,3,2029,861426,0.0027180624600060778,0.0033893180567008247,0.5569245933957615
screened,3d,stock_amount_share_in_industry,4,2029,861620,0.0026580048098672955,0.0033592589790694396,0.5574174470182356
screened,3d,stock_amount_share_in_industry,5,2029,861857,0.0023676491399049096,0.003182738776802316,0.5549531789058649
screened,3d,stock_amount_share_in_industry,6,2029,861226,0.002150666365508424,0.0028280732326574705,0.5579103006407097
screened,3d,stock_amount_share_in_industry,7,2029,861424,0.0020116140182742737,0.002419777948388823,0.5515032035485461
screened,3d,stock_amount_share_in_industry,8,2029,861622,0.0017754095405737305,0.0021549987109151705,0.5416461310990636
screened,3d,stock_amount_share_in_industry,9,2029,861436,0.001603342452940028,0.001691789235139965,0.54361754558896
screened,3d,stock_amount_share_in_industry,10,2029,862454,0.0011236381461285346,0.001782393638860192,0.5357318876293741
screened,3d,turnover_rate,1,2029,859608,0.0014468602105769503,0.0017491439636290649,0.5465746673238048
screened,3d,turnover_rate,2,2029,860599,0.0018038921266566588,0.0023522527072712706,0.5490389354361754
screened,3d,turnover_rate,3,2029,860474,0.002063514357332378,0.00290303849266545,0.5519960571710202
screened,3d,turnover_rate,4,2029,860612,0.0023020028597295367,0.0031824961395739036,0.5623459832429768
screened,3d,turnover_rate,5,2029,860872,0.00247171669079214,0.0029455564473436086,0.5677673730901922
screened,3d,turnover_rate,6,2029,860195,0.0025678432216693463,0.0032188941004966044,0.5618531296205027
screened,3d,turnover_rate,7,2029,860437,0.0027302186719798697,0.003438616135119106,0.5574174470182356
screened,3d,turnover_rate,8,2029,860611,0.002740745763903457,0.003051803828020181,0.5549531789058649
screened,3d,turnover_rate,9,2029,860462,0.002909696146430815,0.0037625806062199173,0.5569245933957615
screened,3d,turnover_rate,10,2029,861450,0.0017992909652126215,0.002773427091244071,0.5377033021192705
screened,3d,log_amount,1,2029,860614,0.0030899526471501464,0.003997477839400085,0.5791030064070971
screened,3d,log_amount,2,2029,861631,0.003050150872545911,0.003908462495994265,0.5810744208969936
screened,3d,log_amount,3,2029,861427,0.002851131250378743,0.0038992752462903416,0.5692459339576146
screened,3d,log_amount,4,2029,861620,0.0027744782318642014,0.0033574728051244222,0.562838836865451
screened,3d,log_amount,5,2029,861857,0.0025705689320800044,0.0030622084857600124,0.5579103006407097
screened,3d,log_amount,6,2029,861226,0.0022855915727451343,0.002974420022684157,0.5539674716609168
screened,3d,log_amount,7,2029,861424,0.0020120584042640994,0.0030086091149292417,0.5500246426811237
screened,3d,log_amount,8,2029,861622,0.0018251257806172656,0.003042342632076568,0.5475603745687531
screened,3d,log_amount,9,2029,861436,0.0013934497802420833,0.0015481341322359165,0.5322819122720552
screened,3d,log_amount,10,2029,862454,0.0010537102749728887,0.001681089724955509,0.5214391325776244
screened,3d,log_total_mv,1,2029,859605,0.0045917404605248895,0.004978057520488225,0.5845243962543125
screened,3d,log_total_mv,2,2029,860650,0.0034084312418831645,0.004755621449425165,0.5830458353868901
screened,3d,log_total_mv,3,2029,860422,0.002885449021625149,0.00386843108937021,0.5662888122227698
screened,3d,log_total_mv,4,2029,860616,0.00251243874304669,0.003474753101043696,0.5598817151306063
screened,3d,log_total_mv,5,2029,860865,0.0020231101258285436,0.0026215006334598095,0.5549531789058649
screened,3d,log_total_mv,6,2029,860222,0.0017468382691360632,0.0026269546419783497,0.5495317890586496
screened,3d,log_total_mv,7,2029,860421,0.0016156641379759527,0.002071486365155081,0.5391818629866929
screened,3d,log_total_mv,8,2029,860619,0.0014900265492437822,0.0022105292971230455,0.5426318383440119
screened,3d,log_total_mv,9,2029,860451,0.001338439395037121,0.0019936036164269018,0.5322819122720552
screened,3d,log_total_mv,10,2029,861449,0.00122817487535283,0.0016493786260876702,0.5322819122720552
screened,5d,stock_ret_1d,1,2026,858919,0.0027830060042606875,0.002447685772979615,0.5231984205330701
screened,5d,stock_ret_1d,2,2026,859954,0.003555904562550234,0.0026336545757445788,0.5360315893385982
screened,5d,stock_ret_1d,3,2026,859426,0.003598791257773215,0.0036107179068773938,0.5493583415597236
screened,5d,stock_ret_1d,4,2026,859900,0.003709102476763973,0.003573666392111742,0.5557749259624877
screened,5d,stock_ret_1d,5,2026,860022,0.0037767749179031767,0.003748600394987234,0.5582428430404739
screened,5d,stock_ret_1d,6,2026,858979,0.0038048943212599423,0.004087894735738076,0.5597235932872655
screened,5d,stock_ret_1d,7,2026,861130,0.0038746026625211803,0.004522073660563326,0.558736426456071
screened,5d,stock_ret_1d,8,2026,859126,0.0037725990476868967,0.004117362028258138,0.562685093780849
screened,5d,stock_ret_1d,9,2026,859800,0.003232504536194984,0.0038591477098580025,0.5518262586377097
screened,5d,stock_ret_1d,10,2026,860659,0.0013877842531733974,0.0016479843033755433,0.5246791707798618
screened,5d,stock_ret_5d,1,2022,857553,0.0034713449226506793,0.0027368921765639946,0.5276953511374877
screened,5d,stock_ret_5d,2,2022,858703,0.003671936283870115,0.003234874850398221,0.5415430267062314
screened,5d,stock_ret_5d,3,2022,858285,0.0037054080559176285,0.0033939362774786245,0.5415430267062314
screened,5d,stock_ret_5d,4,2022,858819,0.003795003496130904,0.004034320387242593,0.5539070227497527
screened,5d,stock_ret_5d,5,2022,858601,0.0038150441467267046,0.004721902420164454,0.5544015825914935
screened,5d,stock_ret_5d,6,2022,858259,0.003867487657168087,0.004641233350885626,0.5608308605341247
screened,5d,stock_ret_5d,7,2022,858333,0.0038860492341800178,0.004964920970850379,0.5628090999010881
screened,5d,stock_ret_5d,8,2022,858597,0.0037766845310971096,0.004440665705119735,0.5657764589515332
screened,5d,stock_ret_5d,9,2022,858426,0.0033009124219626567,0.0039268682310101225,0.5588526211671613
screened,5d,stock_ret_5d,10,2022,859416,0.0004980520621350172,0.0015025402115710234,0.5212660731948566
screened,5d,stock_ret_20d,1,2007,852717,0.004216631358418308,0.003181411432370273,0.5401096163428002
screened,5d,stock_ret_20d,2,2007,853743,0.0036251014343318343,0.0029030103566278945,0.5406078724464375
screened,5d,stock_ret_20d,3,2007,853499,0.0037610037931676368,0.0036869854305422787,0.5530642750373692
screened,5d,stock_ret_20d,4,2007,853713,0.003863690763438708,0.004242738363027148,0.5575485799701047
screened,5d,stock_ret_20d,5,2007,853950,0.004055057987657277,0.0047887367914185176,0.5640259093173892
screened,5d,stock_ret_20d,6,2007,853319,0.004158816162866946,0.005170698832224299,0.5700049825610364
screened,5d,stock_ret_20d,7,2007,853520,0.004118110747237767,0.004556290416337211,0.5685102142501246
screened,5d,stock_ret_20d,8,2007,853702,0.003936364394369343,0.004920894346398796,0.5700049825610364
screened,5d,stock_ret_20d,9,2007,853536,0.0031644130848747136,0.0038738682396441196,0.5535625311410065
screened,5d,stock_ret_20d,10,2007,854531,0.0006445381898594425,0.0012867276073280287,0.5201793721973094
screened,5d,stock_ret_60d,1,1967,839727,0.0044755331561502935,0.00214528425757134,0.5287239450940519
screened,5d,stock_ret_60d,2,1967,840721,0.003894823411216539,0.0033976997096841297,0.5388917132689375
screened,5d,stock_ret_60d,3,1967,840506,0.0038038091489235367,0.0038658478430273055,0.5521098118962887
screened,5d,stock_ret_60d,4,1967,840722,0.003594290362759691,0.004658907066934557,0.5592272496187087
screened,5d,stock_ret_60d,5,1967,840932,0.0036797087171115106,0.004457383330486714,0.5592272496187087
screened,5d,stock_ret_60d,6,1967,840282,0.0037453804564312083,0.004622253336857899,0.5678698525673614
screened,5d,stock_ret_60d,7,1967,840525,0.0037998050700157296,0.004020943313932891,0.5643111337061515
screened,5d,stock_ret_60d,8,1967,840728,0.003356608052460973,0.004217496789939028,0.5643111337061515
screened,5d,stock_ret_60d,9,1967,840517,0.0031445904685129438,0.004096788915589537,0.5627859684799187
screened,5d,stock_ret_60d,10,1967,841507,0.0012076927220226158,0.0014832313499535097,0.5185561769191662
screened,5d,stock_rel_industry_ret_1d,1,2026,858874,0.003072840255328831,0.002594121471199401,0.5315893385982231
screened,5d,stock_rel_industry_ret_1d,2,2026,859888,0.0036937651250592016,0.003419241236151337,0.5463968410661402
screened,5d,stock_rel_industry_ret_1d,3,2026,859685,0.003885581214826353,0.004186927028000673,0.554294175715696
screened,5d,stock_rel_industry_ret_1d,4,2026,859912,0.003865683704690436,0.0038783531837012462,0.5567620927936822
screened,5d,stock_rel_industry_ret_1d,5,2026,860070,0.0037967791906565146,0.004189151084691228,0.5552813425468904
screened,5d,stock_rel_industry_ret_1d,6,2026,859465,0.0037070832943619735,0.00399024195647984,0.5646594274432379
screened,5d,stock_rel_industry_ret_1d,7,2026,859705,0.003594442681454652,0.0038413582953172537,0.5567620927936822
screened,5d,stock_rel_industry_ret_1d,8,2026,859910,0.0034669129602837453,0.00411004511000093,0.5602171767028628
screened,5d,stock_rel_industry_ret_1d,9,2026,859699,0.0030884387139920202,0.0037047356750256125,0.5513326752221125
screened,5d,stock_rel_industry_ret_1d,10,2026,860707,0.0013314547037129225,0.0018605701389494901,0.5286278381046396
