universe,split_type,horizon,factor,split_value,ic_days,mean_ic,median_ic,std_ic,icir,positive_ic_rate,mean_group_n
screened,trend_regime,5d,industry_breadth_20d,weak,284,-0.019585827486650303,-0.017002887982644405,0.12890292482079124,-2.4120117750531516,0.4471830985915493,4123.18661971831
screened,trend_regime,5d,industry_breadth_60d,weak,284,-0.02197048691188319,-0.01841281712800389,0.12281769348083461,-2.8397428532191014,0.44014084507042256,4123.18661971831
screened,trend_regime,5d,industry_amount_share,weak,284,-0.012702167736723757,-0.005071033861659954,0.14226703621876507,-1.417339300909671,0.4859154929577465,4123.18661971831
screened,trend_regime,5d,industry_amount_share_roll20d,weak,284,-0.012604306178778715,-0.003907591571371757,0.1464995497739822,-1.365786842990794,0.4788732394366197,4123.18661971831
screened,trend_regime,5d,industry_amount_share_roll60d,weak,284,-0.007998740623705997,0.0017355180849575498,0.1474359475610375,-0.8612287101803799,0.5070422535211268,4123.18661971831
screened,trend_regime,5d,industry_crowding_score,weak,284,-0.0386551939582771,-0.028114601320588507,0.11420984648504393,-5.372848309079576,0.3732394366197183,4123.18661971831
screened,trend_regime,5d,stock_amount_share_in_industry,weak,284,-0.040585561099542235,-0.052338845492911734,0.13755386015301196,-4.683807551600202,0.3415492957746479,4123.18661971831
screened,trend_regime,5d,turnover_rate,weak,284,-0.04817760580643711,-0.04100470835344182,0.191770844205014,-3.988071208261427,0.397887323943662,4121.37676056338
screened,trend_regime,5d,log_amount,weak,284,-0.06706334328208045,-0.08554032005231019,0.1546949511997077,-6.881915422716434,0.29577464788732394,4123.18661971831
screened,trend_regime,5d,log_total_mv,weak,284,-0.039449859630245325,-0.047542182234152415,0.22002299605958098,-2.846280244536938,0.4084507042253521,4121.37676056338
screened,trend_regime,5d,stock_ret_1d,strong,556,-0.017758718602115135,-0.02109167125146348,0.12674847148669086,-2.224176077546161,0.43884892086330934,4293.212230215828
screened,trend_regime,5d,stock_ret_5d,strong,556,-0.03251369276021299,-0.025456900206583033,0.13181288210169714,-3.9156936959249093,0.4244604316546763,4293.161870503597
screened,trend_regime,5d,stock_ret_20d,strong,556,-0.04686470084781597,-0.04402058296997604,0.1367786130143405,-5.439111026711128,0.37589928057553956,4292.807553956834
screened,trend_regime,5d,stock_ret_60d,strong,556,-0.06536174510275869,-0.06963542818996302,0.1501487842774209,-6.910382536814123,0.33992805755395683,4290.714028776978
screened,trend_regime,5d,stock_rel_industry_ret_1d,strong,556,-0.015283763910394836,-0.008804479674476662,0.07712000079720395,-3.146035113012724,0.42985611510791366,4293.212230215828
screened,trend_regime,5d,stock_rel_industry_ret_5d,strong,556,-0.027075032851519944,-0.021052658335810725,0.0864180595739624,-4.973530117466943,0.37410071942446044,4293.161870503597
screened,trend_regime,5d,stock_rel_industry_ret_20d,strong,556,-0.03934171072851196,-0.03818474654876418,0.08381510436677986,-7.451285793356825,0.3129496402877698,4292.807553956834
screened,trend_regime,5d,stock_rel_industry_ret_60d,strong,556,-0.045855361617567196,-0.04948384030746511,0.08808324073787233,-8.264129391882538,0.3057553956834532,4290.714028776978
screened,trend_regime,5d,industry_ret_5d,strong,556,-0.01544948732659779,-0.012292894371279317,0.1323543334343358,-1.8530032355865949,0.4712230215827338,4293.212230215828
screened,trend_regime,5d,industry_ret_20d,strong,556,-0.020348214825744296,-0.01346683302768326,0.1476271929686578,-2.188065015818598,0.43884892086330934,4293.212230215828
screened,trend_regime,5d,industry_ret_60d,strong,556,-0.04066946568624194,-0.02534614275996757,0.15703390662119404,-4.111263400683249,0.4262589928057554,4293.212230215828
screened,trend_regime,5d,industry_breadth_20d,strong,556,-0.014205705199334727,-0.016530452145701494,0.13501302226468934,-1.6702728014807207,0.4550359712230216,4293.212230215828
screened,trend_regime,5d,industry_breadth_60d,strong,556,-0.027598936059392776,-0.021291369573725995,0.15254670820638913,-2.8720352784407552,0.46402877697841727,4293.212230215828
screened,trend_regime,5d,industry_amount_share,strong,556,-0.025167849795581534,-0.02375316026464632,0.15883621527615838,-2.515340905506888,0.4568345323741007,4293.212230215828
screened,trend_regime,5d,industry_amount_share_roll20d,strong,556,-0.022206122353339377,-0.015801756162056355,0.15929277801564842,-2.2129770625597387,0.46223021582733814,4293.212230215828
screened,trend_regime,5d,industry_amount_share_roll60d,strong,556,-0.020124702782444184,-0.016857484914806303,0.1560756375592284,-2.0468905821857524,0.4676258992805755,4293.212230215828
screened,trend_regime,5d,industry_crowding_score,strong,556,-0.03087598061659254,-0.024023221752243668,0.12212430805860325,-4.013459768757304,0.40467625899280574,4293.212230215828
screened,trend_regime,5d,stock_amount_share_in_industry,strong,556,-0.0351234309870856,-0.030936997846102238,0.10866328412305667,-5.131146053597907,0.36510791366906475,4293.212230215828
screened,trend_regime,5d,turnover_rate,strong,556,-0.07766005067545567,-0.08511436238588568,0.1661678515268489,-7.41909505372874,0.3255395683453237,4286.035971223022
screened,trend_regime,5d,log_amount,strong,556,-0.07935142770904575,-0.07975063095514577,0.14028310489014817,-8.979448126435027,0.2751798561151079,4293.212230215828
screened,trend_regime,5d,log_total_mv,strong,556,-0.027308712281934693,-0.04070005500575043,0.1655443723248201,-2.6187079744992925,0.39568345323741005,4286.035971223022
screened,trend_regime,10d,industry_amount_share,insufficient_history,60,0.021814887924243388,0.05168849846688242,0.10395219212707352,3.3313449468620977,0.5833333333333334,3009.733333333333
screened,trend_regime,10d,stock_amount_share_in_industry,insufficient_history,60,-0.06114050240297815,-0.09280348071069357,0.1493190247038487,-6.500011557642773,0.38333333333333336,3009.733333333333
screened,trend_regime,10d,turnover_rate,insufficient_history,60,0.024330650835440046,0.050543874206463335,0.1905563850274878,2.0268914527624298,0.55,3009.733333333333
screened,trend_regime,10d,log_amount,insufficient_history,60,-0.0502686479934605,-0.03895578105399955,0.11780500323363903,-6.77382136667172,0.35,3009.733333333333
screened,trend_regime,10d,log_total_mv,insufficient_history,60,-0.04923748317003071,-0.11559042793729349,0.23863918531513867,-3.275324682623247,0.4166666666666667,3009.733333333333
screened,trend_regime,10d,stock_ret_1d,insufficient_history,59,0.017013326432797942,0.006871627687947952,0.15134077495836742,1.7845698514836223,0.5254237288135594,3008.830508474576
screened,trend_regime,10d,stock_rel_industry_ret_1d,insufficient_history,59,0.0008759531743470803,0.00602463864547077,0.09395993070542949,0.14799207973400882,0.5932203389830508,3008.830508474576
screened,trend_regime,10d,stock_ret_5d,insufficient_history,55,-0.004873775482186844,0.0344348571895155,0.14436564179769215,-0.5359224415696022,0.6181818181818182,2998.4
screened,trend_regime,10d,stock_rel_industry_ret_5d,insufficient_history,55,-0.03325236527488421,-0.009921831670132372,0.10351049682273067,-5.099627094208126,0.4909090909090909,2998.4
screened,trend_regime,10d,industry_ret_5d,insufficient_history,55,0.03704225193946622,0.04594904391190777,0.14299984065255686,4.112085140223908,0.6181818181818182,3005.2909090909093
screened,trend_regime,10d,industry_breadth_20d,insufficient_history,51,0.0423697378538718,0.041634293457416156,0.14525424430665163,4.6304928304753545,0.5686274509803921,3000.6470588235293
screened,trend_regime,10d,industry_amount_share_roll20d,insufficient_history,51,0.031130891345786716,0.04534779612913359,0.09217540190827857,5.361382422265984,0.6862745098039216,3000.6470588235293
