experiment_id,total_trades,unique_stocks,unique_industries,top_industry,top_industry_trade_count,top_industry_trade_share,top_stock,top_stock_trade_count,top_stock_trade_share,stock_hhi,industry_hhi,avg_v7_top10_overlap_ratio
U0_static_top3000_v7,580,396,76,软件服务,50,0.08620689655172414,001270.SZ,9,0.015517241379310345,0.0037574316290130785,0.03491082045184305,1.0
U1_internal_roll_top3000_60d,580,396,76,软件服务,50,0.08620689655172414,001270.SZ,9,0.015517241379310345,0.0037574316290130785,0.03491082045184305,1.0
U2_internal_roll_top2500_60d,580,424,74,软件服务,54,0.09310344827586207,001270.SZ,9,0.015517241379310345,0.003317479191438763,0.03815695600475625,0.556896551724138
U3_internal_roll_top2000_60d,580,439,79,电气设备,64,0.1103448275862069,001270.SZ,9,0.015517241379310345,0.0031212841854934593,0.04009512485136743,0.32931034482758625
