experiment_id,group_type,scenario_id,cost_case,capital,participation_cap,slippage_bp,avg_fill_ratio,partial_fill_count,zero_fill_count,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing
U1_internal_roll_top3000_60d,U,capacity_500000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,15,0.8283795485436911,244,1,335,244,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,20,0.8283795485436911,244,1,335,244,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,5,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,10,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,15,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,20,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,5,0.9791960792244085,36,1,543,36,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,10,0.9791960792244085,36,1,543,36,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,15,0.9791960792244085,36,1,543,36,1,0,0
U1_internal_roll_top3000_60d,U,capacity_500000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,20,0.9791960792244085,36,1,543,36,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,5,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,10,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,15,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,20,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,5,0.6292453638518128,385,1,194,385,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,10,0.6292453638518128,385,1,194,385,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,15,0.6292453638518128,385,1,194,385,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,20,0.6292453638518128,385,1,194,385,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,5,0.7792773490719225,294,1,285,294,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,10,0.7792773490719225,294,1,285,294,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,15,0.7792773490719225,294,1,285,294,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,20,0.7792773490719225,294,1,285,294,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,5,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,10,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,15,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_1000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,20,0.9230832982520665,114,1,465,114,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,5,0.1288795986143042,563,1,16,563,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,10,0.1288795986143042,563,1,16,563,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,15,0.1288795986143042,563,1,16,563,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,20,0.1288795986143042,563,1,16,563,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,5,0.27258613978617613,512,1,67,512,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,10,0.27258613978617613,512,1,67,512,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,15,0.27258613978617613,512,1,67,512,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,20,0.27258613978617613,512,1,67,512,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,5,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,10,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,15,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,20,0.3611912367787948,482,1,97,482,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,5,0.517804037267043,425,1,154,425,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,10,0.517804037267043,425,1,154,425,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,15,0.517804037267043,425,1,154,425,1,0,0
U1_internal_roll_top3000_60d,U,capacity_5000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,20,0.517804037267043,425,1,154,425,1,0,0
U2_internal_roll_top2500_60d,U,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0
U2_internal_roll_top2500_60d,U,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0
U2_internal_roll_top2500_60d,U,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0
U2_internal_roll_top2500_60d,U,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,1.0,0,0,580,0,0,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.01,10,0.9,0,58,522,0,58,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.01,10,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.03,10,0.9862068965517241,0,8,572,0,8,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.03,10,0.9953297885755252,7,1,572,7,1,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.05,10,0.9948275862068966,0,3,577,0,3,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.05,10,0.9971603448275863,2,1,577,2,1,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,0.996551724137931,0,2,578,0,2,0,0
U2_internal_roll_top2500_60d,U,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,5,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,10,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,15,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,20,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,5,0.9953297885755252,7,1,572,7,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,10,0.9953297885755252,7,1,572,7,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,15,0.9953297885755252,7,1,572,7,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,20,0.9953297885755252,7,1,572,7,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,5,0.9971603448275863,2,1,577,2,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,10,0.9971603448275863,2,1,577,2,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,15,0.9971603448275863,2,1,577,2,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,20,0.9971603448275863,2,1,577,2,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,5,0.9979979310344828,1,1,578,1,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,15,0.9979979310344828,1,1,578,1,1,0,0
U2_internal_roll_top2500_60d,U,capacity_100000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,20,0.9979979310344828,1,1,578,1,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,5,0.7801856698895783,276,1,303,276,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,10,0.7801856698895783,276,1,303,276,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,15,0.7801856698895783,276,1,303,276,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,20,0.7801856698895783,276,1,303,276,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,5,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,10,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,15,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,20,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,5,0.980766526289274,33,1,546,33,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,10,0.980766526289274,33,1,546,33,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,15,0.980766526289274,33,1,546,33,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,20,0.980766526289274,33,1,546,33,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,5,0.995950168846178,3,1,576,3,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,10,0.995950168846178,3,1,576,3,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,15,0.995950168846178,3,1,576,3,1,0,0
U2_internal_roll_top2500_60d,U,capacity_300000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,20,0.995950168846178,3,1,576,3,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,5,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,10,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,15,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,20,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,5,0.9015542630352242,150,1,429,150,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,10,0.9015542630352242,150,1,429,150,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,15,0.9015542630352242,150,1,429,150,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,20,0.9015542630352242,150,1,429,150,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,5,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,10,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,15,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,20,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,5,0.9872455038862227,23,1,556,23,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,10,0.9872455038862227,23,1,556,23,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,15,0.9872455038862227,23,1,556,23,1,0,0
U2_internal_roll_top2500_60d,U,capacity_500000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,20,0.9872455038862227,23,1,556,23,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,5,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,10,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,15,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,20,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,5,0.753122106443417,291,1,288,291,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,10,0.753122106443417,291,1,288,291,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,15,0.753122106443417,291,1,288,291,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,20,0.753122106443417,291,1,288,291,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,5,0.8691173403891572,189,1,390,189,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,10,0.8691173403891572,189,1,390,189,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,15,0.8691173403891572,189,1,390,189,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,20,0.8691173403891572,189,1,390,189,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,5,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,10,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,15,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_1000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,20,0.9580328955933134,57,1,522,57,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,5,0.17845888812347344,553,1,26,553,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,10,0.17845888812347344,553,1,26,553,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,15,0.17845888812347344,553,1,26,553,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,20,0.17845888812347344,553,1,26,553,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,5,0.371988166555524,484,1,95,484,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,10,0.371988166555524,484,1,95,484,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,15,0.371988166555524,484,1,95,484,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,20,0.371988166555524,484,1,95,484,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,5,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,10,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,15,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,20,0.48407863307627286,434,1,145,434,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,5,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,10,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,15,0.6521001794876365,343,1,236,343,1,0,0
U2_internal_roll_top2500_60d,U,capacity_5000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,20,0.6521001794876365,343,1,236,343,1,0,0
U3_internal_roll_top2000_60d,U,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0
U3_internal_roll_top2000_60d,U,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0
U3_internal_roll_top2000_60d,U,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0
U3_internal_roll_top2000_60d,U,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,1.0,0,0,580,0,0,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.01,10,0.9482758620689655,0,30,550,0,30,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.01,10,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.03,10,0.9948275862068966,0,3,577,0,3,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.03,10,0.9962272413793103,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.05,10,0.9948275862068966,0,3,577,0,3,0,0
