experiment_id,group_type,scenario_id,cost_case,capital,participation_cap,slippage_bp,avg_fill_ratio,partial_fill_count,zero_fill_count,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,filter_id,ref_method,filter_capital
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.01,10,0.803448275862069,0,114,466,0,114,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.01,10,0.9250840287094763,113,1,466,113,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.03,10,0.9758620689655172,0,14,566,0,14,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.03,10,0.9922384050455041,13,1,566,13,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.05,10,0.993103448275862,0,4,576,0,4,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.05,10,0.996868275862069,3,1,576,3,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,0.996551724137931,0,2,578,0,2,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_A_tail_capital_100000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.01,10,0.803448275862069,0,114,466,0,114,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.01,10,0.9250840287094763,113,1,466,113,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.03,10,0.9758620689655172,0,14,566,0,14,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.03,10,0.9922384050455041,13,1,566,13,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.05,10,0.993103448275862,0,4,576,0,4,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.05,10,0.996868275862069,3,1,576,3,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,0.996551724137931,0,2,578,0,2,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_100000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,100000
F0_no_capacity_filter_none_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6604418258269924,366,1,213,366,1,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8017241379310345,0,115,465,0,115,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9230832982520665,114,1,465,114,1,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9086206896551724,0,53,527,0,53,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9692272934766203,52,1,527,52,1,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9793103448275862,0,12,568,0,12,0,0,F0_no_capacity_filter,none,300000
F0_no_capacity_filter_none_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9928247825860953,11,1,568,11,1,0,0,F0_no_capacity_filter,none,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6604418258269924,366,1,213,366,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8017241379310345,0,115,465,0,115,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9230832982520665,114,1,465,114,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9086206896551724,0,53,527,0,53,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9692272934766203,52,1,527,52,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9793103448275862,0,12,568,0,12,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9928247825860953,11,1,568,11,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6604418258269924,366,1,213,366,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8017241379310345,0,115,465,0,115,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9230832982520665,114,1,465,114,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9086206896551724,0,53,527,0,53,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9692272934766203,52,1,527,52,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9793103448275862,0,12,568,0,12,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9928247825860953,11,1,568,11,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6604418258269924,366,1,213,366,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8017241379310345,0,115,465,0,115,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9230832982520665,114,1,465,114,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9086206896551724,0,53,527,0,53,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9692272934766203,52,1,527,52,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9793103448275862,0,12,568,0,12,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9928247825860953,11,1,568,11,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6604418258269924,366,1,213,366,1,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8017241379310345,0,115,465,0,115,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9230832982520665,114,1,465,114,1,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9086206896551724,0,53,527,0,53,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9692272934766203,52,1,527,52,1,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9793103448275862,0,12,568,0,12,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9928247825860953,11,1,568,11,1,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6612458039752731,366,1,213,366,1,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.803448275862069,0,114,466,0,114,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9250840287094763,113,1,466,113,1,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9120689655172414,0,51,529,0,51,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
