experiment_id,group_type,scenario_id,cost_case,capital,participation_cap,slippage_bp,avg_fill_ratio,partial_fill_count,zero_fill_count,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,filter_id,ref_method,filter_capital
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9710370549708731,50,1,529,50,1,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9810344827586207,0,11,569,0,11,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9937655009768999,10,1,569,10,1,0,0,F3_order_lte_3pct_ref_amount,A_tail,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.36724137931034484,0,367,213,0,367,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6612458039752731,366,1,213,366,1,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.803448275862069,0,114,466,0,114,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9250840287094763,113,1,466,113,1,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9120689655172414,0,51,529,0,51,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9710370549708731,50,1,529,50,1,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9810344827586207,0,11,569,0,11,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F3_order_lte_3pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9937655009768999,10,1,569,10,1,0,0,F3_order_lte_3pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.3741379310344828,0,363,217,0,363,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6693417656086318,362,1,217,362,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8137931034482758,0,108,472,0,108,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9289347432691156,107,1,472,107,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9172413793103448,0,48,532,0,48,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9715265979955201,47,1,532,47,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9810344827586207,0,11,569,0,11,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_A_tail_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9937655009768998,10,1,569,10,1,0,0,F4_order_lte_1pct_ref_amount,A_tail,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,300000.0,,10,1.0,0,0,580,0,0,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.01,10,0.3741379310344828,0,363,217,0,363,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.01,10,0.6693417656086318,362,1,217,362,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.03,10,0.8137931034482758,0,108,472,0,108,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.03,10,0.9289347432691156,107,1,472,107,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.05,10,0.9172413793103448,0,48,532,0,48,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.05,10,0.9715265979955201,47,1,532,47,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,300000.0,0.1,10,0.9810344827586207,0,11,569,0,11,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F4_order_lte_1pct_ref_amount_B_tail_and_past20_exit_proxy_capital_300000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,300000.0,0.1,10,0.9937655009768998,10,1,569,10,1,0,0,F4_order_lte_1pct_ref_amount,B_tail_and_past20_exit_proxy,300000
F0_no_capacity_filter_none_capital_500000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,1.0,0,0,580,0,0,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,0.2655172413793103,0,426,154,0,426,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,0.517804037267043,425,1,154,425,1,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,0.5775862068965517,0,245,335,0,245,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,0.8283795485436911,244,1,335,244,1,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,0.8017241379310345,0,115,465,0,115,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,0.9230832982520665,114,1,465,114,1,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,0.9362068965517242,0,37,543,0,37,0,0,F0_no_capacity_filter,none,500000
F0_no_capacity_filter_none_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,0.9791960792244085,36,1,543,36,1,0,0,F0_no_capacity_filter,none,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,0.2655172413793103,0,426,154,0,426,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,0.517804037267043,425,1,154,425,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,0.5775862068965517,0,245,335,0,245,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,0.8283795485436911,244,1,335,244,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,0.8017241379310345,0,115,465,0,115,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,0.9230832982520665,114,1,465,114,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,0.9362068965517242,0,37,543,0,37,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,0.9791960792244085,36,1,543,36,1,0,0,F1_order_lte_10pct_ref_amount,A_tail,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,1.0,0,0,580,0,0,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,0.2655172413793103,0,426,154,0,426,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,0.517804037267043,425,1,154,425,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,0.5775862068965517,0,245,335,0,245,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,0.8283795485436911,244,1,335,244,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,0.8017241379310345,0,115,465,0,115,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,0.9230832982520665,114,1,465,114,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,0.9362068965517242,0,37,543,0,37,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,0.9791960792244085,36,1,543,36,1,0,0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,15bp_one_way_slippage,15bp_one_way_slippage,,,15,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,20bp_one_way_slippage,20bp_one_way_slippage,,,20,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,0.2655172413793103,0,426,154,0,426,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,0.5182864241560116,425,1,154,425,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,0.5775862068965517,0,245,335,0,245,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,0.8298267092105968,244,1,335,244,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,0.803448275862069,0,114,466,0,114,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,0.9250840287094763,113,1,466,113,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,0.9396551724137931,0,35,545,0,35,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,0.9806781378450982,34,1,545,34,1,0,0,F2_order_lte_5pct_ref_amount,A_tail,500000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,5bp_one_way_slippage,5bp_one_way_slippage,,,5,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000
F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,10bp_one_way_slippage,10bp_one_way_slippage,,,10,1.0,0,0,580,0,0,0,0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000
