scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days,experiment_id,group_type,single_ticket_participation_median,single_ticket_participation_p90,single_ticket_participation_p99,filtered_removed_candidates_total,days_below_top10,avg_candidates_after_filter,min_candidates_after_filter,avg_selected_per_day,filter_id,ref_method,filter_capital,filter_threshold
10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,True,True,True,True,True,-0.05534046324071906,-0.0008996899902183173,0.4317789291882556,0.41379310344827586,-0.08170873668233647,0.9018092981289526,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.028423236564577552,20260306,-0.034845906607423885,-0.08144866512848081,-0.12200308882500788,-0.1548973721400656,465,114,1,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,0.025311859718720173,0.05,0.05000000000000001,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,A_tail,500000,0.1
10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,True,True,False,True,True,-0.05860645506305984,-0.0009561983190321194,0.40699815837937386,0.41379310344827586,-0.0825957733333923,0.8970885257873702,0.5274665946821433,580,58,10.0,0.9362068965517242,0,37,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.0859015054753598,-0.12668646101731051,-0.1590852875188251,543,0,37,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,0.0212147376326338,0.05916497023796996,0.09598924216443211,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,A_tail,500000,0.1
10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,True,True,True,True,True,-0.037669272001598864,-0.0005751591039287406,0.43005181347150256,0.41379310344827586,-0.08150160751515378,0.9384608725535799,0.5274665946821433,580,58,10.0,0.9791960792244085,36,1,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06557138145974384,-0.10726342000107125,-0.14137558878106127,543,36,1,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_A_tail_capital_500000,F,0.025311859718720173,0.07577469921662504,0.10000000000000002,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,A_tail,500000,0.1
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.0563104482106116,0.0010326747876184769,0.44655172413793104,0.5172413793103449,-0.06142807961348873,1.119888709620435,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,0.02421758371420335,-0.024056056257852454,-0.06417169996848882,580,0,0,0,0,20260305,20260320,12,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.003227249600176618,3.1890807274591157e-05,0.4362068965517241,0.46551724137931033,-0.07266548976260367,1.003480207336016,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.03254402185585592,-0.07629633670246394,-0.11249098218166709,580,0,0,0,0,20260226,20260320,17,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
15bp_one_way_slippage,15bp_one_way_slippage,,,15,True,False,False,False,False,-0.05940925689216536,-0.0009678941374014937,0.4241379310344828,0.41379310344827586,-0.08774790238071883,0.9004784480888323,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.02927290366320434,20260306,-0.03575688722845871,-0.08616000697166704,-0.12574037411085848,-0.15831547943665913,580,0,0,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
20bp_one_way_slippage,20bp_one_way_slippage,,,20,True,False,False,False,False,-0.11242472974811923,-0.001966681541598857,0.41206896551724137,0.3793103448275862,-0.13245101003646953,0.8090038424362932,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.028243882868349245,20260306,-0.036720894160737136,-0.13680471623528145,-0.17253786069097876,-0.20177401831187802,580,0,0,0,0,20260225,20260519,56,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,True,True,False,False,False,-0.026666965537027854,-0.0003785280730400929,0.42931034482758623,0.4482758620689655,-0.07823556241868701,0.9596557639706803,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.054888079211015794,-0.09705678193007239,-0.13171799118784333,580,0,0,0,0,20260226,20260320,17,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.02540259513771686,0.07635693006174908,0.21977166955737687,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,True,True,False,True,True,-0.03256042119123481,-0.0005575656547564926,0.4025974025974026,0.27586206896551724,-0.04857772262000015,0.8408237822824026,0.5274665946821433,580,58,10.0,0.2655172413793103,0,426,20260520,0.015184413122085415,20260227,-0.017625389230304944,-0.04703070072410431,-0.06643111856871986,-0.07902029701354807,154,0,426,0,0,20260225,20260519,56,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0047219914369626146,0.009462836444039953,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,True,True,True,True,True,-0.05632557437392194,-0.0009699119366124896,0.4317789291882556,0.43103448275862066,-0.0735381311119605,0.8374194967118974,0.5274665946821433,580,58,10.0,0.517804037267043,425,1,20260520,0.01709321142541654,20260227,-0.022271573499168272,-0.07218491380592829,-0.09982308798737971,-0.12230844314361466,154,425,1,0,0,20260224,20260519,57,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.01,0.01,0.010000000000000002,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,True,True,False,True,True,-0.07531111594237438,-0.0013083952648472892,0.3850746268656716,0.43103448275862066,-0.09466382950076246,0.8081884953235821,0.5274665946821433,580,58,10.0,0.5775862068965517,0,245,20260520,0.01886642384003736,20260306,-0.025155000627737577,-0.09243364741323312,-0.12475818367355518,-0.1484484340336525,335,0,245,0,0,20260224,20260519,57,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0021166775168179443,0.02380365061570261,0.02898996140718704,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,True,True,True,True,True,-0.06696196949039201,-0.0011257247772294369,0.4317789291882556,0.41379310344827586,-0.08709634625608198,0.8690014257565224,0.5274665946821433,580,58,10.0,0.8283795485436911,244,1,20260407,0.0241371384447807,20260306,-0.032416238381459836,-0.08895205975394338,-0.12621858437898337,-0.15852360700641677,335,244,1,0,0,20260224,20260519,57,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.025311859718720173,0.03,0.030000000000000002,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,True,True,False,True,True,-0.0812649022225268,-0.0013880381534151977,0.3870967741935484,0.3620689655172414,-0.10103809441682021,0.8395809787997776,0.5274665946821433,580,58,10.0,0.8017241379310345,0,115,20260407,0.02685126367073354,20260320,-0.03332427148503704,-0.10528902258616502,-0.1438482962379385,-0.17561044038318396,465,0,115,0,0,20260224,20260519,57,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.012827936600493427,0.039179020557369125,0.048283072347255325,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,True,True,True,True,True,-0.05534046324071906,-0.0008996899902183173,0.4317789291882556,0.41379310344827586,-0.08170873668233647,0.9018092981289526,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.028423236564577552,20260306,-0.034845906607423885,-0.08144866512848081,-0.12200308882500788,-0.1548973721400656,465,114,1,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.025311859718720173,0.05,0.05000000000000001,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,True,True,False,True,True,-0.05860645506305984,-0.0009561983190321194,0.40699815837937386,0.41379310344827586,-0.0825957733333923,0.8970885257873702,0.5274665946821433,580,58,10.0,0.9362068965517242,0,37,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.0859015054753598,-0.12668646101731051,-0.1590852875188251,543,0,37,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0212147376326338,0.05916497023796996,0.09598924216443211,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,True,True,True,True,True,-0.037669272001598864,-0.0005751591039287406,0.43005181347150256,0.41379310344827586,-0.08150160751515378,0.9384608725535799,0.5274665946821433,580,58,10.0,0.9791960792244085,36,1,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06557138145974384,-0.10726342000107125,-0.14137558878106127,543,36,1,0,0,20260225,20260320,18,F1_order_lte_10pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.025311859718720173,0.07577469921662504,0.10000000000000002,0,0,2939.7413793103447,2872,10.0,F1_order_lte_10pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.1
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.04719432528399459,0.000882208339340955,0.44482758620689655,0.5172413793103449,-0.06142807961348884,1.1023260101720942,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,0.01537842718350979,-0.03247860379178169,-0.07224804327811496,580,0,0,0,0,20260305,20260320,12,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.011829552964626844,-0.00011842521193621966,0.43448275862068964,0.46551724137931033,-0.07266548976260334,0.9870899867454144,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.040893316930795676,-0.0842680425174076,-0.12015032259491265,580,0,0,0,0,20260226,20260320,17,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
15bp_one_way_slippage,15bp_one_way_slippage,,,15,True,False,False,False,False,-0.06752670082385681,-0.00111805987771187,0.4224137931034483,0.41379310344827586,-0.08774790238071917,0.8851721598644039,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.02927290366320434,20260306,-0.03575688722845871,-0.09404658778303487,-0.13328537021771802,-0.16557934733447655,580,0,0,0,0,20260225,20260320,18,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
20bp_one_way_slippage,20bp_one_way_slippage,,,20,True,False,False,False,False,-0.12008464193013635,-0.0021166971529503298,0.4103448275862069,0.3793103448275862,-0.13562176638135437,0.7946956446437382,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.028243882868349245,20260306,-0.036720894160737136,-0.14425422535431465,-0.1796789872336918,-0.20866283228187632,580,0,0,0,0,20260225,20260519,56,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,True,True,False,False,False,-0.035028371908722766,-0.000528066507895281,0.42758620689655175,0.4482758620689655,-0.07823556241868679,0.9437820644564181,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06300705242639593,-0.10481350538394463,-0.13917695791747375,580,0,0,0,0,20260226,20260320,17,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.02540259513771686,0.07495850068599269,0.19823638321801337,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,True,True,False,True,True,-0.03256042119123481,-0.0005575656547564926,0.4025974025974026,0.27586206896551724,-0.04857772262000015,0.8408237822824026,0.5242640916015529,580,58,10.0,0.2655172413793103,0,426,20260520,0.015184413122085415,20260227,-0.017625389230304944,-0.04703070072410431,-0.06643111856871986,-0.07902029701354807,154,0,426,0,0,20260225,20260519,56,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0,0.0047219914369626146,0.009462836444039953,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,True,True,True,True,True,-0.05667561955731981,-0.000976315901428224,0.43005181347150256,0.43103448275862066,-0.07369053225193145,0.8363863898905414,0.5242640916015529,580,58,10.0,0.5182864241560116,425,1,20260520,0.01709321142541654,20260227,-0.022271573499168272,-0.07252907614962079,-0.10015699826797897,-0.12263401274012276,154,425,1,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.01,0.01,0.010000000000000002,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,True,True,False,True,True,-0.07531111594237438,-0.0013083952648472892,0.3850746268656716,0.43103448275862066,-0.09466382950076246,0.8081884953235821,0.5242640916015529,580,58,10.0,0.5775862068965517,0,245,20260520,0.01886642384003736,20260306,-0.025155000627737577,-0.09243364741323312,-0.12475818367355518,-0.1484484340336525,335,0,245,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.0021166775168179443,0.02380365061570261,0.02898996140718704,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,True,True,True,True,True,-0.0680153407166384,-0.0011452527360725682,0.43005181347150256,0.41379310344827586,-0.08755653987831491,0.8667994943232447,0.5242640916015529,580,58,10.0,0.8298267092105968,244,1,20260407,0.0241371384447807,20260306,-0.032416238381459836,-0.08998060484493176,-0.12720505671038507,-0.15947360796132004,335,244,1,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.025311859718720173,0.03,0.030000000000000002,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,True,True,False,True,True,-0.08039874323396501,-0.001371795814051154,0.388412017167382,0.3793103448275862,-0.10019057706739154,0.8414581463519596,0.5242640916015529,580,58,10.0,0.803448275862069,0,114,20260407,0.02685126367073354,20260320,-0.03332427148503704,-0.10444551289863235,-0.14304113920695172,-0.1748332278560195,466,0,114,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.012983606943815458,0.039282999327826744,0.048283072347255325,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.05,10,True,True,True,True,True,-0.05733945726181522,-0.000936338126243247,0.43005181347150256,0.41379310344827586,-0.08170873668233625,0.8978957759776998,0.5242640916015529,580,58,10.0,0.9250840287094763,113,1,20260407,0.028423236564577552,20260306,-0.034845906607423885,-0.08339241158424293,-0.12386101806584437,-0.1566856937888368,466,113,1,0,0,20260225,20260320,18,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.025311859718720173,0.05,0.05000000000000001,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.1,10,True,True,False,True,True,-0.05830844075630204,-0.0009507021320127472,0.4073394495412844,0.41379310344827586,-0.0825957733333923,0.8977982591592348,0.5242640916015529,580,58,10.0,0.9396551724137931,0,35,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.08561213188594086,-0.12640999860655555,-0.15881908151345092,545,0,35,0,0,20260225,20260320,18,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.021276533257023,0.05929927361060404,0.09598924216443211,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.1,10,True,True,True,True,True,-0.042349576475570694,-0.0006596376860524289,0.4283246977547496,0.41379310344827586,-0.08150160751515367,0.9295031458934454,0.5242640916015529,580,58,10.0,0.9806781378450982,34,1,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.07011598376404515,-0.11160525268694865,-0.1455515166158171,545,34,1,0,0,20260225,20260320,18,F2_order_lte_5pct_ref_amount_A_tail_capital_500000,F,0.025311859718720173,0.07380879496385735,0.10000000000000002,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,A_tail,500000,0.05
5bp_one_way_slippage,5bp_one_way_slippage,,,5,True,False,False,False,False,0.04719432528399459,0.000882208339340955,0.44482758620689655,0.5172413793103449,-0.06142807961348884,1.1023260101720942,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,0.01537842718350979,-0.03247860379178169,-0.07224804327811496,580,0,0,0,0,20260305,20260320,12,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_one_way_slippage,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.011829552964626844,-0.00011842521193621966,0.43448275862068964,0.46551724137931033,-0.07266548976260334,0.9870899867454144,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.040893316930795676,-0.0842680425174076,-0.12015032259491265,580,0,0,0,0,20260226,20260320,17,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
15bp_one_way_slippage,15bp_one_way_slippage,,,15,True,False,False,False,False,-0.06752670082385681,-0.00111805987771187,0.4224137931034483,0.41379310344827586,-0.08774790238071917,0.8851721598644039,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.02927290366320434,20260306,-0.03575688722845871,-0.09404658778303487,-0.13328537021771802,-0.16557934733447655,580,0,0,0,0,20260225,20260320,18,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
20bp_one_way_slippage,20bp_one_way_slippage,,,20,True,False,False,False,False,-0.12008464193013635,-0.0021166971529503298,0.4103448275862069,0.3793103448275862,-0.13562176638135437,0.7946956446437382,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.028243882868349245,20260306,-0.036720894160737136,-0.14425422535431465,-0.1796789872336918,-0.20866283228187632,580,0,0,0,0,20260225,20260519,56,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0,0.0,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,500000.0,,10,True,True,False,False,False,-0.035028371908722766,-0.000528066507895281,0.42758620689655175,0.4482758620689655,-0.07823556241868679,0.9437820644564181,0.5242640916015529,580,58,10.0,1.0,0,0,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06300705242639593,-0.10481350538394463,-0.13917695791747375,580,0,0,0,0,20260226,20260320,17,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.02540259513771686,0.07495850068599269,0.19823638321801337,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.01,10,True,True,False,True,True,-0.03256042119123481,-0.0005575656547564926,0.4025974025974026,0.27586206896551724,-0.04857772262000015,0.8408237822824026,0.5242640916015529,580,58,10.0,0.2655172413793103,0,426,20260520,0.015184413122085415,20260227,-0.017625389230304944,-0.04703070072410431,-0.06643111856871986,-0.07902029701354807,154,0,426,0,0,20260225,20260519,56,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0,0.0047219914369626146,0.009462836444039953,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.01,10,True,True,True,True,True,-0.05667561955731981,-0.000976315901428224,0.43005181347150256,0.43103448275862066,-0.07369053225193145,0.8363863898905414,0.5242640916015529,580,58,10.0,0.5182864241560116,425,1,20260520,0.01709321142541654,20260227,-0.022271573499168272,-0.07252907614962079,-0.10015699826797897,-0.12263401274012276,154,425,1,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.01,0.01,0.010000000000000002,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.03,10,True,True,False,True,True,-0.07531111594237438,-0.0013083952648472892,0.3850746268656716,0.43103448275862066,-0.09466382950076246,0.8081884953235821,0.5242640916015529,580,58,10.0,0.5775862068965517,0,245,20260520,0.01886642384003736,20260306,-0.025155000627737577,-0.09243364741323312,-0.12475818367355518,-0.1484484340336525,335,0,245,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.0021166775168179443,0.02380365061570261,0.02898996140718704,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,500000.0,0.03,10,True,True,True,True,True,-0.0680153407166384,-0.0011452527360725682,0.43005181347150256,0.41379310344827586,-0.08755653987831491,0.8667994943232447,0.5242640916015529,580,58,10.0,0.8298267092105968,244,1,20260407,0.0241371384447807,20260306,-0.032416238381459836,-0.08998060484493176,-0.12720505671038507,-0.15947360796132004,335,244,1,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.025311859718720173,0.03,0.030000000000000002,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,500000.0,0.05,10,True,True,False,True,True,-0.08039874323396501,-0.001371795814051154,0.388412017167382,0.3793103448275862,-0.10019057706739154,0.8414581463519596,0.5242640916015529,580,58,10.0,0.803448275862069,0,114,20260407,0.02685126367073354,20260320,-0.03332427148503704,-0.10444551289863235,-0.14304113920695172,-0.1748332278560195,466,0,114,0,0,20260224,20260519,57,F2_order_lte_5pct_ref_amount_B_tail_and_past20_exit_proxy_capital_500000,F,0.012983606943815458,0.039282999327826744,0.048283072347255325,3,0,2939.689655172414,2872,10.0,F2_order_lte_5pct_ref_amount,B_tail_and_past20_exit_proxy,500000,0.05
