ts_code,trade_date,split,target_return,extreme_side,primary_attribution,dirty_event_removed_by_event_clean,from_repaired_daily_sample,entry_daily_source,exit_daily_source,minute_daily_close_mismatch,daily_minute_close_diff_pct,exit_bar_amount,exit_amount_zero,exit_amount_lt_10k,entry_bar_amount,entry_amount_lt_10k,suspect_resume_gap,prev_trade_gap_calendar_days,exright_or_adjustment_evidence,is_new_stock_180d,is_subnew_365d,special_limit_board,is_st,name,industry,market,list_date
688281.SH,20250529,train,-0.29701156517649596,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4959411.0,False,False,1782658.0,False,False,1,unknown,False,False,True,False,华秦科技,航空,科创板,20220307
688682.SH,20250604,train,-0.29296144286920034,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2582269.0,False,False,1728826.0,False,False,1,unknown,False,False,True,False,霍莱沃,软件服务,科创板,20210420
688788.SH,20250623,train,-0.33186203586470386,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3277350.0,False,False,10319079.0,False,False,3,unknown,False,False,True,False,科思科技,通信设备,科创板,20201022
688788.SH,20250819,train,-0.20596616794580713,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,15783436.0,False,False,12678298.0,False,False,1,unknown,False,False,True,False,科思科技,通信设备,科创板,20201022
301000.SZ,20240627,train,-0.31034840090140936,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3871284.5,False,False,6608182.0,False,False,1,unknown,False,False,True,False,肇民科技,汽车配件,创业板,20210528
300996.SZ,20240701,train,0.20164700571054062,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,29095102.0,False,False,3064440.0,False,False,3,unknown,False,False,True,False,普联软件,软件服务,创业板,20210603
300996.SZ,20250515,train,-0.28972551713413575,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4280862.5,False,False,3016425.0,False,False,1,unknown,False,False,True,False,普联软件,软件服务,创业板,20210603
300996.SZ,20260429,legacy_validation,-0.2977643074113887,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5124022.5,False,False,7595348.0,False,False,1,unknown,False,False,True,False,普联软件,软件服务,创业板,20210603
603051.SH,20250807,train,-0.29847081700020817,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,2427681.0,False,False,3772473.0,False,False,1,unknown,False,False,False,False,鹿山新材,塑料,主板,20220325
301600.SZ,20250520,train,-0.35173105719245146,negative,subnew_stock_365d,False,False,raw_daily,raw_daily,False,0.0,10631226.0,False,False,9156674.0,False,False,1,unknown,False,True,True,False,慧翰股份,通信设备,创业板,20240911
688507.SH,20240618,train,-0.3094836590467822,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1588057.0,False,False,855019.0,False,False,1,unknown,False,False,True,False,索辰科技,软件服务,科创板,20230418
300703.SZ,20250414,train,0.20018151581567523,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,106048616.0,False,False,4159618.2,False,False,3,unknown,False,False,True,False,创源股份,文教休闲,创业板,20170919
688308.SH,20260327,legacy_validation,0.20994485144674302,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1267736200.0,False,False,13968246.0,False,False,1,unknown,False,False,True,False,欧科亿,机械基件,科创板,20201210
603737.SH,20250529,train,-0.29536249690342065,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,3585496.0,False,False,1286504.0,False,False,1,unknown,False,False,False,False,三棵树,染料涂料,主板,20160603
301172.SZ,20250616,train,-0.2925638352043063,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2293640.8,False,False,2005541.0,False,False,3,unknown,False,False,True,False,君逸数码,软件服务,创业板,20230726
688522.SH,20250605,train,-0.2847569315643458,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5185907.0,False,False,8557476.0,False,False,1,unknown,False,False,True,False,纳睿雷达,通信设备,科创板,20230301
688603.SH,20250103,train,-0.31391809994268816,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2115408.0,False,False,1593047.0,False,False,1,unknown,False,False,True,False,天承科技,化工原料,科创板,20230710
688603.SH,20250612,train,-0.3209447948498958,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3581001.0,False,False,4051384.0,False,False,1,unknown,False,False,True,False,天承科技,化工原料,科创板,20230710
000567.SZ,20240613,train,-0.3482608154386665,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,2218511.2,False,False,3155420.2,False,False,1,unknown,False,False,False,False,海德股份,多元金融,主板,19940525
300287.SZ,20240725,train,0.2036690339452618,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,26427940.0,False,False,2053563.0,False,False,1,unknown,False,False,True,False,飞利信,软件服务,创业板,20120201
300652.SZ,20250604,train,-0.22878583887084136,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,19192150.0,False,False,10737476.0,False,False,1,unknown,False,False,True,False,雷迪克,汽车配件,创业板,20170516
300816.SZ,20260109,train,0.202830678249722,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,50252360.0,False,False,3810663.0,False,False,1,unknown,False,False,True,False,艾可蓝,汽车配件,创业板,20200210
301319.SZ,20250521,train,-0.33002994370440253,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4572891.5,False,False,5005931.0,False,False,1,unknown,False,False,True,False,唯特偶,元器件,创业板,20220929
301319.SZ,20260520,legacy_validation,-0.35220291103077284,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,48585148.0,False,False,29048468.0,False,False,1,unknown,False,False,True,False,唯特偶,元器件,创业板,20220929
300861.SZ,20250707,train,-0.31297160465429796,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4704876.5,False,False,5793391.0,False,False,3,unknown,False,False,True,False,美畅股份,矿物制品,创业板,20200824
688153.SH,20240930,train,0.202861272919463,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,14763786.0,False,False,7008871.0,False,False,3,unknown,False,False,True,False,唯捷创芯,半导体,科创板,20220412
300256.SZ,20240816,train,-0.2019167801498989,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,89346580.0,False,False,44310480.0,False,False,1,unknown,False,False,True,False,星星科技,元器件,创业板,20110819
300553.SZ,20250611,train,-0.22724225767263861,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,6540839.0,False,False,3072686.0,False,False,1,unknown,False,False,True,False,集智股份,电器仪表,创业板,20161021
300056.SZ,20251208,train,0.20093341678872845,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,22480780.0,False,False,3220092.0,False,False,3,unknown,False,False,True,False,中创环保,环境保护,创业板,20100226
300863.SZ,20250521,train,-0.29387962492360786,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3768875.5,False,False,2934043.0,False,False,1,unknown,False,False,True,False,卡倍亿,汽车配件,创业板,20200824
688486.SH,20250424,train,-0.2905820930661106,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,38824290.0,False,False,7618994.0,False,False,1,unknown,False,False,True,False,龙迅股份,半导体,科创板,20230221
688583.SH,20250618,train,-0.2274792098713958,negative,new_stock_180d,False,False,raw_daily,raw_daily,False,0.0,6010002.0,False,False,3513445.0,False,False,1,unknown,True,False,True,False,思看科技,电器仪表,科创板,20250115
300651.SZ,20241216,train,0.20313537122852465,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,12313446.0,False,False,3541254.0,False,False,3,unknown,False,False,True,False,金陵体育,文教休闲,创业板,20170509
688339.SH,20240719,train,-0.28243301773864105,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1256369.0,False,False,909855.0,False,False,1,unknown,False,False,True,False,亿华通-U,汽车配件,科创板,20200810
301500.SZ,20250709,train,-0.29693838201839984,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4140187.2,False,False,2114603.0,False,False,1,unknown,False,False,True,False,飞南资源,环境保护,创业板,20230921
301631.SZ,20250609,train,-0.30259331540166867,negative,subnew_stock_365d,False,False,raw_daily,raw_daily,False,0.0,3102212.5,False,False,2784333.8,False,False,3,unknown,False,True,True,False,壹连科技,元器件,创业板,20241122
001316.SZ,20250704,train,-0.3039846066248624,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,5950426.0,False,False,1785618.0,False,False,1,unknown,False,False,False,False,润贝航科,批发业,主板,20220624
001316.SZ,20260519,legacy_validation,-0.2870064545865275,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,10273175.0,False,False,11661855.0,False,False,1,unknown,False,False,False,False,润贝航科,批发业,主板,20220624
300323.SZ,20260304,legacy_validation,0.20292482786517718,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,49733770.0,False,False,29533088.0,False,False,1,unknown,False,False,True,False,华灿光电,半导体,创业板,20120601
300736.SZ,20260508,legacy_validation,0.2100762317009024,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,140984910.0,False,False,23615352.0,False,False,1,unknown,False,False,True,False,百邦科技,通信设备,创业板,20180109
301378.SZ,20250828,train,0.20479665204045938,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1235465.0,False,False,2956364.0,False,False,1,unknown,False,False,True,False,通达海,软件服务,创业板,20230320
688023.SH,20240704,train,-0.23689666359863193,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4366092.0,False,False,2340301.0,False,False,1,unknown,False,False,True,False,安恒信息,软件服务,科创板,20191105
603100.SH,20240712,train,-0.2781647714991501,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,3873518.0,False,False,6717473.0,False,False,1,unknown,False,False,False,False,川仪股份,电器仪表,主板,20140805
688059.SH,20250624,train,-0.2825961940977131,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2903851.0,False,False,6334677.0,False,False,1,unknown,False,False,True,False,华锐精密,机械基件,科创板,20210208
300350.SZ,20250421,train,0.20182534285203335,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,46268708.0,False,False,8288745.0,False,False,3,unknown,False,False,True,False,华鹏飞,仓储物流,创业板,20120821
688625.SH,20250606,train,-0.28083102449101105,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2582047.0,False,False,547453.0,False,False,1,unknown,False,False,True,False,呈和科技,化工原料,科创板,20210607
605086.SH,20240613,train,-0.29841055259507987,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,1669130.0,False,False,2054177.0,False,False,1,unknown,False,False,False,False,龙高股份,矿物制品,主板,20210416
300492.SZ,20250610,train,-0.2814243577776877,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1871744.6,False,False,887839.0,False,False,1,unknown,False,False,True,False,华图山鼎,文教休闲,创业板,20151223
301282.SZ,20260507,legacy_validation,-0.28612848917735123,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,20264598.0,False,False,18470338.0,False,False,1,unknown,False,False,True,False,金禄电子,元器件,创业板,20220826
300889.SZ,20250606,train,-0.2881113182665608,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1851541.4,False,False,1387458.0,False,False,1,unknown,False,False,True,False,爱克股份,电气设备,创业板,20200916
688386.SH,20250606,train,-0.2319146233525281,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4390778.0,False,False,9252651.0,False,False,1,unknown,False,False,True,False,泛亚微透,化工原料,科创板,20201016
688678.SH,20260421,legacy_validation,-0.29778699453035584,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,47950576.0,False,False,10847985.0,False,False,1,unknown,False,False,True,False,福立旺,元器件,科创板,20201223
603928.SH,20240620,train,-0.257431933326263,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,1297013.0,False,False,1207959.0,False,False,1,unknown,False,False,False,False,兴业股份,化工原料,主板,20161212
301160.SZ,20250708,train,-0.28951252883904566,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,53079892.0,False,False,4943337.0,False,False,1,unknown,False,False,True,False,翔楼新材,机械基件,创业板,20220606
688679.SH,20260109,train,0.20417064456364575,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5902958.0,False,False,4143491.0,False,False,1,unknown,False,False,True,False,通源环境,环境保护,科创板,20201225
301091.SZ,20250616,train,-0.24748167347510686,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,15669787.0,False,False,10974475.0,False,False,3,unknown,False,False,True,False,深城交,建筑工程,创业板,20211029
002862.SZ,20250515,train,-0.2838825181108019,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,4809295.5,False,False,3267691.0,False,False,1,unknown,False,False,False,False,实丰文化,文教休闲,主板,20170411
300898.SZ,20241209,train,0.20631724957251119,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,9687228.0,False,False,10161958.0,False,False,3,unknown,False,False,True,False,熊猫乳品,乳制品,创业板,20201016
300862.SZ,20240613,train,-0.28200564645462534,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2665203.5,False,False,1092172.0,False,False,1,unknown,False,False,True,False,蓝盾光电,电器仪表,创业板,20200824
688307.SH,20260518,legacy_validation,-0.27398552691921685,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,30964748.0,False,False,15157605.0,False,False,3,unknown,False,False,True,False,中润光学,元器件,科创板,20230216
301158.SZ,20251020,train,0.34078042740184,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,16912506.0,False,False,43658460.0,False,False,3,unknown,False,False,True,False,德石股份,专用机械,创业板,20220117
301082.SZ,20250324,train,0.21084165219448536,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,30494756.0,False,False,5813241.0,False,False,3,unknown,False,False,True,False,久盛电气,电气设备,创业板,20211027
301082.SZ,20260422,legacy_validation,-0.23359592347733027,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5205531.5,False,False,6226779.0,False,False,1,unknown,False,False,True,False,久盛电气,电气设备,创业板,20211027
301607.SZ,20250605,train,-0.298758852913371,negative,subnew_stock_365d,False,False,raw_daily,raw_daily,False,0.0,4637410.0,False,False,2832095.0,False,False,1,unknown,False,True,True,False,富特科技,汽车配件,创业板,20240904
300818.SZ,20260518,legacy_validation,-0.22427725552681987,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4624622.5,False,False,4508513.0,False,False,3,unknown,False,False,True,False,耐普矿机,专用机械,创业板,20200212
603883.SH,20240626,train,-0.25683034016897666,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,6924656.0,False,False,4616260.0,False,False,1,unknown,False,False,False,False,老百姓,医药商业,主板,20150423
300162.SZ,20260304,legacy_validation,0.2002757129551187,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,62559468.0,False,False,1628504.0,False,False,1,unknown,False,False,True,False,雷曼光电,元器件,创业板,20110113
600480.SH,20250620,train,-0.25786188720101,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,10962620.0,False,False,7602370.0,False,False,1,unknown,False,False,False,False,凌云股份,汽车配件,主板,20030815
688531.SH,20250709,train,-0.3187253640862827,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4916264.0,False,False,3547411.0,False,False,1,unknown,False,False,True,False,日联科技,专用机械,科创板,20230331
300580.SZ,20240613,train,-0.3757604050807828,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,26554346.0,False,False,12316524.0,False,False,1,unknown,False,False,True,False,贝斯特,汽车配件,创业板,20170111
301182.SZ,20250227,train,0.2031787747380851,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,9624526.0,False,False,18401888.0,False,False,1,unknown,False,False,True,False,凯旺科技,元器件,创业板,20211223
002971.SZ,20240704,train,-0.2357325686314229,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,798497.1,False,False,626225.0,False,False,1,unknown,False,False,False,False,和远气体,化工原料,主板,20200113
300380.SZ,20241022,train,0.20052249165467195,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,126246080.0,False,False,50944850.0,False,False,1,unknown,False,False,True,False,安硕信息,软件服务,创业板,20140128
301321.SZ,20250818,train,0.20092876312774122,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,7898789.0,False,False,3357023.2,False,False,3,unknown,False,False,True,False,翰博高新,元器件,创业板,20220818
300061.SZ,20240625,train,0.2250541814962297,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,492136.0,False,False,3182974.0,False,False,1,unknown,False,False,True,False,旗天科技,互联网,创业板,20100319
300061.SZ,20240725,train,0.20340475659733226,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,6783840.0,False,False,3652681.0,False,False,1,unknown,False,False,True,False,旗天科技,互联网,创业板,20100319
603269.SH,20250603,train,-0.2950088931311957,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,3557128.0,False,False,3049533.0,False,False,4,unknown,False,False,False,False,海鸥股份,机械基件,主板,20170517
301548.SZ,20240620,train,-0.37178080696817795,negative,subnew_stock_365d,False,False,raw_daily,raw_daily,False,0.0,26979186.0,False,False,13066784.0,False,False,1,unknown,False,True,True,False,崇德科技,机械基件,创业板,20230920
300546.SZ,20241111,train,0.205245301368024,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,32917014.0,False,False,11929932.0,False,False,3,unknown,False,False,True,False,雄帝科技,IT设备,创业板,20160928
300933.SZ,20240613,train,0.2295690174183329,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,46262916.0,False,False,3306223.0,False,False,1,unknown,False,False,True,False,中辰股份,电气设备,创业板,20210122
301252.SZ,20241224,train,0.20147609555795953,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4932953.0,False,False,3241603.0,False,False,1,unknown,False,False,True,False,同星科技,机械基件,创业板,20230525
301252.SZ,20250526,train,-0.3248385746075495,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,2775412.8,False,False,2579251.0,False,False,3,unknown,False,False,True,False,同星科技,机械基件,创业板,20230525
688399.SH,20250612,train,-0.3159978031168572,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,7205278.0,False,False,1601670.0,False,False,1,unknown,False,False,True,False,硕世生物,医疗保健,科创板,20191205
300932.SZ,20250603,train,-0.2965054077782612,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4187021.2,False,False,3821417.8,False,False,4,unknown,False,False,True,False,三友联众,电气设备,创业板,20210122
300932.SZ,20260507,legacy_validation,-0.31435932141076506,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,13093721.0,False,False,12301993.0,False,False,1,unknown,False,False,True,False,三友联众,电气设备,创业板,20210122
301379.SZ,20240617,train,-0.3037158999486499,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5254936.5,False,False,5612456.0,False,False,3,unknown,False,False,True,False,天山电子,元器件,创业板,20221101
301379.SZ,20250604,train,-0.2996988468318581,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4185401.5,False,False,2678962.5,False,False,1,unknown,False,False,True,False,天山电子,元器件,创业板,20221101
301161.SZ,20241202,train,0.20138294666287826,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,57174070.0,False,False,1166497.0,False,False,3,unknown,False,False,True,False,唯万密封,工程机械,创业板,20220914
001288.SZ,20250515,train,-0.2885012473454788,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,2692320.2,False,False,947862.0,False,False,1,unknown,False,False,False,False,运机集团,专用机械,主板,20211101
688191.SH,20250605,train,-0.33304306314012,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3411713.0,False,False,1719085.0,False,False,1,unknown,False,False,True,False,智洋创新,软件服务,科创板,20210408
300283.SZ,20240626,train,0.2037519299245576,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,114972504.0,False,False,3111162.0,False,False,1,unknown,False,False,True,False,温州宏丰,电气设备,创业板,20120110
688280.SH,20260428,legacy_validation,-0.20274022552655746,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,7876760.0,False,False,6225241.0,False,False,1,unknown,False,False,True,False,精进电动-W,汽车配件,科创板,20211027
301366.SZ,20250605,train,-0.30126498619587316,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,15174914.0,False,False,16177130.0,False,False,1,unknown,False,False,True,False,一博科技,元器件,创业板,20220926
301109.SZ,20250616,train,-0.3313824101308802,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,11465937.0,False,False,15275902.0,False,False,3,unknown,False,False,True,False,军信股份,环境保护,创业板,20220413
000715.SZ,20250528,train,-0.2449105635648413,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,2595698.5,False,False,3364250.0,False,False,1,unknown,False,False,False,False,中兴商业,百货,主板,19970508
300946.SZ,20250509,train,0.20524371513023154,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3370465.0,False,False,9282090.0,False,False,1,unknown,False,False,True,False,恒而达,机械基件,创业板,20210208
300946.SZ,20250612,train,-0.22241030601401923,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,27535558.0,False,False,14606355.0,False,False,1,unknown,False,False,True,False,恒而达,机械基件,创业板,20210208
301209.SZ,20250605,train,-0.22625219489866766,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,31643302.0,False,False,10721720.0,False,False,1,unknown,False,False,True,False,联合化学,染料涂料,创业板,20220825
688083.SH,20240930,train,0.2036909479016049,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,43930296.0,False,False,10125126.0,False,False,3,unknown,False,False,True,False,中望软件,软件服务,科创板,20210311
688083.SH,20250605,train,-0.2902527959078286,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5395511.0,False,False,4227758.0,False,False,1,unknown,False,False,True,False,中望软件,软件服务,科创板,20210311
688369.SH,20250305,train,0.2010697066581093,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,6798627.0,False,False,3158724.0,False,False,1,unknown,False,False,True,False,致远互联,软件服务,科创板,20191031
300721.SZ,20260422,legacy_validation,0.21723958775142616,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5068185.0,False,False,2908628.8,False,False,1,unknown,False,False,True,False,怡达股份,化工原料,创业板,20171115
300721.SZ,20260514,legacy_validation,0.20698641327252654,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,119624750.0,False,False,19900710.0,False,False,1,unknown,False,False,True,False,怡达股份,化工原料,创业板,20171115
300238.SZ,20240830,train,0.2035206841731394,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,30388312.0,False,False,5616438.0,False,False,1,unknown,False,False,True,False,冠昊生物,医疗保健,创业板,20110706
600101.SH,20240704,train,-0.26192522437199994,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,25639104.0,False,False,30828300.0,False,False,1,unknown,False,False,False,False,明星电力,水力发电,主板,19970627
688117.SH,20250612,train,-0.28359525433528476,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,24808088.0,False,False,13125691.0,False,False,1,unknown,False,False,True,False,圣诺生物,生物制药,科创板,20210603
301538.SZ,20250526,train,-0.31640847106166425,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,12149305.0,False,False,3280666.0,False,False,3,unknown,False,False,True,False,骏鼎达,塑料,创业板,20240320
300540.SZ,20250613,train,-0.2857800584012068,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3991791.5,False,False,3682290.0,False,False,1,unknown,False,False,True,False,蜀道装备,专用机械,创业板,20160823
301077.SZ,20250516,train,-0.3367838336564821,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,6071827.5,False,False,4353382.0,False,False,1,unknown,False,False,True,False,星华新材,化工原料,创业板,20210930
603027.SH,20251022,train,-0.23523196236468302,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,7281944.0,False,False,3258887.0,False,False,1,unknown,False,False,False,False,千禾味业,食品,主板,20160307
605555.SH,20250616,train,-0.24716189322346604,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,3178405.0,False,False,2359237.0,False,False,3,unknown,False,False,False,False,德昌股份,家用电器,主板,20211021
301181.SZ,20260520,legacy_validation,-0.2358351525646415,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,6474779.5,False,False,1878404.0,False,False,1,unknown,False,False,True,False,标榜股份,汽车配件,创业板,20220221
300947.SZ,20250506,train,0.2000309138588443,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,32237770.0,False,False,7479190.0,False,False,6,unknown,False,False,True,False,德必集团,房产服务,创业板,20210210
688348.SH,20240702,train,-0.2974702514161178,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,1847145.0,False,False,1749866.0,False,False,1,unknown,False,False,True,False,昱能科技,电气设备,科创板,20220608
301023.SZ,20250522,train,-0.2954293142427792,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,5409526.5,False,False,3144577.0,False,False,1,unknown,False,False,True,False,奕帆传动,电气设备,创业板,20210707
301023.SZ,20260120,train,0.20320498495123474,positive,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,10799270.0,False,False,5185618.0,False,False,1,unknown,False,False,True,False,奕帆传动,电气设备,创业板,20210707
002953.SZ,20240626,train,-0.22970709537728617,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,2900087.0,False,False,1081386.0,False,False,1,unknown,False,False,False,False,日丰股份,电气设备,主板,20190509
301211.SZ,20250826,train,-0.3109700700461615,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,4273237.5,False,False,3234467.0,False,False,1,unknown,False,False,True,False,亨迪药业,化学制药,创业板,20211222
603499.SH,20250610,train,-0.2946842347615847,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,4038097.0,False,False,2384553.0,False,False,1,unknown,False,False,False,False,翔港科技,广告包装,主板,20171016
301398.SZ,20250521,train,-0.29273561214392685,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,3217888.5,False,False,4216930.0,False,False,1,unknown,False,False,True,False,星源卓镁,汽车配件,创业板,20221215
000403.SZ,20250603,train,-0.2425394300176772,negative,unknown,False,False,raw_daily,raw_daily,False,0.0,9549286.0,False,False,8411889.0,False,False,4,unknown,False,False,False,False,派林生物,生物制药,主板,19960628
301162.SZ,20260518,legacy_validation,-0.28073181279057413,negative,special_20pct_limit_board,False,False,raw_daily,raw_daily,False,0.0,12614391.0,False,False,4954250.0,False,False,3,unknown,False,False,True,False,国能日新,软件服务,创业板,20220429
301617.SZ,20250523,train,-0.24904990438054841,negative,new_stock_180d,False,False,raw_daily,raw_daily,False,0.0,4614850.5,False,False,1596952.0,False,False,1,unknown,True,False,True,False,博苑新材,化工原料,创业板,20241211
301617.SZ,20250930,train,0.20046255373599675,positive,subnew_stock_365d,False,False,raw_daily,raw_daily,False,0.0,4127961.8,False,False,7799800.0,False,False,1,unknown,False,True,True,False,博苑新材,化工原料,创业板,20241211
