scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days,single_ticket_participation_median,single_ticket_participation_p90,single_ticket_participation_p99
capacity_500000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.05,15,True,True,True,True,True,-0.10386607168465856,-0.0018077132709101828,0.4206896551724138,0.3793103448275862,-0.12193249671130124,0.8136634438348522,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.027443174471101284,20260306,-0.03580250682682354,-0.12780195481210355,-0.16466599780504176,-0.19439561154592155,465,115,0,0,0,20260224,20260519,57,0.02540259513771686,0.05,0.05000000000000001
capacity_500000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.05,20,True,True,True,True,True,-0.15062845192655538,-0.00272953310577522,0.4068965517241379,0.3620689655172414,-0.1662653399184596,0.7336045197816757,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.02646408999097897,20260306,-0.03675815282487503,-0.17252677774542557,-0.20593787162103838,-0.23270684092999827,465,115,0,0,0,20260224,20260519,57,0.02540259513771686,0.05,0.05000000000000001
capacity_500000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,5,True,True,True,True,True,0.020418616981313642,0.0004349733626022296,0.44310344827586207,0.5,-0.06606837812278321,1.0494467717309206,0.5274665946821433,580,58,10.0,0.9807426792244083,37,0,20260407,0.03089065262471784,20260306,-0.03420254975299265,-0.010158240950912,-0.056212591868652906,-0.09408003422083777,543,37,0,0,0,20260225,20260320,18,0.02540259513771686,0.07635693006174908,0.10000000000000002
capacity_500000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,10,True,True,True,True,True,-0.03602062640868431,-0.0005459603344712574,0.43103448275862066,0.41379310344827586,-0.08150160751515378,0.94158499383176,0.5274665946821433,580,58,10.0,0.9807426792244083,37,0,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06397053719796486,-0.10573400169878944,-0.13990461075828786,543,37,0,0,0,20260225,20260320,18,0.02540259513771686,0.07635693006174908,0.10000000000000002
capacity_500000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,15,True,True,True,True,True,-0.08933736259683234,-0.0015259150050445528,0.4206896551724138,0.39655172413793105,-0.1091012966267213,0.8459723768814137,0.5274665946821433,580,58,10.0,0.9807426792244083,37,0,20260407,0.02883052764147249,20260306,-0.03613260507209941,-0.11485651627114635,-0.15265617343415905,-0.18341045269208933,543,37,0,0,0,20260225,20260519,56,0.02540259513771686,0.07635693006174908,0.10000000000000002
capacity_500000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,20,True,True,True,True,True,-0.13970441581988768,-0.0025048921140709028,0.4068965517241379,0.3793103448275862,-0.15595722948209845,0.7608840867416584,0.5274665946821433,580,58,10.0,0.9807426792244083,37,0,20260407,0.027802006357140918,20260306,-0.03709618879312543,-0.16297537963632225,-0.19711559675329393,-0.22471494684552595,543,37,0,0,0,20260225,20260519,56,0.02540259513771686,0.07635693006174908,0.10000000000000002
capacity_1000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,5,True,True,True,True,True,-0.02163599918735204,-0.0003599801754727189,0.44482758620689655,0.5344827586206896,-0.038957488729789214,0.9138456831196445,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.015511883570718912,20260227,-0.019591019046654105,-0.036580451060259755,-0.05982933067781959,-0.07803369611575628,97,483,0,0,0,20260225,20260408,30,0.01,0.01,0.010000000000000002
capacity_1000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,10,True,True,True,True,True,-0.04192028927570424,-0.0007207964558565523,0.43275862068965515,0.5172413793103449,-0.05741897441112431,0.8357857866061252,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.01476120310213815,20260227,-0.02037096623756974,-0.055856976207374176,-0.07761828251246972,-0.0946509835690712,97,483,0,0,0,20260225,20260519,56,0.01,0.01,0.010000000000000002
capacity_1000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,15,True,True,True,True,True,-0.06177474355606305,-0.0010812525922794989,0.4224137931034483,0.43103448275862066,-0.07553901626782156,0.7650803725024792,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.014011271914058005,20260227,-0.021150134946140032,-0.07473882940873677,-0.09506231278043265,-0.11096098932830767,97,483,0,0,0,20260225,20260519,56,0.01,0.01,0.010000000000000002
capacity_1000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,20,True,True,True,True,True,-0.08120867005075327,-0.001441349123681853,0.41206896551724137,0.3793103448275862,-0.09360736240669154,0.700800904178002,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.013262088885213583,20260227,-0.021928526337313736,-0.09323427765851089,-0.11216827350756886,-0.12696954176340558,97,483,0,0,0,20260224,20260519,57,0.01,0.01,0.010000000000000002
capacity_1000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,5,True,True,True,True,True,-0.030412417401080805,-0.0004914327038989565,0.44310344827586207,0.46551724137931033,-0.05112506596124555,0.9258789724823716,0.5274665946821433,580,58,10.0,0.6294773538518129,386,0,20260304,0.01933145538189688,20260320,-0.022224340092524723,-0.04880048832039663,-0.08242743821957366,-0.11115839056096044,194,386,0,0,0,20260224,20260320,19,0.03,0.030000000000000002,0.030000000000000006
capacity_1000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,10,True,True,True,True,True,-0.06517302909542122,-0.0011202574411250197,0.43103448275862066,0.43103448275862066,-0.08359250136418495,0.8399827712739817,0.5274665946821433,580,58,10.0,0.6294773538518129,386,0,20260304,0.018396488804178626,20260320,-0.022874193751569794,-0.08205990379810613,-0.11315224159890314,-0.1396529374136365,194,386,0,0,0,20260224,20260519,57,0.03,0.030000000000000002,0.030000000000000006
capacity_1000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,15,True,True,True,True,True,-0.09867780826673356,-0.001748454566673212,0.4206896551724138,0.39655172413793105,-0.11515842151973488,0.7629767089591009,0.5274665946821433,580,58,10.0,0.6294773538518129,386,0,20260304,0.0174624553735201,20260227,-0.023756971262550518,-0.11414697714582311,-0.14283936663375219,-0.16722568984547415,194,386,0,0,0,20260224,20260519,57,0.03,0.030000000000000002,0.030000000000000006
capacity_1000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,20,True,True,True,True,True,-0.13097248286569552,-0.002376025019676178,0.41206896551724137,0.3793103448275862,-0.1456281649301996,0.6936458435807259,0.5274665946821433,580,58,10.0,0.6294773538518129,386,0,20260304,0.016529353693621747,20260227,-0.024732957240224285,-0.1451033716078739,-0.17152416630619083,-0.193906744029418,194,386,0,0,0,20260224,20260519,57,0.03,0.030000000000000002,0.030000000000000006
capacity_1000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,5,True,True,True,True,True,-0.027450975242593545,-0.0004190280097800103,0.44310344827586207,0.4827586206896552,-0.061336996704547175,0.9463081791299804,0.5274665946821433,580,58,10.0,0.7796639990719225,295,0,20260407,0.022533589503696657,20260306,-0.029561713526643718,-0.04888305407214155,-0.0870432534602209,-0.12151818361565081,285,295,0,0,0,20260225,20260320,18,0.04999999999999999,0.05,0.05000000000000002
capacity_1000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,10,True,True,True,True,True,-0.07045903601590897,-0.0011980730405637809,0.42931034482758623,0.43103448275862066,-0.09026856895732382,0.8549755277536149,0.5274665946821433,580,58,10.0,0.7796639990719225,295,0,20260407,0.021771459169505236,20260306,-0.030394872314023807,-0.09026528815003232,-0.1252173562562776,-0.15661615815192098,285,295,0,0,0,20260224,20260519,57,0.04999999999999999,0.05,0.05000000000000002
capacity_1000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,15,True,True,True,True,True,-0.11155776209320745,-0.0019763405603263114,0.4189655172413793,0.3793103448275862,-0.12901978968940786,0.7734699805034474,0.5274665946821433,580,58,10.0,0.7796639990719225,295,0,20260407,0.021010089408707477,20260306,-0.031227199654107345,-0.1298399035201392,-0.16178856217225646,-0.1903054386596098,285,295,0,0,0,20260224,20260519,57,0.04999999999999999,0.05,0.05000000000000002
capacity_1000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,20,True,True,True,True,True,-0.15083226170112685,-0.0027538317324569505,0.4068965517241379,0.3793103448275862,-0.1661135660314914,0.7004096399084998,0.5274665946821433,580,58,10.0,0.7796639990719225,295,0,20260407,0.020249479083341983,20260306,-0.03205869679088241,-0.16768618293064952,-0.1968244688431664,-0.22264283348118363,285,295,0,0,0,20260224,20260519,57,0.04999999999999999,0.05,0.05000000000000002
capacity_1000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,5,True,True,True,True,True,-0.01048923283065728,-0.00010056802587391723,0.4413793103448276,0.46551724137931033,-0.06896974726479355,0.9884565555111117,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.029237728784231247,20260306,-0.03404192118415837,-0.03859843115333017,-0.08262379909226514,-0.11842997868347571,465,115,0,0,0,20260225,20260320,18,0.05080519027543372,0.1,0.10000000000000002
capacity_1000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,10,True,True,True,True,True,-0.0621303138415743,-0.001024089566159592,0.42758620689655175,0.41379310344827586,-0.08373622547115456,0.8892154987511982,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.028256874130863786,20260306,-0.03499930416557613,-0.08790331506301663,-0.1279547554059698,-0.16035912337573088,465,115,0,0,0,20260225,20260320,18,0.05080519027543372,0.1,0.10000000000000002
capacity_1000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,15,True,True,True,True,True,-0.11107309463091952,-0.0019466894405739843,0.4189655172413793,0.3793103448275862,-0.12880502957834405,0.8010280853705245,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.027276998266556753,20260306,-0.035955731764246344,-0.1346765216498863,-0.17104278672479134,-0.2002912263479002,465,115,0,0,0,20260224,20260519,57,0.05080519027543372,0.1,0.10000000000000002
capacity_1000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,20,True,True,True,True,True,-0.15745875287859568,-0.0028683690281496917,0.4051724137931034,0.3620689655172414,-0.17279028033603638,0.7223328879847286,0.5274665946821433,580,58,10.0,0.9238565982520663,115,0,20260407,0.026298099726949374,20260306,-0.0369112054095357,-0.17904822454064173,-0.21199903418766597,-0.2383215547958354,465,115,0,0,0,20260224,20260519,57,0.05080519027543372,0.1,0.10000000000000002
capacity_5000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,5,True,True,True,True,True,-0.011367153034512745,-0.0001937190380690987,0.44482758620689655,0.46551724137931033,-0.018643487478682608,0.8755395420224868,0.5274665946821433,580,58,10.0,0.1288950646143042,564,0,20260513,0.00945255317634899,20260302,-0.007800201466293294,-0.020624749667876974,-0.03055648190772997,-0.0357451377318202,16,564,0,0,0,20260224,20260408,31,0.01,0.01,0.010000000000000002
capacity_5000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,10,True,True,True,True,True,-0.018723606875737597,-0.00032238686796575035,0.43275862068965515,0.46551724137931033,-0.02549302690729227,0.8025077354134634,0.5274665946821433,580,58,10.0,0.1288950646143042,564,0,20260513,0.009097917884014161,20260302,-0.008476097426572118,-0.027570688896168982,-0.037032396983370464,-0.041914894105954614,16,564,0,0,0,20260224,20260519,57,0.01,0.01,0.010000000000000002
capacity_5000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,15,True,True,True,True,True,-0.02602002624427957,-0.0004509262723890466,0.4224137931034483,0.43103448275862066,-0.03243279726339943,0.7361071337461003,0.5274665946821433,580,58,10.0,0.1288950646143042,564,0,20260513,0.008743636556749099,20260302,-0.009151318758070626,-0.034462336654425996,-0.04346037272782999,-0.04804074657813362,16,564,0,0,0,20260224,20260519,57,0.01,0.01,0.010000000000000002
capacity_5000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,20,True,True,True,True,True,-0.03325694303876747,-0.0005793374435184076,0.41206896551724137,0.39655172413793105,-0.03931815590693499,0.6755253292622336,0.5274665946821433,580,58,10.0,0.1288950646143042,564,0,20260513,0.008389708664874044,20260302,-0.009825866470330792,-0.041300155431754915,-0.04984079760243132,-0.054166125810421906,16,564,0,0,0,20260224,20260519,57,0.01,0.01,0.010000000000000002
capacity_5000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,5,True,True,True,True,True,-0.022814674204110652,-0.0003862356530191622,0.44310344827586207,0.4827586206896552,-0.038118818285659106,0.8822101404673914,0.5274665946821433,580,58,10.0,0.27263253778617613,513,0,20260520,0.013988207288985663,20260227,-0.017064076367907844,-0.03629517703316598,-0.05644135583357457,-0.06892977595185434,67,513,0,0,0,20260225,20260519,56,0.03,0.030000000000000002,0.030000000000000006
capacity_5000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,10,True,True,True,True,True,-0.03813912596376745,-0.0006584099673416437,0.43103448275862066,0.4827586206896552,-0.05211273495062996,0.8085006619510828,0.5274665946821433,580,58,10.0,0.27263253778617613,513,0,20260520,0.013407310388339814,20260227,-0.017656379011575553,-0.05086448047464209,-0.06987288595610797,-0.08156446078846136,67,513,0,0,0,20260225,20260519,56,0.03,0.030000000000000002,0.030000000000000006
capacity_5000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,15,True,True,True,True,True,-0.053215060880816734,-0.0009303126411816914,0.4206896551724138,0.41379310344827586,-0.06589551689619622,0.7414708737381959,0.5274665946821433,580,58,10.0,0.27263253778617613,513,0,20260520,0.012826993242533993,20260227,-0.018248090537904584,-0.06520566154335916,-0.08310595052666003,-0.09402088212280202,67,513,0,0,0,20260225,20260519,56,0.03,0.030000000000000002,0.030000000000000006
capacity_5000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,20,True,True,True,True,True,-0.06804664289012152,-0.0012019440809979734,0.4103448275862069,0.3793103448275862,-0.0795326431219524,0.6803523861367669,0.5274665946821433,580,58,10.0,0.27263253778617613,513,0,20260520,0.01224725498407869,20260227,-0.0188392118313551,-0.07932241601925916,-0.09614359028828989,-0.10630165201683295,67,513,0,0,0,20260224,20260519,57,0.03,0.030000000000000002,0.030000000000000006
capacity_5000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,5,True,True,True,True,True,-0.027153694875120538,-0.00045740811700584747,0.44310344827586207,0.5344827586206896,-0.043960128248878405,0.8920167472957929,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.015321386057635125,20260227,-0.01980758619401692,-0.041834124166024944,-0.06470011231965378,-0.08260250387817625,97,483,0,0,0,20260225,20260519,56,0.05,0.05000000000000001,0.05000000000000002
capacity_5000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,10,True,True,True,True,True,-0.04732069721770471,-0.0008181237414763291,0.42931034482758623,0.5172413793103449,-0.06234497866185995,0.8160638023713882,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.014570910402658972,20260227,-0.020587298527479328,-0.061002742130464194,-0.08239430921879187,-0.09913502432119281,97,483,0,0,0,20260225,20260519,56,0.05,0.05000000000000001,0.05000000000000002
capacity_5000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,15,True,True,True,True,True,-0.06706041115771655,-0.0011784793743309233,0.4189655172413793,0.41379310344827586,-0.08036769990838699,0.747188533754392,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.013821183714334922,20260227,-0.021366232739413578,-0.07977895527466261,-0.0997454728036562,-0.11536187596386971,97,483,0,0,0,20260225,20260519,56,0.05,0.05000000000000001,0.05000000000000002
capacity_5000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,20,True,True,True,True,True,-0.08638208819654147,-0.0015384755542043743,0.4051724137931034,0.3793103448275862,-0.09849492779063895,0.6845482709772571,0.5274665946821433,580,58,10.0,0.36126856677879476,483,0,20260520,0.013072204872031248,20260227,-0.02214438999403946,-0.09817098188093676,-0.1167604165648577,-0.131288855711703,97,483,0,0,0,20260224,20260519,57,0.05,0.05000000000000001,0.05000000000000002
capacity_5000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,5,True,True,True,True,True,-0.04039072673235511,-0.0006815853391235684,0.4396551724137931,0.4827586206896552,-0.05871092279288215,0.8824863124077248,0.5274665946821433,580,58,10.0,0.517958697267043,426,0,20260520,0.017677089967384194,20260227,-0.021707481261424952,-0.057059176503226894,-0.08575233088277268,-0.10919464072533636,154,426,0,0,0,20260225,20260519,56,0.1,0.10000000000000002,0.10000000000000003
capacity_5000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,10,True,True,True,True,True,-0.06878210761545955,-0.0011987253927976701,0.42758620689655175,0.43103448275862066,-0.08528935352374445,0.8037414648038558,0.5274665946821433,580,58,10.0,0.517958697267043,426,0,20260520,0.016747630510328276,20260227,-0.022637427755261764,-0.08412091217056339,-0.11087193898987202,-0.13266421144137808,154,426,0,0,0,20260224,20260519,57,0.1,0.10000000000000002,0.10000000000000003
capacity_5000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,15,True,True,True,True,True,-0.09632357887236598,-0.0017153493877245388,0.4189655172413793,0.3793103448275862,-0.11124836661338133,0.7327439824930438,0.5274665946821433,580,58,10.0,0.517958697267043,426,0,20260520,0.015819098602308145,20260227,-0.02356644623458029,-0.11039630740254258,-0.13529232944554437,-0.15550698046197475,154,426,0,0,0,20260224,20260519,57,0.1,0.10000000000000002,0.10000000000000003
capacity_5000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,20,True,True,True,True,True,-0.12304088604366281,-0.0022314580959883813,0.40344827586206894,0.3793103448275862,-0.13646147234266925,0.6685130199434882,0.5274665946821433,580,58,10.0,0.517958697267043,426,0,20260520,0.014891492855552552,20260227,-0.024494538087817423,-0.1359084984653104,-0.15903322245778073,-0.1777399190063771,154,426,0,0,0,20260224,20260519,57,0.1,0.10000000000000002,0.10000000000000003
