scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days,single_ticket_participation_median,single_ticket_participation_p90,single_ticket_participation_p99
E0_v7_5bp,v7_original_5bp,,,5,True,False,False,False,False,0.0563104482106116,0.0010326747876184769,0.44655172413793104,0.5172413793103449,-0.06142807961348873,1.119888709620435,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,0.02421758371420335,-0.024056056257852454,-0.06417169996848882,580,0,0,0,0,20260305,20260320,12,0.0,0.0,0.0
E1_10bp,10bp_one_way_slippage,,,10,True,False,False,False,False,-0.003227249600176618,3.1890807274591157e-05,0.4362068965517241,0.46551724137931033,-0.07266548976260367,1.003480207336016,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.03254402185585592,-0.07629633670246394,-0.11249098218166709,580,0,0,0,0,20260226,20260320,17,0.0,0.0,0.0
E2_10bp_impact_100k,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.013778899874267725,-0.00015167944032404588,0.43275862068965515,0.4482758620689655,-0.07516067028871343,0.9836220614972012,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042601254969109714,-0.08563913959214298,-0.12114172000547108,580,0,0,0,0,20260226,20260320,17,0.005080519027543372,0.015271386012349815,0.043954333911475366
E3_10bp_impact_participation_10pct_no_partial_100k,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,True,True,False,True,False,-0.018016447731370122,-0.00022583736529826863,0.43252595155709345,0.43103448275862066,-0.07900315829265459,0.9756000646701045,0.5274665946821433,580,58,10.0,0.996551724137931,0,2,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04671496030342137,-0.08956792179336082,-0.12491795640987635,578,0,2,0,0,20260225,20260320,18,0.005054761923998095,0.014991700137198537,0.03964727664360267
E4_10bp_impact_participation_10pct_partial_zero_100k,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,True,True,True,True,False,-0.01418841451966324,-0.00015890512825346485,0.43350604490500866,0.43103448275862066,-0.07541286750846843,0.9828315617840631,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042998801530954256,-0.08601881526878918,-0.12150665372757452,578,1,1,0,0,20260225,20260320,18,0.005062371943744036,0.015154939843325005,0.043954333911475366
E5_10bp_impact_participation_10pct_partial_zero_execution_100k,E4_plus_limit_suspend_zero_exit_defer,100000.0,0.1,10,True,True,True,True,True,-0.012278871782538503,-0.0001258817369411508,0.43448275862068964,0.43103448275862066,-0.07541286750846843,0.986399477178976,0.5274665946821433,580,58,10.0,0.9997220689655172,1,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04114506526443862,-0.08424840989023852,-0.11980498921714022,579,1,0,0,0,20260225,20260320,18,0.005080519027543372,0.015271386012349815,0.043954333911475366
