rule_id,validation_gross_mean_daily_return,validation_gross_profit_factor,validation_gross_max_drawdown,validation_gross_cumulative_return,holdout_gross_mean_daily_return,holdout_gross_profit_factor,holdout_gross_max_drawdown,holdout_gross_cumulative_return,validation_cost40_mean_daily_return,validation_cost40_profit_factor,validation_cost40_max_drawdown,validation_cost40_cumulative_return,holdout_cost40_mean_daily_return,holdout_cost40_profit_factor,holdout_cost40_max_drawdown,holdout_cost40_cumulative_return,holdout_capacity_1m_5pct_signal_cost40_mean_daily_return,holdout_capacity_1m_5pct_signal_cost40_profit_factor,holdout_capacity_1m_5pct_signal_cost40_max_drawdown,holdout_capacity_1m_5pct_signal_cost40_cumulative_return,holdout_remove5_gross_mean_daily_return,holdout_remove5_gross_profit_factor,holdout_remove5_gross_max_drawdown,holdout_remove5_gross_cumulative_return,holdout_capacity_avg_fill_ratio,holdout_capacity_zero_fill_trades,holdout_capacity_partial_fill_trades,holdout_top10_stock_trade_share,holdout_top5_industry_trade_share,passes_basic_robustness_screen,audit_status
combo_low_liquidity_weak_momentum,0.00473230691842,1.328498228807605,-0.8842751415675365,3.4204532724790093,0.0086204589807333,2.226293856855249,-0.4124087515675061,13.51043228993845,0.00073230691842,1.0439467802512463,-0.9393753525026104,-0.3628024420240298,0.0046204589807333,1.5422210197679893,-0.471188096130156,2.9367948024128454,0.0046204589807333,1.5422210197679893,-0.471188096130156,2.9367948024128454,0.0072985038120839,2.022413748398246,-0.4124087515675058,8.261981092512595,1.0,0,0,0.0760670731707317,0.2394817073170731,False,not_ready
combo_low_size_low_liquidity,0.0055758939336015,1.4378181236973833,-0.852403882593952,5.491081184972882,0.009010606489988,1.9513934082431663,-0.6297914336937063,14.311461384436734,0.0015758939336015,1.1047714805878348,-0.8902043526285282,-0.0628926055047529,0.005010606489988,1.4552756789649963,-0.7321391987562129,3.153805898237298,0.005010606489988,1.4552756789649963,-0.7321391987562129,3.153805898237298,0.0070866724136775,1.7368467133172152,-0.6297914336937064,7.195509658394679,1.0,0,0,0.218140243902439,0.3841463414634146,False,not_ready
low_stock_ret_60d,0.0050118745656372,1.2665145905031876,-0.9342200627491136,2.9368120223973047,0.0099265899197725,1.831860814863715,-0.5692227802893268,17.706427124495782,0.0010118745656372,1.0480842678293452,-0.975461948507704,-0.4333285449231856,0.0059265899197725,1.4361998894665262,-0.5925393176738564,4.076946599097325,0.0059265899197725,1.4361998894665262,-0.5925393176738564,4.076946599097325,0.0073385304432595,1.6056034840476685,-0.6632722550629278,7.279424176343392,1.0,0,0,0.075,0.2894817073170732,False,not_ready
low_log_total_mv,0.0205061487932112,2.144813938770204,-0.8171529202660273,2237.9466597977525,0.0102106134810143,1.6857729438322266,-0.8212278449184185,16.74980171797688,0.0165061487932112,1.8201846608608216,-0.8887469041210936,328.4024390754385,0.0062106134810143,1.3693001557382818,-0.9076649323905972,3.813647620402346,0.0062106134810143,1.3693001557382818,-0.9076649323905972,3.813647620402346,0.0073075958050746,1.483316594403835,-0.8212278449184185,6.21259987929851,1.0,0,0,0.4466463414634146,0.5097560975609756,False,not_ready
low_stock_amount_share_in_industry,0.0084200797329452,1.6426449950212625,-0.7734437662190453,20.140850756182516,0.0070782048170762,1.6863527321647271,-0.5785395018723937,7.066213509696933,0.0044200797329452,1.2865127540449206,-0.823460622884337,2.064949745713732,0.0030782048170762,1.2575213797278466,-0.6772614353511781,1.1825526983920749,0.0030782048170762,1.2575213797278466,-0.6772614353511781,1.1825526983920749,0.0051409281026071,1.4909016029938431,-0.5785395018723936,3.33811446941193,1.0,0,0,0.2403963414634146,0.933079268292683,False,not_ready
low_log_amount,0.0082146285391225,1.690866384788532,-0.7574738331647854,21.32456903675376,0.0061379982580783,1.5747990022523748,-0.6885339004425626,4.9603392967895426,0.0042146285391225,1.296157547310787,-0.8476337230080215,2.2387242986512264,0.0021379982580783,1.1727503073821406,-0.8249326589481185,0.6108355957905749,0.0021379982580783,1.1727503073821406,-0.8249326589481185,0.6108355957905749,0.0042733751744512,1.394084130152606,-0.6885339004425629,2.2864778045601977,1.0,0,0,0.1788109756097561,0.4141768292682927,False,not_ready
