rule_id,split,roundtrip_cost_bps,regime_type,regime_value,signal_days,total_trades,avg_selected_count,cumulative_return,mean_daily_return,median_daily_return,daily_win_rate,trade_win_rate,profit_factor,trade_profit_factor,max_drawdown,avg_trade_return,max_daily_return,min_daily_return
combo_low_liquidity_weak_momentum,research_holdout,0,stock_concentration_regime,stock_concentration_high,3,60,20.0,0.017805611865187476,0.005955638101558059,-0.0007801733289830026,0.3333333333333333,0.5833333333333334,6.915526298505875,1.3507167518069016,-0.0030185945796686875,0.005955638101558058,0.02088725660442643,-0.0022401689707692517
combo_low_liquidity_weak_momentum,research_holdout,0,stock_concentration_regime,stock_concentration_low,122,2440,20.0,2.4143660634978743,0.010533950823258996,0.012229036103927194,0.7049180327868853,0.590983606557377,2.7471320124133163,1.9922794877665042,-0.37662533180841995,0.010533950823258996,0.10896273162952008,-0.10884439116155106
combo_low_liquidity_weak_momentum,research_holdout,0,stock_concentration_regime,stock_concentration_normal,203,4060,20.0,3.175470586495842,0.007509860250927419,0.005857293546078368,0.6305418719211823,0.5403940886699508,1.97278985612273,1.5697953714871034,-0.412408751567506,0.00750986025092742,0.1089691079961218,-0.10562904355586844
combo_low_liquidity_weak_momentum,research_holdout,0,trend_regime,neutral,192,3840,20.0,6.773541840186814,0.011247453945159044,0.011251875733422017,0.6614583333333334,0.5791666666666667,2.5732058357449374,1.9485725962717364,-0.3762999382171933,0.011247453945159044,0.1089691079961218,-0.10884439116155106
combo_low_liquidity_weak_momentum,research_holdout,0,trend_regime,strong,136,2720,20.0,0.8666436211771569,0.004911760207426483,0.005599180532197143,0.6470588235294118,0.5319852941176471,1.7159274027930753,1.3828033638977593,-0.3934273510265185,0.0049117602074264825,0.054526201500387894,-0.10562904355586844
combo_low_liquidity_weak_momentum,research_holdout,0,vol_regime,normal_vol,328,6560,20.0,13.51043228993845,0.008620458980733348,0.007948392037320177,0.6554878048780488,0.5596036585365853,2.226293856855249,1.7030792638690653,-0.4124087515675061,0.008620458980733348,0.1089691079961218,-0.10884439116155106
combo_low_liquidity_weak_momentum,research_holdout,40,extreme_selloff_flag,False,296,5920,20.0,2.1649199702966,0.004285916153657659,0.0034281169281942052,0.6013513513513513,0.5067567567567568,1.5347252857693097,1.309788835409927,-0.42567942492363076,0.0042859161536576585,0.10496273162952008,-0.10962904355586844
combo_low_liquidity_weak_momentum,research_holdout,40,extreme_selloff_flag,True,32,640,20.0,0.24388447081140807,0.007714980131183445,0.019547450779217008,0.59375,0.5703125,1.5843109349282778,1.4642571826724209,-0.13821335553141834,0.007714980131183444,0.1049691079961218,-0.11284439116155107
combo_low_liquidity_weak_momentum,research_holdout,40,industry_crowding_regime,crowding_high,241,4820,20.0,1.3604434934295662,0.0039733894705772255,0.0030855937595953486,0.5684647302904564,0.5080912863070539,1.4458461608226547,1.2767204924610533,-0.4711880961301561,0.003973389470577224,0.08649640569471988,-0.10962904355586844
combo_low_liquidity_weak_momentum,research_holdout,40,industry_crowding_regime,crowding_low,1,20,20.0,0.008925674965662322,0.008925674965662331,0.008925674965662331,1.0,0.7,inf,2.746149819799976,0.0,0.008925674965662331,0.008925674965662331,0.008925674965662331
combo_low_liquidity_weak_momentum,research_holdout,40,industry_crowding_regime,crowding_normal,86,1720,20.0,0.6530652494345319,0.006383697770997255,0.0066343046083002545,0.686046511627907,0.5244186046511627,1.8482551603296125,1.4727340505326583,-0.3209893164037596,0.006383697770997255,0.1049691079961218,-0.11284439116155107
combo_low_liquidity_weak_momentum,research_holdout,40,market_regime_id,neutral|normal_vol|crowding_high,134,2680,20.0,1.6620952061035248,0.007756584477823431,0.007251875733422017,0.5970149253731343,0.5361940298507463,1.9540130810146508,1.5932336640317786,-0.28078214044536287,0.007756584477823433,0.08649640569471988,-0.05920462853240549
combo_low_liquidity_weak_momentum,research_holdout,40,market_regime_id,neutral|normal_vol|crowding_low,1,20,20.0,0.008925674965662322,0.008925674965662331,0.008925674965662331,1.0,0.7,inf,2.746149819799976,0.0,0.008925674965662331,0.008925674965662331,0.008925674965662331
combo_low_liquidity_weak_momentum,research_holdout,40,market_regime_id,neutral|normal_vol|crowding_normal,57,1140,20.0,0.3511939924636043,0.006021108113623397,0.006816059770653746,0.6491228070175439,0.5271929824561403,1.6089838683620574,1.4002938741338031,-0.31790507765658116,0.006021108113623398,0.1049691079961218,-0.11284439116155107
combo_low_liquidity_weak_momentum,research_holdout,40,market_regime_id,strong|normal_vol|crowding_high,107,2140,20.0,-0.1133136455759911,-0.0007644435291516719,0.0006744420269774572,0.5327102803738317,0.47289719626168225,0.9227114128831415,0.9521222121435278,-0.44832670334336777,-0.0007644435291516718,0.05052620150038789,-0.10962904355586844
combo_low_liquidity_weak_momentum,research_holdout,40,market_regime_id,strong|normal_vol|crowding_normal,29,580,20.0,0.22341074535162098,0.007096373994111391,0.006109166761684328,0.7586206896551724,0.5189655172413793,3.460435040942578,1.6770741334490664,-0.059902629864043266,0.007096373994111387,0.04301271515519792,-0.026962624880263485
