selector_type,selector_id,split,group_type,group_value,trade_count,trade_share_within_selector_split,avg_trade_return,trade_win_rate,positive_trade_return_sum,negative_trade_return_sum,amount_median,amount_p10,amount_p90,total_mv_median,turnover_rate_median,trade_profit_factor
simple_rule,low_log_total_mv,validation,liquidity_bucket,liq_q4,16,0.001652892561983471,-0.036478125839695195,0.3125,0.47759714830591027,-1.0612471617410333,97949.177,64560.848,247358.86450000003,72341.05674999999,,0.4500338521729343
simple_rule,low_log_total_mv,validation,liquidity_bucket,liq_q5,1,0.00010330578512396694,-0.2577777777777779,0.0,0.0,-0.2577777777777779,206294.548,206294.548,206294.548,71250.228,,0.0
simple_rule,low_log_total_mv,research_holdout,liquidity_bucket,liq_q1,5661,0.8629573170731707,0.010227886990809107,0.5122769828652182,165.79549069729302,-107.89542244232265,18570.886,7834.365,39636.207,112129.5798,,1.5366313690084659
simple_rule,low_log_total_mv,research_holdout,liquidity_bucket,liq_q2,676,0.10304878048780487,0.011093070466523535,0.4822485207100592,27.337893525949287,-19.838977890579383,61346.468,44107.0705,88583.244,110968.04705,,1.3779890111642694
simple_rule,low_log_total_mv,research_holdout,liquidity_bucket,liq_q3,174,0.02652439024390244,0.011162155828441878,0.42528735632183906,7.750198124825124,-5.807983010676237,110903.6725,80807.4388,148773.42620000002,111465.94,,1.3344044069307204
simple_rule,low_log_total_mv,research_holdout,liquidity_bucket,liq_q4,47,0.007164634146341464,-0.005738232219305104,0.3617021276595745,1.870715778109306,-2.1404126924166453,198778.386,147963.9858,263381.368,113648.634,,0.8739977036845
simple_rule,low_log_total_mv,research_holdout,liquidity_bucket,liq_q5,2,0.0003048780487804878,-0.04493882736387944,0.0,0.0,-0.08987765472775888,345435.176,303434.3832,387435.96880000003,117877.91105,,0.0
simple_rule,low_stock_amount_share_in_industry,train,liquidity_bucket,liq_q1,24167,0.9945267489711934,0.004240368188350214,0.5033309885380891,500.0284415769868,-397.5514635691271,4591.716,317.7638,14413.015200000005,193701.99725000001,,1.257770345222338
simple_rule,low_stock_amount_share_in_industry,train,liquidity_bucket,liq_q2,113,0.0046502057613168725,0.008164717910897961,0.5398230088495575,2.5182272954238254,-1.5956141714923562,16375.12,11684.1914,24918.2118,262888.952,,1.5782181810710303
simple_rule,low_stock_amount_share_in_industry,train,liquidity_bucket,liq_q3,2,8.23045267489712e-05,0.05793269230769216,1.0,0.11586538461538431,0.0,25195.801,21964.513,28427.089,182838.63125,,
simple_rule,low_stock_amount_share_in_industry,train,liquidity_bucket,liq_q4,18,0.0007407407407407407,0.11456110829394955,0.8888888888888888,2.1419657271006427,-0.07986577780955095,61696.248999999996,41307.2679,79929.1473,297628.10569999996,,26.81956885474031
simple_rule,low_stock_amount_share_in_industry,validation,liquidity_bucket,liq_q1,9680,1.0,0.008420079732945287,0.4559917355371901,247.8264565274572,-166.32008471254682,1016.139,92.934,16326.366800000002,69159.216,,1.4900573009915123
simple_rule,low_stock_amount_share_in_industry,research_holdout,liquidity_bucket,liq_q1,6553,0.9989329268292683,0.007107464967030943,0.539142377537006,148.10778021966289,-101.53256229070911,15289.718,6799.7036,30424.576,193828.32,,1.4587219792168655
simple_rule,low_stock_amount_share_in_industry,research_holdout,liquidity_bucket,liq_q2,7,0.0010670731707317074,-0.020313475561909117,0.2857142857142857,0.01960978436114491,-0.16180411329450872,50683.509,43356.2868,58371.5026,194672.1,,0.12119459735521089
simple_rule,low_log_amount,train,liquidity_bucket,liq_q1,24280,0.9991769547325103,0.0032731749278632634,0.4993822075782537,449.4459022677579,-369.9732150192379,2759.0215,262.48130000000003,7494.337800000001,198252.7623,,1.2148065968623907
simple_rule,low_log_amount,train,liquidity_bucket,liq_q3,4,0.0001646090534979424,0.06439739775209014,1.0,0.25758959100836054,0.0,24176.316,19041.0355,28623.22,213820.0884,,
simple_rule,low_log_amount,train,liquidity_bucket,liq_q4,16,0.0006584362139917696,0.10920232854158901,1.0,1.7472372566654242,0.0,40888.9955,35817.7385,49253.5115,351566.33204999997,,
simple_rule,low_log_amount,validation,liquidity_bucket,liq_q1,9680,1.0,0.00821462853912258,0.4609504132231405,233.888756912245,-154.37115265353836,667.1134999999999,69.4782,9072.206,66638.70375,,1.5151066302988054
simple_rule,low_log_amount,research_holdout,liquidity_bucket,liq_q1,6560,1.0,0.006137998258078351,0.5382621951219512,137.12346563590796,-96.85819706291394,9312.55,5059.2669000000005,16146.2068,168384.03095,,1.4157135874296713
simple_rule,combo_low_liquidity_weak_momentum,train,liquidity_bucket,liq_q1,21700,0.9393939393939394,0.0030672296314199587,0.49193548387096775,451.8193083197831,-385.2604253179701,8743.1895,1903.1066000000003,19309.8872,318565.11215,0.314,1.1727633533781192
simple_rule,combo_low_liquidity_weak_momentum,train,liquidity_bucket,liq_q2,1358,0.058787878787878785,0.004228989140280353,0.4882179675994109,29.368303879178278,-23.62533662667756,24367.606,14238.6188,41507.1129,797276.1084499999,0.341,1.2430850972940553
simple_rule,combo_low_liquidity_weak_momentum,train,liquidity_bucket,liq_q3,24,0.001038961038961039,-0.0011218961172229647,0.4166666666666667,0.48761927686681616,-0.5145447836801673,43525.2195,27933.1445,75565.27419999999,2263653.88925,0.2553,0.9476712082847825
simple_rule,combo_low_liquidity_weak_momentum,train,liquidity_bucket,liq_q4,14,0.0006060606060606061,0.09906145723128154,1.0,1.3868604012379415,0.0,62407.711500000005,38627.415799999995,93914.3842,803881.281,1.03695,
simple_rule,combo_low_liquidity_weak_momentum,train,liquidity_bucket,liq_q5,4,0.00017316017316017316,0.06708314988370034,1.0,0.2683325995348014,0.0,188885.2165,141797.6583,261753.7257,3053100.61975,0.50665,
simple_rule,combo_low_liquidity_weak_momentum,validation,liquidity_bucket,liq_q1,9268,0.9574380165289256,0.005224560207143801,0.4596460940871817,237.02902973767743,-188.6078057378687,8832.592499999999,437.9306,25716.331000000002,248884.9041,0.353,1.2567296926570772
simple_rule,combo_low_liquidity_weak_momentum,validation,liquidity_bucket,liq_q2,412,0.04256198347107438,-0.006341002498792466,0.4223300970873786,6.206544449252149,-8.819037478754645,30711.347999999998,19144.631,65132.669300000016,991044.57725,0.36719999999999997,0.7037666484810754
simple_rule,combo_low_liquidity_weak_momentum,research_holdout,liquidity_bucket,liq_q1,6256,0.9536585365853658,0.008716200620005747,0.5607416879795396,131.4475172630294,-76.91896618427344,25792.826,9854.5975,44205.0645,432992.87175,0.6481,1.7089090478429318
simple_rule,combo_low_liquidity_weak_momentum,research_holdout,liquidity_bucket,liq_q2,304,0.046341463414634146,0.006650196825180281,0.5361842105263158,5.534892151804833,-3.5132323169500275,58725.6705,43408.4794,79418.67599999998,1124123.40775,0.53135,1.5754415456959836
simple_rule,combo_low_size_low_liquidity,train,liquidity_bucket,liq_q1,24280,0.9991769547325103,0.002215337558860543,0.5078665568369028,430.22561897233834,-376.4372230432043,4501.2545,336.9467,9631.149,170097.82,0.2703,1.1428880903283059
simple_rule,combo_low_size_low_liquidity,train,liquidity_bucket,liq_q3,4,0.0001646090534979424,0.06439739775209014,1.0,0.25758959100836054,0.0,24176.316,19041.0355,28623.22,213820.0884,1.71585,
simple_rule,combo_low_size_low_liquidity,train,liquidity_bucket,liq_q4,16,0.0006584362139917696,0.10365228253976996,1.0,1.6584365206363194,0.0,44019.7245,36854.5355,59672.286,401723.82385,1.3284500000000001,
simple_rule,combo_low_size_low_liquidity,validation,liquidity_bucket,liq_q1,9680,1.0,0.005575893933601553,0.4558884297520661,213.69244928482928,-159.71779600756622,766.9365,74.25410000000001,12092.026300000001,73296.50725,0.1807,1.3379376289083413
simple_rule,combo_low_size_low_liquidity,research_holdout,liquidity_bucket,liq_q1,6560,1.0,0.009010606489988079,0.5617378048780488,149.9651308562691,-90.8555522819473,11473.7575,5718.0098,21646.3423,186743.74,0.721,1.6505885120910402
simple_rule,low_stock_ret_60d,train,liquidity_bucket,liq_q3,5095,0.22056277056277057,0.00406028462195284,0.4590775269872424,163.8420808681534,-143.1549307193037,64373.388,37348.2906,104843.6144,383513.2762,,1.144508820233463
simple_rule,low_stock_ret_60d,train,liquidity_bucket,liq_q1,1740,0.07532467532467532,0.011857192572022902,0.4752873563218391,68.40069992284668,-47.76918484752682,13464.012999999999,3422.6644,32293.00990000002,166134.32875,,1.4319000866599052
simple_rule,low_stock_ret_60d,train,liquidity_bucket,liq_q4,6394,0.2767965367965368,0.00503054003721303,0.470441038473569,208.84502887820977,-176.67975588026965,126889.951,68359.1475,221770.0796,600985.6302,,1.1820540946396685
simple_rule,low_stock_ret_60d,train,liquidity_bucket,liq_q2,3263,0.14125541125541125,0.004765557316434408,0.47165185412197363,99.40395744009598,-83.8539439165705,36353.153,22319.253,61794.45240000001,302855.6,,1.1854416476701057
simple_rule,low_stock_ret_60d,train,liquidity_bucket,liq_q5,6608,0.28606060606060607,-1.7437593844556146e-05,0.44854721549636806,209.02730211835507,-209.14252973847988,349856.537,148051.8496,973563.4518000004,1227574.7940500001,,0.9994490474019373
simple_rule,low_stock_ret_60d,validation,liquidity_bucket,liq_q5,2824,0.29173553719008266,0.004021425472937311,0.4380311614730878,89.6668140386221,-78.31030850304714,372872.735,196127.4073,1000520.3112000002,1586867.1670499998,,1.1450192925128506
simple_rule,low_stock_ret_60d,validation,liquidity_bucket,liq_q2,1303,0.1346074380165289,0.010011234901583548,0.4528012279355334,49.97679279812116,-36.93215372135779,36829.506,23050.874600000003,64544.884399999995,285468.7014,,1.3532054798423434
simple_rule,low_stock_ret_60d,validation,liquidity_bucket,liq_q1,1161,0.11993801652892562,0.004182929935941541,0.446167097329888,47.147782293927875,-42.29140063829975,12520.565,3943.089,32424.331,105492.66,,1.1148314215734465
simple_rule,low_stock_ret_60d,validation,liquidity_bucket,liq_q4,2433,0.2513429752066116,0.004965993278289876,0.44101931771475544,81.97957569188534,-69.89731404580607,130592.406,82504.00319999999,241337.36820000008,669345.1539,,1.1728573094834711
simple_rule,low_stock_ret_60d,validation,liquidity_bucket,liq_q3,1959,0.20237603305785123,0.0036626635432990286,0.4568657478305258,63.20689454350572,-56.031736662182915,66405.143,44595.3174,115386.607,440862.2852,,1.1280552470572536
simple_rule,low_stock_ret_60d,research_holdout,liquidity_bucket,liq_q3,1596,0.24329268292682926,0.009741823739220683,0.5194235588972431,49.45719468572965,-33.90924399793344,129824.07250000001,89648.3995,194462.97999999998,490981.10730000003,,1.4585165829336615
simple_rule,low_stock_ret_60d,research_holdout,liquidity_bucket,liq_q1,1008,0.15365853658536585,0.005809646378401604,0.4742063492063492,32.88989386770055,-27.033770318271735,32753.7895,12745.0317,54087.95440000002,200371.02360000001,,1.2166225236244885
simple_rule,low_stock_ret_60d,research_holdout,liquidity_bucket,liq_q2,1254,0.19115853658536586,0.01449372852978097,0.5175438596491229,42.74359880307535,-24.568463226730014,72122.2025,50306.8827,108275.11580000001,335679.06834999996,,1.7397750281983912
simple_rule,low_stock_ret_60d,research_holdout,liquidity_bucket,liq_q4,1648,0.25121951219512195,0.009132401476131598,0.5018203883495146,54.44607587098474,-39.39587823831987,242535.87099999998,162065.5417,372306.45420000004,749510.1028,,1.3820246763283408
simple_rule,low_stock_ret_60d,research_holdout,liquidity_bucket,liq_q5,1054,0.16067073170731708,0.009951634181662873,0.4990512333965844,39.29535515015029,-28.806332722677624,598999.6070000001,350024.0823,1358043.5905000002,1573989.1883,,1.3641221021937042
