model_id,split,industry,trade_count,avg_trade_return,median_trade_return,trade_win_rate,positive_trade_return_sum,negative_trade_return_sum,avg_score,trade_profit_factor
ridge_primary_alpha1,research_holdout,化工原料,333,0.0173374885044372,0.01338199513381988,0.6396396396396397,8.406084363568134,-2.6327006915905464,0.0058442885,3.19295102189896
ridge_primary_alpha1,research_holdout,环境保护,442,0.01971240069692815,0.01107919673982427,0.6153846153846154,14.018636575048303,-5.305755467006059,0.0057872464,2.6421565528648014
ridge_primary_alpha1,research_holdout,橡胶,52,0.0015101102422303003,-0.004188268049155175,0.46153846153846156,1.0380718853139121,-0.9595461527179365,0.0059449803,1.0818363268651014
ridge_primary_alpha1,research_holdout,塑料,246,0.013140190433829397,0.013183594837473889,0.6300813008130082,6.712188877785784,-3.4797020310637525,0.005844648,1.928955070826525
ridge_primary_alpha1,research_holdout,元器件,326,0.005187724447243817,-0.0034914325009183234,0.4662576687116564,8.729636853635736,-7.0384386838342525,0.0058600213,1.2402803016080532
ridge_primary_alpha1,research_holdout,专用机械,553,0.012517936407057768,0.00829445308449972,0.5641952983725136,15.73313121771439,-8.810712384611445,0.0058695837,1.785682080054441
ridge_primary_alpha1,research_holdout,通信设备,51,0.008104112757190637,0.002365184484389715,0.5294117647058824,1.2074187097791849,-0.7941089591624624,0.0056705317,1.5204698245095176
ridge_primary_alpha1,research_holdout,IT设备,134,-0.005345587252421412,0.0024134611150232743,0.5223880597014925,1.7722176533385856,-2.488526345163055,0.0058099893,0.7121554717647425
ridge_primary_alpha1,research_holdout,汽车配件,431,0.0029050805322044623,-0.0042918454935622075,0.4361948955916473,9.832168590886976,-8.580078881506854,0.0059300773,1.1459298599315706
ridge_primary_alpha1,research_holdout,软件服务,313,0.00839261950717892,0.003841229193341844,0.5399361022364217,8.166799711246881,-5.539909805499878,0.005695857,1.474175572883713
ridge_primary_alpha1,research_holdout,化学制药,68,0.010990439630942136,0.01141426783479349,0.6617647058823529,1.4905788591561326,-0.7432289642520673,0.0057362,2.005544631399215
ridge_primary_alpha1,research_holdout,电器仪表,185,0.01855956482039376,0.015582034830430969,0.6216216216216216,5.574595996600587,-2.141076504827742,0.0057119015,2.603641665316899
ridge_primary_alpha1,research_holdout,电气设备,222,0.007667224558391976,0.0024324641766499955,0.5225225225225225,5.988238518086527,-4.28611466612351,0.0057957335,1.3971251318627156
ridge_primary_alpha1,research_holdout,运输设备,106,0.007567957660768398,-0.0004911591355598599,0.49056603773584906,2.507364530784707,-1.705161018743257,0.0057602897,1.470456164094516
ridge_primary_alpha1,research_holdout,矿物制品,29,0.03359597305802513,0.012842965557501529,0.6896551724137931,1.3635092763736292,-0.3892260576909006,0.005815455,3.503129478182174
ridge_primary_alpha1,research_holdout,船舶,2,0.02012843668472808,0.02012843668472808,1.0,0.04025687336945616,0.0,0.005520235,
ridge_primary_alpha1,research_holdout,石油加工,26,0.012928235034401513,0.00987176231589637,0.6538461538461539,0.4852941048610846,-0.14915999396664525,0.005696423,3.253513840779618
ridge_primary_alpha1,research_holdout,水泥,12,0.02204095251121031,0.02093173450953434,0.8333333333333334,0.2754285229935274,-0.010937092859003683,0.0056136134,25.18297380704671
ridge_primary_alpha1,research_holdout,商贸代理,31,0.009134289042124705,-0.0017889087656528524,0.45161290322580644,0.8605009710687035,-0.5773380107628376,0.005760903,1.4904630476897271
ridge_primary_alpha1,research_holdout,装修装饰,59,0.015298977543197716,0.01646341463414669,0.6440677966101694,2.015796045485992,-1.1131563704373266,0.0056602913,1.81088308796548
ridge_primary_alpha1,research_holdout,建筑工程,251,0.012792860517837942,0.009513742071881603,0.5537848605577689,7.532610171850074,-4.321602181872749,0.0058663078,1.7430133211812306
ridge_primary_alpha1,research_holdout,钢加工,8,0.051721156651753905,0.030766852195423633,0.875,0.43729866497873693,-0.023529411764705688,0.005676206,18.585193261596473
ridge_primary_alpha1,research_holdout,纺织,54,0.021195495452923478,0.0062040006107801915,0.5740740740740741,1.7582657470249994,-0.6137089925671314,0.005708039,2.864982863735159
ridge_primary_alpha1,research_holdout,中成药,173,0.009442189663563257,0.008365019011406849,0.5549132947976878,3.6677542656605615,-2.0342554538641178,0.0058382014,1.8029959112035674
ridge_primary_alpha1,research_holdout,小金属,52,0.01834996281699306,0.003960901027593722,0.5192307692307693,1.8357208716964095,-0.8815228052127703,0.0058742333,2.08244286006115
ridge_primary_alpha1,research_holdout,家用电器,354,0.004781063073065331,-0.002568813371969514,0.4576271186440678,7.139984125715389,-5.447487797850261,0.0059374054,1.3106930002730868
ridge_primary_alpha1,research_holdout,其他建材,12,0.03579414980234744,0.02678718358259513,0.5833333333333334,0.5016206738936708,-0.07209087626550148,0.005728748,6.958171406410237
ridge_primary_alpha1,research_holdout,机械基件,229,0.005651734450494099,0.0015527950310560978,0.5240174672489083,5.151803238542751,-3.8575560493796024,0.0058171363,1.335509626456704
ridge_primary_alpha1,research_holdout,航空,26,0.013220132337357164,0.010516821821680122,0.5384615384615384,1.1503071513999286,-0.8065837106286423,0.005845472,1.4261472631320462
ridge_primary_alpha1,research_holdout,饲料,136,0.0010241300716571612,-0.003014319722328185,0.45588235294117646,2.882519956892153,-2.743238267146779,0.0059795217,1.050772727769739
ridge_primary_alpha1,research_holdout,家居用品,202,0.012197674079905609,0.009753913814423365,0.6138613861386139,5.818615105874832,-3.3546849417338995,0.005757283,1.7344743863986904
ridge_primary_alpha1,research_holdout,食品,193,0.000532812224709411,0.0,0.49222797927461137,3.2042245698421237,-3.1013918104732072,0.005903526,1.0331569713383704
ridge_primary_alpha1,research_holdout,公路,5,0.08352574859700221,0.05029013539651839,0.8,0.4306287429850111,-0.013000000000000012,0.0056228777,33.1252879219239
ridge_primary_alpha1,research_holdout,供气供热,34,0.0035502315047895223,0.005513294717007455,0.5588235294117647,0.5275033312635511,-0.40679546010070733,0.0056384746,1.29672865850804
ridge_primary_alpha1,research_holdout,房产服务,18,0.02773783738984179,0.01334068734103655,0.5555555555555556,0.9504646023661159,-0.45118352934896366,0.005698375,2.1066030573801995
ridge_primary_alpha1,research_holdout,日用化工,32,-0.018330803817649118,-0.012981564518981803,0.40625,0.2717131814438454,-0.8582989036086172,0.005847118,0.31657174476334426
ridge_primary_alpha1,research_holdout,林业,30,0.012252993997557112,0.009461804766794257,0.5333333333333333,0.8282173534857025,-0.4606275335589891,0.0058106114,1.7980196430868345
ridge_primary_alpha1,research_holdout,农用机械,36,-0.0006271639940231771,-0.0032569764470981033,0.5,0.6502833047314149,-0.6728612085162493,0.0058648195,0.9664449317347009
ridge_primary_alpha1,research_holdout,UNKNOWN,72,0.019287195224413616,0.008733624454148492,0.5,4.172993932723168,-2.7843158765653877,0.005851887,1.4987501841460582
ridge_primary_alpha1,research_holdout,其他商业,8,-0.0029097617080406785,0.0039432176656151174,0.625,0.03797563585068442,-0.06125372951500985,0.0056267492,0.619972631076753
ridge_primary_alpha1,research_holdout,综合类,19,-0.003034218867273444,0.0035211267605634866,0.5263157894736842,0.27839568231630984,-0.3360458407945053,0.0056753526,0.8284455527201452
ridge_primary_alpha1,research_holdout,区域地产,14,0.020531427339383384,0.026948095048453413,0.8571428571428571,0.3750660599627904,-0.08762607721142301,0.005630961,4.28030184505277
ridge_primary_alpha1,research_holdout,染料涂料,69,0.00998026023296058,0.010236220472440882,0.6521739130434783,1.2253791866287442,-0.5367412305544641,0.0057352423,2.28299805730017
ridge_primary_alpha1,research_holdout,服饰,22,0.012610014954353805,0.008750735900153073,0.5909090909090909,0.5693454384906584,-0.2919251094948747,0.005661312,1.9503133508310095
ridge_primary_alpha1,research_holdout,红黄酒,13,0.01546055601419158,0.012027491408934665,0.6153846153846154,0.31710269137387126,-0.11611546318938071,0.0056820726,2.730925603394327
ridge_primary_alpha1,research_holdout,焦炭加工,6,0.04004073953019307,0.041850457235072636,0.6666666666666666,0.24609239039753272,-0.005847953216374324,0.0055669392,42.0817987579777
ridge_primary_alpha1,research_holdout,种植业,10,0.0008017528237012295,0.014573025766240422,0.6,0.12957871205587845,-0.12156118381886616,0.005736828,1.065954673894579
ridge_primary_alpha1,research_holdout,全国地产,10,0.005125407224775358,0.009572560752786452,0.6,0.15079256956826637,-0.09953849732051279,0.0057334835,1.514917078592377
ridge_primary_alpha1,research_holdout,啤酒,8,0.024023635807236376,0.018211920529801362,0.5,0.3377144039299802,-0.1455253174720892,0.005650445,2.3206573934789843
ridge_primary_alpha1,research_holdout,渔业,2,0.03772741112887268,0.03772741112887268,0.5,0.13505747126436796,-0.0596026490066226,0.005876176,2.2659642401021705
ridge_primary_alpha1,research_holdout,互联网,15,-0.01078630575047886,-0.0020100502512563345,0.4,0.5623278424222025,-0.7241224286793854,0.0056071947,0.776564597574674
ridge_primary_alpha1,research_holdout,半导体,53,0.0015360714593854452,0.0,0.49056603773584906,1.1189792877083593,-1.0375675003609306,0.0055846386,1.0784640877042782
ridge_primary_alpha1,research_holdout,园区开发,4,0.03678028432732283,-0.011531943376342335,0.5,0.2776432256627053,-0.13052208835341395,0.0055506793,2.127174252000414
ridge_primary_alpha1,research_holdout,农业综合,113,-0.007591707388307239,-0.005617977528089901,0.4424778761061947,1.7871706852296394,-2.6450336201083573,0.0060521746,0.6756703096864325
ridge_primary_alpha1,research_holdout,农药化肥,36,-0.012899854260633567,-0.006149563685717396,0.4444444444444444,0.3110232598236147,-0.7754180132064231,0.0058359774,0.40110399104285127
ridge_primary_alpha1,research_holdout,工程机械,1,0.07803672316384191,0.07803672316384191,1.0,0.07803672316384191,0.0,0.0056034476,
ridge_primary_alpha1,research_holdout,摩托车,34,-0.006013270847729409,-0.008535363654578354,0.2647058823529412,0.3931618844317215,-0.5976130932545214,0.0059176115,0.6578869989119787
ridge_primary_alpha1,research_holdout,纺织机械,2,0.018334793060395316,0.018334793060395316,1.0,0.03666958612079063,0.0,0.0055301837,
ridge_primary_alpha1,research_holdout,铝,3,0.020637259208121872,0.021608643457383003,1.0,0.061911777624365616,0.0,0.0056420886,
ridge_primary_alpha1,research_holdout,广告包装,52,0.0004326806412870293,0.005977610539166234,0.5384615384615384,1.0934658396163666,-1.070966446269441,0.0059597413,1.0210084951076657
ridge_primary_alpha1,research_holdout,化纤,16,0.01153807324721199,-0.004883857075909159,0.375,0.40223179196535996,-0.21762262000996813,0.005558763,1.84829955611662
ridge_primary_alpha1,research_holdout,出版业,13,0.0010181658432788852,-0.003276897870016393,0.38461538461538464,0.10372276453361828,-0.09048660857099278,0.0054995464,1.1462775119065365
ridge_primary_alpha1,research_holdout,医药商业,7,-0.0014831736400302711,-0.004464285714285587,0.42857142857142855,0.03154065718150756,-0.04192287266171946,0.0054493635,0.752349616783487
ridge_primary_alpha1,research_holdout,文教休闲,5,0.009971825094727294,0.0050890585241729624,0.6,0.1006928110684886,-0.05083368559485213,0.0054448536,1.9808284583379814
ridge_primary_alpha1,research_holdout,机床制造,90,-0.004436272359025956,-0.007651145908304957,0.4,1.0215520004473224,-1.4208165127596584,0.005978683,0.7189893918555024
ridge_primary_alpha1,research_holdout,造纸,5,0.024306837675053528,0.02821869488536155,1.0,0.12153418837526764,0.0,0.0054246183,
ridge_primary_alpha1,research_holdout,百货,7,0.011769235533935638,-0.014539579967689842,0.14285714285714285,0.22870662460567814,-0.14632197586812867,0.0057425983,1.5630367431054777
ridge_primary_alpha1,research_holdout,乳制品,1,0.019701492537313348,0.019701492537313348,1.0,0.019701492537313348,0.0,0.0056860754,
ridge_primary_alpha1,research_holdout,仓储物流,24,0.004929627412890043,0.010044031853401858,0.5416666666666666,0.2981530139008144,-0.17984195599145336,0.005789565,1.6578612718991086
ridge_primary_alpha1,research_holdout,水务,3,-0.0016751959276987138,-0.00544959128065392,0.3333333333333333,0.020804438280166426,-0.025830026063262568,0.0056689032,0.8054362093639574
ridge_primary_alpha1,research_holdout,汽车服务,10,0.026001231876822073,0.01957201752868598,0.6,0.3418124635824056,-0.08180014481418485,0.005916357,4.178629076499292
ridge_primary_alpha1,research_holdout,石油贸易,3,-0.00013689316546886912,-0.0030339805825243538,0.3333333333333333,0.009852216748768461,-0.010262896245175068,0.0055954345,0.9599840545401906
ridge_primary_alpha1,research_holdout,化工机械,8,-0.013397567513090708,-0.005933119844410084,0.5,0.06461475619168389,-0.17179529629640955,0.005935412,0.37611481562452015
ridge_primary_alpha1,research_holdout,影视音像,4,0.08930861018502656,0.0831812035158892,1.0,0.35723444074010624,0.0,0.005670216,
ridge_primary_alpha1,research_holdout,汽车整车,2,0.024707445207776235,0.024707445207776235,1.0,0.04941489041555247,0.0,0.005626975,
ridge_primary_alpha1,research_holdout,轻工机械,2,0.03467401500938083,0.03467401500938083,1.0,0.06934803001876166,0.0,0.0055371122,
ridge_primary_alpha1,research_holdout,铅锌,4,-0.020128520154438667,-0.020241762734851787,0.5,0.09971839080459777,-0.18023247142235244,0.0058967993,0.553276499055046
logistic_primary_sgd_l2,train,电气设备,1417,0.001665637247457007,-0.0004048582995951344,0.4883556810162315,28.740327285609194,-26.380119305962616,0.10570177,1.0894691927762854
logistic_primary_sgd_l2,train,装修装饰,448,-0.006482499557223583,-0.006653936328649024,0.4375,8.298723412247035,-11.2028832138832,0.10953099,0.7407667520770744
logistic_primary_sgd_l2,train,百货,813,0.008394930265478056,0.005605381165919354,0.5510455104551045,17.389292449419656,-10.564214143585996,0.10533873,1.6460564139527092
logistic_primary_sgd_l2,train,专用机械,1415,0.0020742869455020354,0.0008481764206957898,0.5003533568904593,27.74916948732763,-24.81405345944225,0.106869176,1.118284424295399
logistic_primary_sgd_l2,train,文教休闲,210,0.0035705799743580586,-0.0012322578065648848,0.48095238095238096,4.0872196333729525,-3.3373978387577603,0.101171054,1.2246725835042458
logistic_primary_sgd_l2,train,环境保护,724,0.0034265966721393213,0.0006660464727341608,0.5041436464088398,13.843195901537872,-11.362339910909004,0.11062267,1.2183402371413825
logistic_primary_sgd_l2,train,房产服务,231,0.0025222936458025704,-0.0013586956521740579,0.47186147186147187,3.72167294105689,-3.1390231088764966,0.104965925,1.1856150184217447
logistic_primary_sgd_l2,train,塑料,486,0.00683601372545269,0.0033218133019595752,0.522633744855967,9.839811155275981,-6.517508484705975,0.10899927,1.5097504174127494
logistic_primary_sgd_l2,train,医药商业,148,0.009151349465051105,0.004288337924701513,0.6013513513513513,2.484590457202308,-1.1301907363747443,0.10174547,2.198381545023102
logistic_primary_sgd_l2,train,供气供热,362,0.009702910478207382,0.005571073867163268,0.5469613259668509,8.261731935918526,-4.749278342807454,0.106541544,1.7395762765579972
logistic_primary_sgd_l2,train,化工机械,100,-0.01509069853326258,-0.003295955773186421,0.44,1.3479142981311505,-2.8569841514574086,0.10351306,0.47179621120528464
logistic_primary_sgd_l2,train,纺织机械,106,-0.007387069116364996,-0.0009861932938856066,0.49056603773584906,1.1939897766465477,-1.9770191029812374,0.101253666,0.6039343650479027
logistic_primary_sgd_l2,train,纺织,313,0.004760293426067103,0.0043057050592034685,0.5623003194888179,5.287205754182235,-3.797233911823232,0.10301556,1.392383476224565
logistic_primary_sgd_l2,train,公共交通,71,0.0060252613658971135,0.004008016032064132,0.5352112676056338,1.154448053694802,-0.726654496716107,0.10491062,1.5887165893997455
logistic_primary_sgd_l2,train,旅游景点,381,0.012669876559180742,0.009398496240601517,0.6167979002624672,8.481821707079423,-3.65459873803156,0.10189682,2.320862648698856
logistic_primary_sgd_l2,train,钢加工,114,0.014900969207996793,0.010217733340100454,0.6403508771929824,2.784708676405531,-1.0859981866938964,0.10601523,2.5641927496057964
logistic_primary_sgd_l2,train,新型电力,99,0.005191453392279015,-0.0025188916876573986,0.4444444444444444,2.04602244594499,-1.5320685601093675,0.09963826,1.3354640250557284
logistic_primary_sgd_l2,train,小金属,455,0.002824800322201299,0.0015797788309634964,0.5098901098901099,10.50439627285815,-9.219112126256558,0.11192878,1.1394151767544978
logistic_primary_sgd_l2,train,水力发电,138,0.0016554172716285967,0.007266271564525195,0.5869565217391305,2.525712179063513,-2.297264595578767,0.10245225,1.0994433048436858
logistic_primary_sgd_l2,train,通信设备,227,0.0011229988048400078,0.0013550135501354532,0.5110132158590308,4.505260766061017,-4.250340037362335,0.10976774,1.0599765492778974
logistic_primary_sgd_l2,train,综合类,107,0.005186685306625174,0.0049423393739702615,0.5420560747663551,1.7742275677938169,-1.219252239984923,0.106186554,1.4551767957512685
logistic_primary_sgd_l2,train,公路,104,-0.0001150162325799263,0.0010403786385054792,0.5096153846153846,1.2496721419499863,-1.2616338301382988,0.10431308,0.9905188907410629
logistic_primary_sgd_l2,train,软件服务,768,0.0004979612811223331,-0.0010471090212471057,0.48046875,13.89011086968412,-13.50767660578217,0.11359016,1.0283123645215377
logistic_primary_sgd_l2,train,UNKNOWN,1460,0.004489647142214512,0.0024665450121653665,0.5082191780821917,37.60801095376124,-31.053126126128056,0.10795818,1.2110861496201475
logistic_primary_sgd_l2,train,商贸代理,485,0.00589960446094405,0.0021505376344086446,0.5072164948453608,10.50771862568728,-7.646410462129417,0.10616168,1.3742027945961235
logistic_primary_sgd_l2,train,种植业,82,-0.001340996922489618,0.000526315789473708,0.5,1.2699876606145815,-1.3799494082587298,0.10036846,0.9203146528517288
logistic_primary_sgd_l2,train,服饰,440,0.0012861152473976232,0.0020134689946010864,0.5136363636363637,7.796139034588918,-7.230248325733964,0.10557054,1.0782671193796802
logistic_primary_sgd_l2,train,建筑工程,870,-0.0016380112373584501,-0.002314279226009963,0.4494252873563218,12.11208710479929,-13.53715688130114,0.11266704,0.8947290196163497
logistic_primary_sgd_l2,train,机械基件,515,0.0028001716890366803,0.0013774104683195176,0.5087378640776699,10.457659035825419,-9.015570615971527,0.11068516,1.1599553130113762
logistic_primary_sgd_l2,train,生物制药,147,0.015891283404651384,0.014038876889848728,0.6122448979591837,4.702558640983782,-2.366539980500029,0.1052744,1.987102977229302
logistic_primary_sgd_l2,train,化工原料,1130,0.006205506306446122,0.003925420855965256,0.5292035398230088,24.82881073170436,-17.81658860542024,0.10560813,1.3935782703177437
logistic_primary_sgd_l2,train,家用电器,390,0.006599321056206442,0.002387049049732526,0.5282051282051282,7.790571311491397,-5.216836099570884,0.104824714,1.49335174860721
logistic_primary_sgd_l2,train,元器件,511,-0.007399625020998828,-0.007106598984771506,0.4246575342465753,8.199382108060817,-11.980590493791219,0.10842406,0.6843888130814618
logistic_primary_sgd_l2,train,汽车配件,1061,0.00023507143625242467,0.0,0.49858623939679547,17.317976531768885,-17.06856573790506,0.10759262,1.0146122877395576
logistic_primary_sgd_l2,train,软饮料,26,0.05740268636240961,0.041061949560399214,0.8846153846153846,1.605987018328812,-0.11351717290616214,0.10480284,14.147524794828932
logistic_primary_sgd_l2,train,旅游服务,68,0.010682478979686322,0.012229941943466383,0.5441176470588235,2.0603340774998484,-1.3339255068811784,0.103752434,1.544564570413733
logistic_primary_sgd_l2,train,家居用品,681,-0.0011515211862050464,-0.0022988505747125743,0.46255506607929514,12.361188533551058,-13.145374461356695,0.10920479,0.9403451054124856
logistic_primary_sgd_l2,train,石油加工,41,0.016572006187479504,0.004137931034482678,0.5609756097560976,1.180154320454405,-0.5007020667677453,0.10059159,2.356999099430179
logistic_primary_sgd_l2,train,广告包装,367,0.0014193838966360152,0.0011933174224343368,0.5040871934604905,6.93298540780008,-6.412071517734663,0.104843885,1.0812395633181353
logistic_primary_sgd_l2,train,农药化肥,163,0.0027259539760241193,0.0010964912280704286,0.5030674846625767,2.8957448396936787,-2.4514143416017484,0.10232819,1.1812547518187422
logistic_primary_sgd_l2,train,农用机械,228,0.0022171206270752753,0.006516198255278938,0.5394736842105263,5.296082748442455,-4.790579245469292,0.10978631,1.1055203300208936
logistic_primary_sgd_l2,train,电器仪表,603,-0.001603889400214714,-0.003731343283582267,0.46102819237147596,10.83894389672368,-11.806089205053151,0.11471643,0.918080806308365
logistic_primary_sgd_l2,train,路桥,88,0.014659219534867752,0.00400743325673103,0.5340909090909091,2.104265974128687,-0.8142546550603247,0.10445351,2.584284856158164
logistic_primary_sgd_l2,train,中成药,421,0.011622835411280435,-0.0021551724137930384,0.4845605700712589,11.789051058915096,-6.8958373507660315,0.10498487,1.7095894898979158
logistic_primary_sgd_l2,train,造纸,81,0.02213818784779781,0.018808777429467183,0.691358024691358,2.515525647230772,-0.7223324315591492,0.103890784,3.482504089981158
logistic_primary_sgd_l2,train,船舶,96,0.014331755379790223,0.01291502120813215,0.5729166666666666,2.5767352146567726,-1.200886698196911,0.107358284,2.1456938598167916
logistic_primary_sgd_l2,train,机床制造,103,-0.0021771596525746177,0.002450980392156854,0.5242718446601942,1.490516160026033,-1.7147636042412189,0.106290065,0.8692254467843017
logistic_primary_sgd_l2,train,互联网,136,-0.0068277139001274925,-0.004952475061170747,0.4485294117647059,2.0581888050862367,-2.9867578955035756,0.10532497,0.6891046670320161
logistic_primary_sgd_l2,train,其他建材,158,0.01383346329019527,0.006685231597512331,0.5759493670886076,3.623888156345028,-1.4382009564941751,0.10404814,2.519736995015484
logistic_primary_sgd_l2,train,林业,249,0.000329256223595821,-0.0006246096189882477,0.4819277108433735,3.2713363077585695,-3.18935150808321,0.11172357,1.0257057898659254
logistic_primary_sgd_l2,train,水务,110,0.004831322618777589,0.0060487804878049944,0.5636363636363636,1.929067044866332,-1.3976215568007975,0.10404716,1.3802499220762101
logistic_primary_sgd_l2,train,汽车整车,15,0.03623339287306186,0.02192448233861155,0.8,0.6129566803648474,-0.06945578726891943,0.1000539,8.825134729113316
logistic_primary_sgd_l2,train,化学制药,426,0.004308015493929858,0.0024199923871988105,0.528169014084507,8.552708174962596,-6.717493574548477,0.1056523,1.2731993086480138
logistic_primary_sgd_l2,train,半导体,62,0.015335086154892411,0.010062949129251098,0.532258064516129,1.9941110817766954,-1.043335740173366,0.099343725,1.9112841676882875
logistic_primary_sgd_l2,train,啤酒,26,0.005975013790549813,0.020135995370370252,0.6923076923076923,0.6081917143618654,-0.45284135580757023,0.10142707,1.3430569151027574
logistic_primary_sgd_l2,train,饲料,66,-0.0004305949287137318,-0.001847212388577213,0.4696969696969697,0.7292245095289194,-0.7576437748240257,0.105674624,0.962489937567682
logistic_primary_sgd_l2,train,工程机械,144,-0.0031352465200338627,-0.01258529218751242,0.3541666666666667,2.2194063292048023,-2.6708818280896787,0.11603488,0.8309638808663468
logistic_primary_sgd_l2,train,红黄酒,74,0.004632080634600602,-0.00015635966893440267,0.5,1.1793124477200647,-0.8365384807596201,0.09529766,1.4097527786757498
logistic_primary_sgd_l2,train,铜,61,0.002451200184236567,0.0031948881789134465,0.5245901639344263,0.967120615866373,-0.8175974046279424,0.10314651,1.1828812205029846
logistic_primary_sgd_l2,train,陶瓷,36,-0.004521964117746222,-0.004950495049504955,0.4166666666666667,0.6510821538264839,-0.8138728620653479,0.10286556,0.7999801740215868
logistic_primary_sgd_l2,train,渔业,147,0.004618525086876052,0.005128205128205332,0.5782312925170068,2.6803651928414625,-2.0014420050706834,0.10292303,1.3392170175557008
logistic_primary_sgd_l2,train,运输设备,212,0.013974815486768023,0.006481728610015947,0.5566037735849056,6.0704601448666295,-3.1077992616718086,0.10550073,1.9532986636984682
logistic_primary_sgd_l2,train,化纤,89,0.00711936385923644,-0.002525252525252597,0.48314606741573035,1.687336661753994,-1.053713278281951,0.09976769,1.6013242848236169
logistic_primary_sgd_l2,train,玻璃,61,-0.004786507379780129,0.005772005772005651,0.5901639344262295,0.7698045123468715,-1.0617814625134594,0.09951438,0.725012198390225
logistic_primary_sgd_l2,train,农业综合,285,0.00014077301553063007,-0.0028544243577544037,0.41754385964912283,3.749466612176402,-3.7093463027501725,0.11543567,1.0108160053420958
logistic_primary_sgd_l2,train,石油贸易,19,0.02234566902621131,0.0248815165876779,0.631578947368421,0.6802140183783729,-0.25564630688035805,0.09272082,2.6607621548654397
logistic_primary_sgd_l2,train,酒店餐饮,238,-0.0035592273728582385,-0.0009270449633816957,0.4831932773109244,3.399632974420685,-4.2467290891609455,0.1030751,0.8005297496131012
logistic_primary_sgd_l2,train,轻工机械,2,0.008080815721396017,0.008080815721396017,0.5,0.018309859154929553,-0.002148227712137518,0.10065837,8.523239436619582
logistic_primary_sgd_l2,train,区域地产,289,-0.0011551964775734628,0.0,0.4844290657439446,4.500815464125616,-4.834667246144347,0.10447025,0.9309462750957725
logistic_primary_sgd_l2,train,医疗保健,370,0.00345530599965298,-0.002637040951490144,0.46756756756756757,7.745698411200852,-6.46723519132925,0.10947472,1.1976831183726955
logistic_primary_sgd_l2,train,乳制品,91,0.0015963111553453176,-0.0053050397877983935,0.42857142857142855,1.7296408469284292,-1.5843765317920053,0.09862363,1.0916854751516187
logistic_primary_sgd_l2,train,铅锌,33,-0.0024199836415553823,0.005110732538330609,0.5757575757575758,0.4553527448235595,-0.5352122049948871,0.10252275,0.8507891646975978
logistic_primary_sgd_l2,train,焦炭加工,17,0.027046795320578493,0.0032051282051279717,0.5294117647058824,0.6087101909351675,-0.14891467048533313,0.0968688,4.0876442122948555
logistic_primary_sgd_l2,train,全国地产,116,-0.007129473278299296,-0.00908903261318278,0.3879310344827586,1.6598078766489994,-2.486826776931718,0.10531213,0.6674400855120652
logistic_primary_sgd_l2,train,日用化工,38,0.00895519160763529,0.004407989208476515,0.5263157894736842,0.7486890358175646,-0.4083917547274236,0.10136302,1.8332618794355153
logistic_primary_sgd_l2,train,铝,91,-0.0030371415490333896,-0.001494768310911887,0.4835164835164835,1.5238935669130815,-1.80027344787512,0.10295922,0.8464789439136303
logistic_primary_sgd_l2,train,食品,182,0.005632351186073961,0.003512180080172733,0.5494505494505495,4.212673005392265,-3.187585089526806,0.106061965,1.3215876241966085
logistic_primary_sgd_l2,train,染料涂料,77,-0.008958395359499403,-0.009149130832570851,0.37662337662337664,0.9692970192174917,-1.6590934618989457,0.10282605,0.5842329208555045
logistic_primary_sgd_l2,train,火力发电,41,0.014197411116045392,0.019125683060109422,0.5853658536585366,0.9982065617602367,-0.4161127060023756,0.09906188,2.3988850793576533
logistic_primary_sgd_l2,train,白酒,4,-0.03437241859469162,-0.03381866269273898,0.0,0.0,-0.13748967437876647,0.08968777,0.0
logistic_primary_sgd_l2,train,水泥,55,0.011965525827755672,0.002624671916010568,0.509090909090909,1.3757524107952606,-0.7176484902686986,0.10664941,1.9170282240545895
logistic_primary_sgd_l2,train,矿物制品,112,-0.00994088614765959,-0.00971182902659401,0.375,1.1646927502560387,-2.278071998793913,0.11631114,0.511262484624132
logistic_primary_sgd_l2,train,摩托车,63,-0.004552091989089674,0.003898635477582957,0.5238095238095238,1.2298073791534332,-1.5165891744660827,0.1016062,0.8109034403376831
logistic_primary_sgd_l2,train,园区开发,106,0.02081985365055196,0.009562280341412044,0.5849056603773585,3.207952678637411,-1.0010481916789034,0.10535462,3.204593650238964
logistic_primary_sgd_l2,train,出版业,47,-0.0035840962262494377,0.0035906642728904536,0.5319148936170213,0.7238523762076556,-0.8923048988413792,0.09935596,0.8112164094891195
logistic_primary_sgd_l2,train,石油开采,42,-0.017639293154046908,-0.008336203956374966,0.40476190476190477,0.594937317440219,-1.3357876299101892,0.10510347,0.445383161304031
logistic_primary_sgd_l2,train,汽车服务,103,-0.0014813128143249263,-0.005882352941176339,0.3592233009708738,1.6819420238360516,-1.834517243711519,0.11592292,0.9168308608717226
logistic_primary_sgd_l2,train,仓储物流,55,0.003663683255302972,0.00421940928270037,0.5272727272727272,0.958374785676668,-0.7568722066350045,0.105892405,1.2662306493424147
logistic_primary_sgd_l2,train,橡胶,35,-0.0009102124888871315,0.0030487804878049918,0.5142857142857142,0.4041826271972462,-0.4360400643082958,0.12649131,0.9269391972923725
logistic_primary_sgd_l2,train,影视音像,73,-0.0049109441095760795,-0.0064102564102564985,0.3972602739726027,0.8506111455016632,-1.2091100655007168,0.11245558,0.70350183144775
