model_id,split,industry,trade_count,avg_trade_return,median_trade_return,trade_win_rate,positive_trade_return_sum,negative_trade_return_sum,avg_score,trade_profit_factor
ridge_primary_alpha1,validation,饲料,211,0.0069475538571298736,-0.005006257822277815,0.38388625592417064,5.071201217427356,-3.605267353572953,0.0058932314,1.40660891969679
ridge_primary_alpha1,validation,其他建材,60,0.01710775806627861,0.005553636538092488,0.6,1.5202464828728859,-0.49378099889616933,0.0059731,3.0787869243072237
ridge_primary_alpha1,validation,汽车服务,58,-0.008957562593264334,-0.008489691089391349,0.39655172413793105,0.4451023922888313,-0.9646410226981627,0.006060625,0.4614176484469336
ridge_primary_alpha1,validation,环境保护,838,0.002974419827912878,-0.004238454587345342,0.44272076372315033,20.33683393948074,-17.84427012368975,0.0057843397,1.1396842683120956
ridge_primary_alpha1,validation,元器件,333,0.000633656454924756,-0.00203252032520318,0.4594594594594595,7.974225356757067,-7.763217757267123,0.005959608,1.0271804303431293
ridge_primary_alpha1,validation,家居用品,239,0.007823907517180206,-0.0020408163265308588,0.4476987447698745,6.065386158233216,-4.195472261627147,0.0059952945,1.4456980716351708
ridge_primary_alpha1,validation,机床制造,59,0.003951322419590286,-0.005249343832021136,0.4067796610169492,1.4854008734465267,-1.2522728506906997,0.0060014077,1.186163919969393
ridge_primary_alpha1,validation,船舶,26,0.02738185426881504,0.028922567346987393,0.6153846153846154,1.0032875798004277,-0.2913593688112367,0.0056304643,3.4434711466252135
ridge_primary_alpha1,validation,装修装饰,24,0.0290882353890221,0.0080174927113702,0.625,0.8676361372712933,-0.16951848793476287,0.0055628805,5.118239006504072
ridge_primary_alpha1,validation,运输设备,71,0.002133431059919108,-0.004288164665523175,0.43661971830985913,1.9917099330407744,-1.8402363277865177,0.00563818,1.0823120394740022
ridge_primary_alpha1,validation,影视音像,5,0.0014669325931755627,-0.018808777429467183,0.4,0.07611635480487933,-0.06878169183900151,0.0058842255,1.1066368501525985
ridge_primary_alpha1,validation,小金属,238,0.0017474602112583478,-0.003025346594089484,0.453781512605042,6.527184321010607,-6.11128879073112,0.005953246,1.068053653577993
ridge_primary_alpha1,validation,医疗保健,509,-0.0015681285215022552,-0.008919722497522264,0.4400785854616896,15.356270695557372,-16.15444811300202,0.0057847206,0.9505908582044206
ridge_primary_alpha1,validation,铝,17,0.030733104865035756,0.020884520884520974,0.6470588235294118,0.7023902607876689,-0.179927478082061,0.005763155,3.9037409309284263
ridge_primary_alpha1,validation,房产服务,18,-0.006721502642106513,-0.01071687770965829,0.2777777777777778,0.18843000903563523,-0.30941705659355245,0.005506719,0.6089839102928164
ridge_primary_alpha1,validation,化工原料,679,0.006370695034588676,-0.006679035250463761,0.41531664212076586,17.7787915228528,-13.453089594367093,0.005906261,1.3215396655276057
ridge_primary_alpha1,validation,百货,19,0.020888526162162385,0.033653846153846034,0.6842105263157895,0.6598983595726853,-0.2630163624916,0.0056847264,2.5089631432864206
ridge_primary_alpha1,validation,化学制药,106,0.00495672622742198,0.004312695749902784,0.5660377358490566,1.9215793510792802,-1.3961663709725507,0.005798673,1.3763254802797849
ridge_primary_alpha1,validation,农业综合,88,0.01855040728492704,0.005508396951476535,0.5340909090909091,2.772824281270742,-1.1403884401971625,0.0058812816,2.431473508089355
ridge_primary_alpha1,validation,通信设备,75,-0.021472590688819616,-0.022678185745140245,0.22666666666666666,0.7306563111584283,-2.3411006128198997,0.0056340154,0.31209949164822054
ridge_primary_alpha1,validation,生物制药,118,0.010883769815161062,-0.00745809799329572,0.4406779661016949,3.9677016800383877,-2.6834168418493825,0.0058171614,1.4786005730305731
ridge_primary_alpha1,validation,矿物制品,196,0.02535914261341786,-0.00035511363636359095,0.49489795918367346,8.942669446931243,-3.972277494701342,0.0059262468,2.251270073367219
ridge_primary_alpha1,validation,纺织,125,0.008078004063195586,0.0011534025374855261,0.512,2.9570648151516146,-1.9473143072521664,0.0057248794,1.5185349402194328
ridge_primary_alpha1,validation,家用电器,278,0.0044404058234945015,-0.005985649727230202,0.3776978417266187,4.557677045403626,-3.323244226472154,0.0058982903,1.3714541378266096
ridge_primary_alpha1,validation,食品,304,0.013399673625801476,0.005332078615109537,0.555921052631579,8.042102364232985,-3.968601581989338,0.0059851916,2.0264322830314767
ridge_primary_alpha1,validation,UNKNOWN,32,0.005308684164458108,0.0,0.46875,0.9872526041605563,-0.8173747108978968,0.005902608,1.2078335566267353
ridge_primary_alpha1,validation,铅锌,6,0.016771431637226792,0.011299435028248594,0.8333333333333334,0.1179553224966281,-0.017326732673267342,0.0057062735,6.807707184091101
ridge_primary_alpha1,validation,区域地产,5,-0.008026692351197661,0.0,0.4,0.0619506423258962,-0.10208410408188451,0.0058130105,0.6068588531296103
ridge_primary_alpha1,validation,化纤,15,0.05968779185830682,0.06615475487300682,0.7333333333333333,1.296369680630476,-0.40105280275587385,0.005714669,3.2324164591852846
ridge_primary_alpha1,validation,服饰,34,0.008154069516519698,-0.011925708699902227,0.29411764705882354,0.857244347330743,-0.5800059837690732,0.005542215,1.4779922471835238
ridge_primary_alpha1,validation,航空,61,0.00561386425381711,0.0,0.4918032786885246,1.781251177820325,-1.4388054583374812,0.005717512,1.2380069643873433
ridge_primary_alpha1,validation,广告包装,82,0.00048765265137560215,-0.002523781185317764,0.4146341463414634,1.1062213883792413,-1.066233870966442,0.0058899387,1.0375035144743192
ridge_primary_alpha1,validation,综合类,9,0.0429624050415911,0.023323615160349753,0.6666666666666666,0.43210193768894944,-0.04544029231462954,0.005872054,9.509224427894665
ridge_primary_alpha1,validation,水运,7,0.051341040040694494,0.01764705882352935,0.7142857142857143,0.3940366278789835,-0.03464934759412208,0.005936682,11.37212257196519
ridge_primary_alpha1,validation,农药化肥,71,0.01589868276651507,0.01021276595744669,0.5915492957746479,1.9402786260532012,-0.8114721496306312,0.0057331123,2.3910600344526727
ridge_primary_alpha1,validation,焦炭加工,4,0.014089311761547707,0.015560966918097052,0.75,0.06276750345644722,-0.0064102564102563875,0.005636976,9.791730539205801
ridge_primary_alpha1,validation,仓储物流,21,0.02108156556179917,0.016563146997929712,0.6190476190476191,0.6825639426449381,-0.23985106584715554,0.0057132146,2.84578240348492
ridge_primary_alpha1,validation,公共交通,1,0.07113821138211374,0.07113821138211374,1.0,0.07113821138211374,0.0,0.005835338,
ridge_primary_alpha1,validation,钢加工,23,-0.011484574723965014,-0.00889137507758353,0.2608695652173913,0.08402492177931631,-0.34817014043051164,0.005957193,0.24133293474110007
ridge_primary_alpha1,validation,农用机械,20,-0.03447578946095559,-0.011365815767005627,0.35,0.274183542158845,-0.9636993313779568,0.00563485,0.2845114998334599
ridge_primary_alpha1,validation,文教休闲,6,0.013112476252494823,-0.009729096388873482,0.3333333333333333,0.13837829582519712,-0.059703438310228174,0.0054078363,2.317760915312153
ridge_primary_alpha1,validation,水务,2,0.002411575562700996,0.002411575562700996,0.5,0.004823151125401992,0.0,0.0053268615,
ridge_primary_alpha1,validation,造纸,7,0.01708672652006022,0.01116751269035543,0.5714285714285714,0.19369579885956956,-0.074088713219148,0.0055760583,2.614376609384943
ridge_primary_alpha1,validation,全国地产,1,0.03563941299790385,0.03563941299790385,1.0,0.03563941299790385,0.0,0.0053003784,
ridge_primary_alpha1,validation,石油加工,13,0.008307047371504587,-0.001312335958005284,0.46153846153846156,0.22927461012787065,-0.12128299429831102,0.005549721,1.8904102051103755
ridge_primary_alpha1,validation,半导体,15,-0.049439165061203966,-0.032803957302785736,0.13333333333333333,0.08580036041517447,-0.827387836333234,0.0055683637,0.10370029222984371
ridge_primary_alpha1,validation,铜,3,-0.0456230039424251,-0.051094890510948954,0.0,0.0,-0.1368690118272753,0.005198712,0.0
ridge_primary_alpha1,validation,日用化工,33,0.03798823762484958,0.01706036745406836,0.6060606060606061,1.730467864066754,-0.47685602244671776,0.0057080295,3.6289105780563156
ridge_primary_alpha1,validation,互联网,2,0.0351818181818182,0.0351818181818182,0.5,0.08636363636363642,-0.016000000000000014,0.005372172,5.397727272727272
ridge_primary_alpha1,validation,石油开采,3,-0.05407577058157087,-0.05206463195691202,0.0,0.0,-0.1622273117447126,0.00510932,0.0
ridge_primary_alpha1,validation,染料涂料,23,-0.0029977153063306104,0.0,0.4782608695652174,0.44235308923945715,-0.5113005412850612,0.0055470867,0.865152788862071
ridge_primary_alpha1,validation,公路,3,0.0979695643768872,0.023972602739726012,1.0,0.2939086931306616,0.0,0.005732845,
ridge_primary_alpha1,validation,种植业,20,0.02606738943631286,0.009976251531649938,0.7,0.783626789068735,-0.26227900034247775,0.0057679582,2.987760316477848
ridge_primary_alpha1,validation,橡胶,25,0.01676920836163932,-0.020775623268697974,0.28,1.1047140988955613,-0.6854838898545783,0.0058620973,1.611582876338524
ridge_primary_alpha1,validation,乳制品,2,-0.021677784709891068,-0.021677784709891068,0.0,0.0,-0.043355569419782136,0.0056877434,0.0
ridge_primary_alpha1,validation,商贸代理,2,0.011623681192009294,0.011623681192009294,0.5,0.02324736238401859,0.0,0.005724208,
ridge_primary_alpha1,validation,林业,25,0.003231628890207676,0.018461538461538307,0.52,0.6237923485427486,-0.5430016262875567,0.005672816,1.1487854148937808
ridge_primary_alpha1,validation,摩托车,10,0.020199807075207677,-0.003720797068254733,0.3,0.3452470053275629,-0.14324893457548615,0.0058382275,2.4101191841369842
ridge_primary_alpha1,validation,医药商业,3,0.11151138282750406,0.17058823529411749,0.6666666666666666,0.35082079343365224,-0.016286644951140072,0.0056664185,21.540396716826237
ridge_primary_alpha1,validation,水泥,11,0.002200249980582961,0.002535925612848544,0.5454545454545454,0.18709559451507696,-0.1628928447286644,0.0055689383,1.1485808036978409
ridge_primary_alpha1,validation,纺织机械,1,-0.0617021276595745,-0.0617021276595745,0.0,0.0,-0.0617021276595745,0.005637184,0.0
ridge_primary_alpha1,research_holdout,生物制药,168,0.011217076298639436,0.0061121203032479254,0.5773809523809523,4.257704735176424,-2.373235917004998,0.0058088517,1.79405035321967
ridge_primary_alpha1,research_holdout,医疗保健,156,0.020114301287599463,0.013094403324243498,0.6410256410256411,4.694537929189014,-1.5567069283234987,0.005717893,3.0156851259374906
