model_id,split,group_type,group_value,signal_days,total_trades,avg_selected_count,cumulative_return,mean_daily_return,median_daily_return,daily_win_rate,trade_win_rate,profit_factor,trade_profit_factor,max_drawdown,avg_trade_return,max_daily_return,min_daily_return
ridge_primary_alpha1,train,trend_regime,insufficient_history,60,1200,20.0,-0.10586980296973814,-0.0005670636035699087,0.00633805774192513,0.5833333333333334,0.515,0.9703808315774706,0.9756693405991618,-0.6075231099444311,-0.0005670636035699082,0.07096123905879212,-0.1534155538046274
ridge_primary_alpha1,train,trend_regime,neutral,642,12840,20.0,0.5267844057091624,0.0012681678194835543,0.0022281794087203903,0.5327102803738317,0.4864485981308411,1.1013037205683407,1.073499967227655,-0.7870104923768193,0.0012681678194835539,0.14223042038518935,-0.13920362426849475
ridge_primary_alpha1,train,trend_regime,weak,187,3740,20.0,9.464937638562931,0.013777353941589352,0.0162338543028688,0.6149732620320856,0.574331550802139,2.0415847059855685,1.787465793514664,-0.6127158424359471,0.013777353941589352,0.13389553296393006,-0.13385025510463458
ridge_primary_alpha1,train,trend_regime,strong,326,6520,20.0,1.2176563845379853,0.003118377659908959,0.0034180169942855058,0.5337423312883436,0.4920245398773006,1.2635958686942044,1.1812766444882534,-0.6875682340904334,0.0031183776599089594,0.10339221664288005,-0.17612940932083027
ridge_primary_alpha1,validation,trend_regime,strong,94,1880,20.0,0.6269078175106975,0.006134426067766438,-0.0012912195247858221,0.4787234042553192,0.48404255319148937,1.4499538546658313,1.3558623972549326,-0.5004510680947027,0.006134426067766441,0.11672199196468433,-0.11745117774799763
ridge_primary_alpha1,validation,trend_regime,neutral,293,5860,20.0,1.5189921318506947,0.00551641038696944,-0.006324632656981211,0.4061433447098976,0.4151877133105802,1.3520593952024602,1.2819321166266633,-0.8976908724904974,0.005516410386969441,0.5879358423781728,-0.20889492941662774
ridge_primary_alpha1,validation,trend_regime,weak,97,1940,20.0,1.7005347665830421,0.013794582582079478,0.011205225929905777,0.5773195876288659,0.5427835051546391,1.73661115433189,1.5617739578687846,-0.6990788611138015,0.013794582582079478,0.33160431887121244,-0.2782411699919512
ridge_primary_alpha1,research_holdout,trend_regime,strong,136,2720,20.0,0.22872013063725127,0.002159607604665801,0.00518146338005881,0.5882352941176471,0.4970588235294118,1.1696169950513797,1.1243425345400593,-0.6085326226132179,0.0021596076046657997,0.09777034985212549,-0.12737512789185884
ridge_primary_alpha1,research_holdout,trend_regime,neutral,192,3840,20.0,12.348236892477477,0.014591597236576088,0.012523512819419914,0.6458333333333334,0.575,2.542755059617494,1.9694271087077262,-0.4451445711581137,0.014591597236576086,0.20247053780820568,-0.10184733767423522
logistic_primary_sgd_l2,train,trend_regime,insufficient_history,60,1200,20.0,-0.17607040242166982,-0.002093943672105964,0.002115193627369419,0.55,0.5033333333333333,0.8824215230328267,0.9064500985062983,-0.6294688867944565,-0.0020939436721059634,0.08084290754774878,-0.1681699068463701
logistic_primary_sgd_l2,train,trend_regime,neutral,642,12840,20.0,0.5059091130998139,0.0011584553362476277,0.003394534319985443,0.5358255451713395,0.48753894080996885,1.0998368393640239,1.0709962693301314,-0.735952038652702,0.0011584553362476273,0.12159773445270139,-0.13450819849826487
logistic_primary_sgd_l2,train,trend_regime,weak,187,3740,20.0,5.194731286572746,0.010855408247351336,0.014455903695184397,0.6149732620320856,0.5660427807486631,1.8068221482916773,1.6204180098201866,-0.624053329704841,0.010855408247351336,0.10808080152704018,-0.1344949486941907
logistic_primary_sgd_l2,train,trend_regime,strong,326,6520,20.0,1.2707874647850375,0.0030915410988472175,0.0037972279289994358,0.558282208588957,0.49401840490797544,1.2831423007415301,1.189684024587717,-0.6478560489863229,0.003091541098847217,0.08525033297017136,-0.15435664612507585
logistic_primary_sgd_l2,validation,trend_regime,strong,94,1880,20.0,0.1277282502464614,0.0020193980028739796,-0.0021041527088383805,0.46808510638297873,0.48138297872340424,1.1489756125516395,1.1123791092336404,-0.5184982826956489,0.00201939800287398,0.08851580474062923,-0.13218442654698384
logistic_primary_sgd_l2,validation,trend_regime,neutral,293,5860,20.0,2.227967780038721,0.0062808754314585226,-0.0066040331174308745,0.4061433447098976,0.41416382252559725,1.4316977044819965,1.3344386282853176,-0.8764361095650816,0.0062808754314585226,0.577472155143967,-0.20541728619285532
logistic_primary_sgd_l2,validation,trend_regime,weak,97,1940,20.0,1.722364628507806,0.012740691139512256,0.0070031388558704335,0.5567010309278351,0.5597938144329897,1.8449506407422545,1.6006893331602023,-0.5803545853827622,0.012740691139512258,0.254871617574162,-0.25017802162963865
logistic_primary_sgd_l2,research_holdout,trend_regime,strong,136,2720,20.0,0.6413991156115426,0.004160545435784789,0.008345667927685877,0.625,0.5117647058823529,1.4068599002790543,1.2703618253592526,-0.5633696256678372,0.004160545435784789,0.06834527507157975,-0.13301114863838565
logistic_primary_sgd_l2,research_holdout,trend_regime,neutral,192,3840,20.0,7.172183252913724,0.011611697120482286,0.012897419958475195,0.6822916666666666,0.59296875,2.405373161708506,1.9254477311743565,-0.45463394674577584,0.011611697120482285,0.12970377771869637,-0.11057945475075064
ridge_conditional_industry_ablation,train,trend_regime,insufficient_history,60,1200,20.0,-0.11165443392351293,-0.0006369069716055727,0.01072949748611247,0.55,0.5183333333333333,0.9673999375551288,0.9730269769831372,-0.621526645155139,-0.0006369069716055718,0.07213417998491954,-0.16897086630203306
ridge_conditional_industry_ablation,train,trend_regime,neutral,642,12840,20.0,1.1780686953192028,0.0018070385161909545,0.003409126442322813,0.5404984423676013,0.49151090342679127,1.1490010833498345,1.1062658237885028,-0.7963297279993233,0.001807038516190954,0.13558452534146137,-0.13674204455266042
ridge_conditional_industry_ablation,train,trend_regime,weak,187,3740,20.0,6.005946880079191,0.011628621436938172,0.015442269371713491,0.5882352941176471,0.5711229946524065,1.824477726930491,1.6443465407341749,-0.6265021964723254,0.011628621436938174,0.1407994502223513,-0.13385025510463458
ridge_conditional_industry_ablation,train,trend_regime,strong,326,6520,20.0,1.166789547756938,0.0030752963400045084,0.0039117946905001645,0.5460122699386503,0.49171779141104294,1.2529080618714399,1.1747401785490046,-0.6929161006909277,0.0030752963400045084,0.10527025535370145,-0.1731752020702344
ridge_conditional_industry_ablation,validation,trend_regime,strong,94,1880,20.0,0.42944163010138015,0.0047673047460396085,-0.0020464085273688426,0.4787234042553192,0.47127659574468084,1.330575084048828,1.2653167135596022,-0.523505655230696,0.0047673047460396085,0.13198340297269606,-0.12478688477438549
ridge_conditional_industry_ablation,validation,trend_regime,neutral,293,5860,20.0,0.9433401583622314,0.00459504655591196,-0.006480882674484834,0.4061433447098976,0.4061433447098976,1.2920499533190202,1.231917494047291,-0.8964187029936469,0.004595046555911959,0.5854475528648078,-0.2091821850234025
ridge_conditional_industry_ablation,validation,trend_regime,weak,97,1940,20.0,1.573740913991101,0.013116293767222204,0.007853619064280004,0.5979381443298969,0.5448453608247422,1.6973499565421981,1.5403953482227348,-0.6867190432043939,0.013116293767222198,0.31224300380520603,-0.2707192240310104
ridge_conditional_industry_ablation,research_holdout,trend_regime,strong,136,2720,20.0,0.4451655765018281,0.0034147834537000487,0.00515370666862344,0.5882352941176471,0.5,1.275754454214543,1.199356719803772,-0.6079452307534859,0.003414783453700048,0.14421245947392922,-0.12368811591209208
ridge_conditional_industry_ablation,research_holdout,trend_regime,neutral,192,3840,20.0,12.214285796660356,0.014507668210686123,0.011232786444050912,0.6666666666666666,0.5809895833333333,2.5109993232278067,2.0037804409348614,-0.5125325647716295,0.014507668210686121,0.1827769796103127,-0.12417476087311423
ridge_primary_alpha1,train,vol_regime,insufficient_history,272,5440,20.0,0.5544111449443594,0.002730180210636368,0.004978870277069159,0.5477941176470589,0.5125,1.1627997444211833,1.1299486621236927,-0.7518767546125176,0.002730180210636368,0.12586145274028815,-0.1534155538046274
ridge_primary_alpha1,train,vol_regime,low_vol,34,680,20.0,0.424451052068481,0.011035110825795,0.012149015191771338,0.7352941176470589,0.6367647058823529,2.2169978843011515,1.9615984503836728,-0.2649303005131549,0.011035110825795003,0.06397529962725099,-0.07458561583205668
ridge_primary_alpha1,train,vol_regime,normal_vol,472,9440,20.0,0.15890870377395294,0.000853087594473391,0.00014256868178156578,0.5042372881355932,0.463135593220339,1.07146116222787,1.0514264708751349,-0.8380655653985525,0.0008530875944733901,0.14223042038518935,-0.13385025510463458
ridge_primary_alpha1,train,vol_regime,high_vol,437,8740,20.0,11.346581323603736,0.0065277713916252035,0.007229965414727385,0.5812356979405034,0.5294050343249428,1.5692421655546789,1.3844239487450196,-0.7014165901147871,0.006527771391625204,0.14098288432460532,-0.17612940932083027
ridge_primary_alpha1,validation,vol_regime,normal_vol,282,5640,20.0,-0.8194725276522892,-0.004103192263986328,-0.004924545648958609,0.4148936170212766,0.40815602836879433,0.7982778798537994,0.8366368220810361,-0.9568377162074729,-0.004103192263986328,0.4095817789885642,-0.2782411699919512
ridge_primary_alpha1,validation,vol_regime,low_vol,146,2920,20.0,4.163459161823227,0.01393226632836625,-0.00615048609208565,0.3972602739726027,0.4363013698630137,2.2222398395194385,1.9430713908262547,-0.6174930516221111,0.013932266328366248,0.5879358423781728,-0.06888436741180484
ridge_primary_alpha1,validation,vol_regime,high_vol,56,1120,20.0,10.87286369003871,0.04739300247707986,0.036490259134613776,0.8035714285714286,0.7321428571428571,10.192188196057534,6.357946594321152,-0.08760150072612194,0.047393002477079865,0.33160431887121244,-0.0697718184508713
ridge_primary_alpha1,research_holdout,vol_regime,normal_vol,328,6560,20.0,15.401247378301878,0.009436869828223041,0.009461389900963256,0.6219512195121951,0.5426829268292683,1.8725156022553702,1.5893532022269976,-0.636558230764735,0.009436869828223041,0.20247053780820568,-0.12737512789185884
logistic_primary_sgd_l2,train,vol_regime,insufficient_history,272,5440,20.0,0.3441553146302667,0.0020088831884255923,0.003647442687629329,0.5441176470588235,0.5104779411764706,1.131662500212046,1.101865210066821,-0.7615289781132359,0.0020088831884255928,0.09624702225007849,-0.1681699068463701
logistic_primary_sgd_l2,train,vol_regime,low_vol,34,680,20.0,0.333314115046065,0.00899709085700125,0.013702239866210612,0.7352941176470589,0.6014705882352941,2.053986154407335,1.7991447485949859,-0.2463209548482289,0.00899709085700125,0.06289081781971513,-0.07322777253726824
logistic_primary_sgd_l2,train,vol_regime,normal_vol,472,9440,20.0,0.03631033097973857,0.0005547064066030826,0.001235151737924775,0.5127118644067796,0.46673728813559323,1.049481196079015,1.034387882470756,-0.8144889316724011,0.0005547064066030818,0.12159773445270139,-0.1344949486941907
logistic_primary_sgd_l2,train,vol_regime,high_vol,437,8740,20.0,8.397580793368656,0.005816376900954355,0.0077398119914362405,0.5926773455377574,0.5274599542334096,1.5228051806129828,1.3608852076607116,-0.657556492212148,0.005816376900954355,0.10808080152704018,-0.15435664612507585
logistic_primary_sgd_l2,validation,vol_regime,normal_vol,282,5640,20.0,-0.7887735114415808,-0.0038118779793285674,-0.00636994439591412,0.3900709219858156,0.4033687943262411,0.7934370015845402,0.8397390061461185,-0.9546195756797468,-0.0038118779793285683,0.5197031095371056,-0.25017802162963865
logistic_primary_sgd_l2,validation,vol_regime,low_vol,146,2920,20.0,3.956069706148046,0.013403255608357045,-0.004256307993833472,0.4383561643835616,0.45308219178082193,2.293676519163383,1.9563931810758237,-0.5678057701000404,0.013403255608357041,0.577472155143967,-0.0657428698560852
logistic_primary_sgd_l2,validation,vol_regime,high_vol,56,1120,20.0,8.466602880492557,0.04257216474233425,0.03862628400894799,0.7678571428571429,0.7321428571428571,9.42059836977125,5.810741386341352,-0.1362468096705607,0.04257216474233424,0.254871617574162,-0.09378478676619914
logistic_primary_sgd_l2,research_holdout,vol_regime,normal_vol,328,6560,20.0,12.413814363948037,0.008522195202436982,0.00987544161438333,0.6585365853658537,0.5592987804878049,1.9389247688890616,1.6209079823957508,-0.5630342281791685,0.008522195202436982,0.12970377771869637,-0.13301114863838565
ridge_conditional_industry_ablation,train,vol_regime,insufficient_history,272,5440,20.0,0.4576417112140976,0.002505817646497386,0.006068285447126861,0.5404411764705882,0.5163602941176471,1.1475053859245132,1.1170207718465905,-0.760948138927634,0.0025058176464973856,0.1407994502223513,-0.16897086630203306
ridge_conditional_industry_ablation,train,vol_regime,low_vol,34,680,20.0,0.47406795253666534,0.012083269034335934,0.01712508782983531,0.7058823529411765,0.625,2.2791326733169264,2.011963740444328,-0.2743794361374321,0.012083269034335934,0.06659926461826336,-0.07774757134401845
ridge_conditional_industry_ablation,train,vol_regime,normal_vol,472,9440,20.0,0.3899663440193668,0.0012201534963327176,0.0009113086854027092,0.510593220338983,0.46917372881355934,1.106254846533986,1.0751858366819005,-0.8560809849437662,0.0012201534963327174,0.13558452534146137,-0.13385025510463458
ridge_conditional_industry_ablation,train,vol_regime,high_vol,437,8740,20.0,8.834776795354195,0.006019856126689731,0.007468795373403303,0.585812356979405,0.5276887871853547,1.5061187766418969,1.3481669051300924,-0.7139421313136105,0.006019856126689733,0.1346431471098487,-0.1731752020702344
ridge_conditional_industry_ablation,validation,vol_regime,normal_vol,282,5640,20.0,-0.8604189650920239,-0.005072493467180889,-0.0057708388251569796,0.4219858156028369,0.40088652482269505,0.7528334670771113,0.8005610885286711,-0.9551880601788341,-0.005072493467180888,0.4095817789885642,-0.2707192240310104
ridge_conditional_industry_ablation,validation,vol_regime,low_vol,146,2920,20.0,4.019298263958234,0.013735604600652585,-0.006076161742353645,0.4041095890410959,0.4328767123287671,2.2127557192891487,1.9416578584629178,-0.6181089003756202,0.013735604600652585,0.5854475528648078,-0.06919726020697065
ridge_conditional_industry_ablation,validation,vol_regime,high_vol,56,1120,20.0,9.204944803351461,0.04449644050857525,0.03427316467380591,0.7857142857142857,0.7125,8.138025771508065,5.55802507155919,-0.11824742884509276,0.04449644050857524,0.31224300380520603,-0.07764762449715903
ridge_conditional_industry_ablation,research_holdout,vol_regime,normal_vol,328,6560,20.0,18.096830951390587,0.00990817940900897,0.008198141952816113,0.6341463414634146,0.5474085365853658,1.9212707452468283,1.6366667773485544,-0.6344114627668023,0.00990817940900897,0.1827769796103127,-0.12417476087311423
ridge_primary_alpha1,train,industry_crowding_regime,insufficient_history,252,5040,20.0,0.23108450816117632,0.001903194598603711,0.004591497520599031,0.5476190476190477,0.5057539682539682,1.1135481442143205,1.0899176038889382,-0.7518767546125176,0.0019031945986037108,0.12586145274028815,-0.1534155538046274
ridge_primary_alpha1,train,industry_crowding_regime,crowding_high,312,6240,20.0,8.345379205236856,0.007767911296609744,0.009355671287533451,0.625,0.5557692307692308,1.8367825298324372,1.560085828376267,-0.4456689119988815,0.0077679112966097435,0.10339221664288005,-0.17612940932083027
ridge_primary_alpha1,train,industry_crowding_regime,crowding_normal,544,10880,20.0,1.0182148872806627,0.0019530338418700976,-0.00019253513965576674,0.4963235294117647,0.4699448529411765,1.1543863533689618,1.1101368101353064,-0.709436931539319,0.0019530338418700976,0.14223042038518935,-0.13920362426849475
ridge_primary_alpha1,train,industry_crowding_regime,crowding_low,107,2140,20.0,0.36444859258195406,0.0038079668666735392,0.007871891491299793,0.5887850467289719,0.5093457943925234,1.269155820025205,1.1990016285189125,-0.6673847810767046,0.0038079668666735375,0.1050935969075328,-0.13385025510463458
ridge_primary_alpha1,validation,industry_crowding_regime,crowding_normal,262,5240,20.0,0.02186073412196987,0.0022864004238828633,-0.006931293616657976,0.4083969465648855,0.41755725190839693,1.1283120022964488,1.104295690426091,-0.8479431894224995,0.0022864004238828672,0.5879358423781728,-0.2739210722306878
ridge_primary_alpha1,validation,industry_crowding_regime,crowding_high,196,3920,20.0,14.91133428767945,0.015944262176028404,0.001850550326452907,0.5204081632653061,0.5028061224489796,2.6387023839127535,2.1325986927090734,-0.47042250927405227,0.015944262176028394,0.4095817789885642,-0.09319092661662894
ridge_primary_alpha1,validation,industry_crowding_regime,crowding_low,26,520,20.0,-0.31932277714660817,-0.0074266728209644705,-0.003444139783331873,0.4230769230769231,0.45576923076923076,0.82657994327545,0.8433172901505979,-0.5920046544838273,-0.007426672820964471,0.33160431887121244,-0.2782411699919512
ridge_primary_alpha1,research_holdout,industry_crowding_regime,crowding_high,241,4820,20.0,5.245749338558485,0.008463147842813741,0.00960221813974398,0.6099585062240664,0.5423236514522821,1.7306494106492845,1.519724321894938,-0.6250034578612158,0.008463147842813741,0.19686135949871159,-0.12737512789185884
ridge_primary_alpha1,research_holdout,industry_crowding_regime,crowding_normal,86,1720,20.0,1.5298323125129936,0.011833336402915716,0.009170428925896947,0.6511627906976745,0.5395348837209303,2.3460563913699506,1.7671119156502404,-0.25780862110455927,0.011833336402915716,0.20247053780820568,-0.10184733767423522
ridge_primary_alpha1,research_holdout,industry_crowding_regime,crowding_low,1,20,20.0,0.038007742888294116,0.03800774288829406,0.03800774288829406,1.0,0.9,inf,40.094657556477046,0.0,0.03800774288829406,0.03800774288829406,0.03800774288829406
logistic_primary_sgd_l2,train,industry_crowding_regime,insufficient_history,252,5040,20.0,0.014734755595757099,0.0009682046290744264,0.003647442687629329,0.5476190476190477,0.503968253968254,1.0627060333752534,1.0482242936275146,-0.7615289781132359,0.0009682046290744253,0.09624702225007849,-0.1681699068463701
logistic_primary_sgd_l2,train,industry_crowding_regime,crowding_high,312,6240,20.0,8.904686928869847,0.007882438660100124,0.007127089146588838,0.5993589743589743,0.5522435897435898,1.9424526089114817,1.6170596824785128,-0.39436989808950484,0.007882438660100124,0.10808080152704018,-0.15435664612507585
logistic_primary_sgd_l2,train,industry_crowding_regime,crowding_normal,544,10880,20.0,0.40913044593771164,0.0011934786279908676,0.0019308100644901795,0.5220588235294118,0.47150735294117646,1.0985838084059867,1.0696087909527914,-0.7336698251740557,0.001193478627990867,0.12159773445270139,-0.1313206276812026
logistic_primary_sgd_l2,train,industry_crowding_regime,crowding_low,107,2140,20.0,0.23237630436411316,0.0028349032141914525,0.007175112174916676,0.6074766355140186,0.5074766355140187,1.2012566523532153,1.1493051923166033,-0.6746382294192512,0.002834903214191453,0.10757417252369958,-0.1344949486941907
logistic_primary_sgd_l2,validation,industry_crowding_regime,crowding_normal,262,5240,20.0,0.019937923052613327,0.0019058418854228482,-0.006914011808890513,0.3931297709923664,0.42385496183206106,1.1138960102779976,1.091468491279023,-0.7908381891331127,0.0019058418854228476,0.577472155143967,-0.2070974122272507
logistic_primary_sgd_l2,validation,industry_crowding_regime,crowding_high,196,3920,20.0,10.821899633714024,0.014389003686218094,0.0005449908812989567,0.5153061224489796,0.4951530612244898,2.5981196974527956,2.0210607205639466,-0.421732687646995,0.014389003686218094,0.5197031095371056,-0.0658102641634493
logistic_primary_sgd_l2,validation,industry_crowding_regime,crowding_low,26,520,20.0,-0.178100082991421,-0.0020618593176670247,-0.0017840274490695252,0.5,0.49230769230769234,0.937000098761719,0.9478538871175298,-0.5358309153369425,-0.0020618593176670204,0.254871617574162,-0.25017802162963865
logistic_primary_sgd_l2,research_holdout,industry_crowding_regime,crowding_high,241,4820,20.0,3.5667494134523894,0.0068623063241576646,0.009379200879659067,0.6307053941908713,0.5526970954356847,1.69776983736082,1.4779724752588297,-0.5619000548624506,0.006862306324157666,0.10165774507057679,-0.13301114863838565
logistic_primary_sgd_l2,research_holdout,industry_crowding_regime,crowding_normal,86,1720,20.0,1.8884888586697328,0.013076432319500253,0.011738744460726893,0.7325581395348837,0.5738372093023256,2.852788967952176,2.079506136449598,-0.30960669544010566,0.013076432319500252,0.12970377771869637,-0.11057945475075064
logistic_primary_sgd_l2,research_holdout,industry_crowding_regime,crowding_low,1,20,20.0,0.016891022800310962,0.01689102280031089,0.01689102280031089,1.0,0.9,inf,154.07594207380885,0.0,0.01689102280031089,0.01689102280031089,0.01689102280031089
