scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days
no_cost,no_cost,,,,False,False,False,False,False,0.1862667287724813,0.003037245851022863,0.4810344827586207,0.5862068965517241,-0.040949691979037195,1.4018021756548045,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.03339927962376841,20260306,-0.03189121701940216,0.14792680057254137,0.08945482945960825,0.04050199325232806,580,0,0,0,0,20260317,20260320,4
basic_cost_no_slippage,basic_cost_no_slippage,,,0.0,True,False,False,False,False,0.11940429529870711,0.0020344593018091412,0.4689655172413793,0.5517241379310345,-0.05104417973651132,1.2518629990889827,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.03236613862939319,20260306,-0.03285908383567868,0.08430938735056603,0.03113862892095276,-0.013221789180578924,580,0,0,0,0,20260305,20260320,12
5bp_one_way_slippage,5bp_one_way_slippage,,,5.0,True,False,False,False,False,0.0563104482106116,0.0010326747876184769,0.44655172413793104,0.5172413793103449,-0.06142807961348873,1.119888709620435,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.03133403000173749,20260306,-0.03382598351049495,0.02421758371420335,-0.024056056257852454,-0.06417169996848882,580,0,0,0,0,20260305,20260320,12
10bp_one_way_slippage,10bp_one_way_slippage,,,10.0,True,False,False,False,False,-0.003227249600176618,3.1890807274591157e-05,0.4362068965517241,0.46551724137931033,-0.07266548976260367,1.003480207336016,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.03030295219418422,20260306,-0.03479191749275214,-0.03254402185585592,-0.07629633670246394,-0.11249098218166709,580,0,0,0,0,20260226,20260320,17
15bp_one_way_slippage,15bp_one_way_slippage,,,15.0,True,False,False,False,False,-0.05940925689216536,-0.0009678941374014937,0.4241379310344828,0.41379310344827586,-0.08774790238071883,0.9004784480888323,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.02927290366320434,20260306,-0.03575688722845871,-0.08616000697166704,-0.12574037411085848,-0.15831547943665913,580,0,0,0,0,20260225,20260320,18
20bp_one_way_slippage,20bp_one_way_slippage,,,20.0,True,False,False,False,False,-0.11242472974811923,-0.001966681541598857,0.41206896551724137,0.3793103448275862,-0.13245101003646953,0.8090038424362932,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.028243882868349245,20260306,-0.036720894160737136,-0.13680471623528145,-0.17253786069097876,-0.20177401831187802,580,0,0,0,0,20260225,20260519,56
10bp_slippage_plus_impact_capital_100k,10bp_one_way_slippage_plus_impact_cost,100000.0,,10.0,True,True,False,False,False,-0.013778899874267725,-0.00015167944032404588,0.43275862068965515,0.4482758620689655,-0.07516067028871343,0.9836220614972012,0.5334428792730082,580,58,10.0,1.0,0,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042601254969109714,-0.08563913959214298,-0.12114172000547108,580,0,0,0,0,20260226,20260320,17
10bp_slippage_plus_impact_participation_10pct_no_partial_capital_100k,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10.0,True,True,False,True,True,-0.018016447731370122,-0.00022583736529826863,0.43252595155709345,0.43103448275862066,-0.07900315829265459,0.9756000646701045,0.5334428792730082,580,58,10.0,0.996551724137931,0,2,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04671496030342137,-0.08956792179336082,-0.12491795640987635,578,0,2,0,0,20260225,20260320,18
10bp_slippage_plus_impact_participation_10pct_partial_zero_capital_100k,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10.0,True,True,True,True,True,-0.01418841451966324,-0.00015890512825346485,0.43350604490500866,0.43103448275862066,-0.07541286750846843,0.9828315617840631,0.5334428792730082,580,58,10.0,0.9979979310344828,1,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042998801530954256,-0.08601881526878918,-0.12150665372757452,578,1,1,0,0,20260225,20260320,18
