baseline,runs,model_cumulative_return,model_percentile_by_cum_return,cumulative_return_mean,cumulative_return_median,cumulative_return_p05,cumulative_return_p95,cumulative_return_min,cumulative_return_max,avg_daily_return_mean,avg_daily_return_median,avg_daily_return_p05,avg_daily_return_p95,avg_daily_return_min,avg_daily_return_max,trade_win_rate_mean,trade_win_rate_median,trade_win_rate_p05,trade_win_rate_p95,trade_win_rate_min,trade_win_rate_max,daily_win_rate_mean,daily_win_rate_median,daily_win_rate_p05,daily_win_rate_p95,daily_win_rate_min,daily_win_rate_max,max_drawdown_mean,max_drawdown_median,max_drawdown_p05,max_drawdown_p95,max_drawdown_min,max_drawdown_max,profit_factor_mean,profit_factor_median,profit_factor_p05,profit_factor_p95,profit_factor_min,profit_factor_max
random_top10_1000_runs_same_candidate_pool,1000,0.0563104482106116,0.999,-0.08797488791724868,-0.09073749288151223,-0.16278238365804187,-0.005151574928136384,-0.22344494375786528,0.07125213656992302,-0.0015438676565373863,-0.0015770838808683543,-0.0030051401338907846,-2.0524415837090807e-05,-0.004268456512870761,0.0012469841801416727,0.40592241379310345,0.4068965517241379,0.3741379310344828,0.4362068965517241,0.3431034482758621,0.46206896551724136,0.42782758620689654,0.43103448275862066,0.3448275862068966,0.5172413793103449,0.27586206896551724,0.5862068965517241,-0.11698113748610486,-0.11436123178788543,-0.17931782006064312,-0.06862012658665564,-0.23033087466608038,-0.033019823475543775,0.8401493364817673,0.8313988985102307,0.700867393292015,0.9975954051528463,0.5891378041603782,1.149233627727704
