scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days
capacity_1000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,15,True,True,True,True,True,-0.09889833175178353,-0.0017526525580066113,0.41968911917098445,0.39655172413793105,-0.11537491274828027,0.7624076225552736,0.5334428792730082,580,58,10.0,0.6292453638518128,385,1,20260304,0.0174624553735201,20260227,-0.023756971262550518,-0.11436371584107885,-0.14304908525806992,-0.16742944194968234,194,385,1,0,0,20260224,20260519,57
capacity_1000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,20,True,True,True,True,True,-0.13117322095394057,-0.00237998690903795,0.4110535405872193,0.3793103448275862,-0.1458255176784622,0.6931350150906213,0.5334428792730082,580,58,10.0,0.6292453638518128,385,1,20260304,0.016529353693621747,20260227,-0.024732957240224285,-0.14530084557900524,-0.1717155372947199,-0.1940929448296922,194,385,1,0,0,20260224,20260519,57
capacity_1000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,5,True,True,True,True,True,-0.02789088399443518,-0.0004267807796757725,0.4421416234887737,0.4827586206896552,-0.061336996704547175,0.9453147841235029,0.5334428792730082,580,58,10.0,0.7792773490719225,294,1,20260407,0.022533589503696657,20260306,-0.029561713526643718,-0.049313268547594546,-0.08745620710330926,-0.12191554336772847,285,294,1,0,0,20260225,20260320,18
capacity_1000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,10,True,True,True,True,True,-0.07085833064878921,-0.0012054315665354508,0.4283246977547496,0.43103448275862066,-0.09065935418557336,0.8540847921227966,0.5334428792730082,580,58,10.0,0.7792773490719225,294,1,20260407,0.021771459169505236,20260306,-0.030394872314023807,-0.09065607478758919,-0.12559312884524076,-0.1569784430372092,285,294,1,0,0,20260224,20260519,57
capacity_1000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,15,True,True,True,True,True,-0.11191917527957806,-0.0019833052357973637,0.41796200345423146,0.3793103448275862,-0.12937409942350575,0.7726716828305078,0.5334428792730082,580,58,10.0,0.7792773490719225,294,1,20260407,0.021010089408707477,20260306,-0.031227199654107345,-0.13019387963665252,-0.16212954175840366,-0.19063481774461366,285,294,1,0,0,20260224,20260519,57
capacity_1000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.05,20,True,True,True,True,True,-0.15115836331875787,-0.002760402950262247,0.4058721934369603,0.3793103448275862,-0.16643379924664214,0.6996947547231323,0.5334428792730082,580,58,10.0,0.7792773490719225,294,1,20260407,0.020249479083341983,20260306,-0.03205869679088241,-0.1680058122216379,-0.1971329083046991,-0.22294135804593762,285,294,1,0,0,20260224,20260519,57
capacity_1000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,5,True,True,True,True,True,-0.011380136977440336,-0.00011595573027737553,0.44041450777202074,0.46551724137931033,-0.06896974726479355,0.9866903170864315,0.5334428792730082,580,58,10.0,0.9230832982520665,114,1,20260407,0.029237728784231247,20260306,-0.03404192118415837,-0.039464027236593924,-0.08344975701881363,-0.11922369858398474,465,114,1,0,0,20260225,20260320,18
capacity_1000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,10,True,True,True,True,True,-0.06293215441793576,-0.001038688950888334,0.4265975820379965,0.41379310344827586,-0.08373622547115456,0.8876361588094993,0.5334428792730082,580,58,10.0,0.9230832982520665,114,1,20260407,0.028256874130863786,20260306,-0.03499930416557613,-0.0886831207677331,-0.12870031875219845,-0.16107698230046785,465,114,1,0,0,20260225,20260320,18
capacity_1000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,15,True,True,True,True,True,-0.11179271465228935,-0.0019605012921980833,0.41796200345423146,0.3793103448275862,-0.12951029492631083,0.7996163704328738,0.5334428792730082,580,58,10.0,0.9230832982520665,114,1,20260407,0.027276998266556753,20260306,-0.035955731764246344,-0.13537703380248434,-0.17171385900748326,-0.20093862091016335,465,114,1,0,0,20260224,20260519,57
capacity_1000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.1,20,True,True,True,True,True,-0.15810252461277552,-0.002881394132062572,0.40414507772020725,0.3620689655172414,-0.17342233750543656,0.7210720171024624,0.5334428792730082,580,58,10.0,0.9230832982520665,114,1,20260407,0.026298099726949374,20260306,-0.0369112054095357,-0.17967550011910316,-0.21260113260128033,-0.23890354060986152,465,114,1,0,0,20260224,20260519,57
capacity_5000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,5,True,True,True,True,True,-0.011385120554287642,-0.0001940322950153364,0.4438687392055268,0.46551724137931033,-0.018643487478682608,0.8753382809415833,0.5334428792730082,580,58,10.0,0.1288795986143042,563,1,20260513,0.00945255317634899,20260302,-0.007800201466293294,-0.02064254893909445,-0.030574100678576577,-0.035762662203477236,16,563,1,0,0,20260224,20260408,31
capacity_5000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,10,True,True,True,True,True,-0.018740543102057416,-0.0003226843506643623,0.4317789291882556,0.46551724137931033,-0.025509846297590566,0.8023254992938753,0.5334428792730082,580,58,10.0,0.1288795986143042,563,1,20260513,0.009097917884014161,20260302,-0.008476097426572118,-0.02758747242730064,-0.03704901721124665,-0.04193143006493738,16,563,1,0,0,20260224,20260519,57
capacity_5000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,15,True,True,True,True,True,-0.02603594645998042,-0.00045120799658436626,0.4214162348877375,0.43103448275862066,-0.032448612658980025,0.7359422619922278,0.5334428792730082,580,58,10.0,0.1288795986143042,563,1,20260513,0.008743636556749099,20260302,-0.009151318758070626,-0.03447811887611618,-0.043476007871880995,-0.048056306853561104,16,563,1,0,0,20260224,20260519,57
capacity_5000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.01,20,True,True,True,True,True,-0.03327186233374513,-0.0005796034249312084,0.4110535405872193,0.39655172413793105,-0.03933298166203969,0.6753763586885093,0.5334428792730082,580,58,10.0,0.1288795986143042,563,1,20260513,0.008389708664874044,20260302,-0.009825866470330792,-0.0413149505995849,-0.0498554609665115,-0.0541807224237284,16,563,1,0,0,20260224,20260519,57
capacity_5000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,5,True,True,True,True,True,-0.022867666883964466,-0.0003871698335927701,0.4421416234887737,0.4827586206896552,-0.03817098102303784,0.8819252444520101,0.5334428792730082,580,58,10.0,0.27258613978617613,512,1,20260520,0.013988207288985663,20260227,-0.017064076367907844,-0.03634743866645995,-0.05649252494124879,-0.06898026781353239,67,512,1,0,0,20260225,20260519,56
capacity_5000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,10,True,True,True,True,True,-0.038188649528372975,-0.0006592968331518572,0.43005181347150256,0.4827586206896552,-0.05216153905263321,0.8082427159538801,0.5334428792730082,580,58,10.0,0.27258613978617613,512,1,20260520,0.013407310388339814,20260227,-0.017656379011575553,-0.05091334884582699,-0.0699207756368998,-0.08161174850229813,67,512,1,0,0,20260225,20260519,56
capacity_5000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,15,True,True,True,True,True,-0.05326121369412973,-0.0009311522394483709,0.41968911917098445,0.41379310344827586,-0.06594105157682129,0.7412375536727823,0.5334428792730082,580,58,10.0,0.27258613978617613,512,1,20260520,0.012826993242533993,20260227,-0.018248090537904584,-0.06525122985228149,-0.08315064625231516,-0.09406504577957964,67,512,1,0,0,20260225,20260519,56
capacity_5000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.03,20,True,True,True,True,True,-0.06808952097409371,-0.0012027364588703274,0.40932642487046633,0.3793103448275862,-0.07957499274848767,0.6801416594480795,0.5334428792730082,580,58,10.0,0.27258613978617613,512,1,20260520,0.01224725498407869,20260227,-0.0188392118313551,-0.07936477531809749,-0.09618517566457385,-0.10634277003257686,67,512,1,0,0,20260224,20260519,57
capacity_5000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,5,True,True,True,True,True,-0.02724131435770638,-0.0004589586709849998,0.4421416234887737,0.5344827586206896,-0.04404623405865837,0.8916506981245226,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.015321386057635125,20260227,-0.01980758619401692,-0.04192042145453778,-0.06478435018106099,-0.08268512935921335,97,482,1,0,0,20260225,20260519,56
capacity_5000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,10,True,True,True,True,True,-0.04740214760602368,-0.0008195954466706631,0.4283246977547496,0.5172413793103449,-0.06242514453234138,0.8157329235033731,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.014570910402658972,20260227,-0.020587298527479328,-0.06108302275696731,-0.08247276094921097,-0.09921204478534884,97,482,1,0,0,20260225,20260519,56
capacity_5000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,15,True,True,True,True,True,-0.06713591447033052,-0.0011798723094251337,0.41796200345423146,0.41379310344827586,-0.08044212625482383,0.7468897165063156,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.013821183714334922,20260227,-0.021366232739413578,-0.07985342926852557,-0.09981833089630432,-0.1154334702124451,97,482,1,0,0,20260225,20260519,56
capacity_5000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.05,20,True,True,True,True,True,-0.08645185968934632,-0.0015397897977654337,0.40414507772020725,0.3793103448275862,-0.0985637742458656,0.6842787961698348,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.013072204872031248,20260227,-0.02214438999403946,-0.09823985307537808,-0.11682786811483759,-0.13135519774875193,97,482,1,0,0,20260224,20260519,57
capacity_5000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,5,True,True,True,True,True,-0.040562533088032926,-0.0006846628800042602,0.4386873920552677,0.4827586206896552,-0.05887944914053145,0.8819557065439441,0.5334428792730082,580,58,10.0,0.517804037267043,425,1,20260520,0.017677089967384194,20260227,-0.021707481261424952,-0.057227998575936856,-0.08591601579557429,-0.10935412857800586,154,425,1,0,0,20260225,20260519,56
capacity_5000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,10,True,True,True,True,True,-0.06894033041451186,-0.0012016452697434187,0.4265975820379965,0.43103448275862066,-0.08544477158432084,0.8032634147218533,0.5334428792730082,580,58,10.0,0.517804037267043,425,1,20260520,0.016747630510328276,20260227,-0.022637427755261764,-0.08427652876046676,-0.11102301032524864,-0.1328115800618761,154,425,1,0,0,20260224,20260519,57
capacity_5000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,15,True,True,True,True,True,-0.0964688770652834,-0.0017181117580493586,0.41796200345423146,0.3793103448275862,-0.11139126511473019,0.7323135978162113,0.5334428792730082,580,58,10.0,0.517804037267043,425,1,20260520,0.015819098602308145,20260227,-0.02356644623458029,-0.11053934290277811,-0.13543136202290929,-0.15564276281371203,154,425,1,0,0,20260224,20260519,57
capacity_5000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000,0.1,20,True,True,True,True,True,-0.12317389104684884,-0.0022340631167709576,0.40241796200345425,0.3793103448275862,-0.13659244189734343,0.6681260395768154,0.5334428792730082,580,58,10.0,0.517804037267043,425,1,20260520,0.014891492855552552,20260227,-0.024494538087817423,-0.1360395518873977,-0.15916076864225615,-0.17786462801840697,154,425,1,0,0,20260224,20260519,57
