scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days
capacity_500000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.05,20,True,True,True,True,True,-0.15128316489571436,-0.0027426755413858125,0.4058721934369603,0.3620689655172414,-0.1669079996543913,0.732321851534013,0.5334428792730082,580,58,10.0,0.9230832982520665,114,1,20260407,0.02646408999097897,20260306,-0.03675815282487503,-0.17316461103695802,-0.20654995095775142,-0.2332982861974191,465,114,1,0,0,20260224,20260519,57
capacity_500000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,5,True,True,True,True,True,0.018581032401966846,0.00040419795379531255,0.4421416234887737,0.5,-0.06606837812278321,1.0459482940193257,0.5334428792730082,580,58,10.0,0.9791960792244085,36,1,20260407,0.03089065262471784,20260306,-0.03420254975299265,-0.011940762282993012,-0.057912177860619085,-0.0957114279758462,543,36,1,0,0,20260225,20260320,18
capacity_500000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,10,True,True,True,True,True,-0.037669272001598864,-0.0005751591039287406,0.43005181347150256,0.41379310344827586,-0.08150160751515378,0.9384608725535799,0.5334428792730082,580,58,10.0,0.9791960792244085,36,1,20260407,0.02986007588437638,20260306,-0.03516805920598265,-0.06557138145974384,-0.10726342000107125,-0.14137558878106127,543,36,1,0,0,20260225,20260320,18
capacity_500000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,15,True,True,True,True,True,-0.09081226849531632,-0.0015535387082927501,0.41968911917098445,0.39655172413793105,-0.11054419292946627,0.8431840083687594,0.5334428792730082,580,58,10.0,0.9791960792244085,36,1,20260407,0.02883052764147249,20260306,-0.03613260507209941,-0.11629009144106772,-0.15402852841669057,-0.18473299815568622,543,36,1,0,0,20260225,20260519,56
capacity_500000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000,0.1,20,True,True,True,True,True,-0.14101968200493986,-0.002530942321896663,0.4058721934369603,0.3793103448275862,-0.15724764749099474,0.7583973452170092,0.5334428792730082,580,58,10.0,0.9791960792244085,36,1,20260407,0.027802006357140918,20260306,-0.03709618879312543,-0.16425506791958777,-0.1983430896354088,-0.22590024435598866,543,36,1,0,0,20260225,20260519,56
capacity_1000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,5,True,True,True,True,True,-0.02172500563960711,-0.00036154646020390723,0.4438687392055268,0.5344827586206896,-0.039022225816644496,0.9134708230572022,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.015511883570718912,20260227,-0.019591019046654105,-0.03666809794425496,-0.05991486250004652,-0.07811757179979562,97,482,1,0,0,20260225,20260519,56
capacity_1000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,10,True,True,True,True,True,-0.04200307200383768,-0.0007222838693496123,0.4317789291882556,0.5172413793103449,-0.05750041797778327,0.8354469191841647,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.01476120310213815,20260227,-0.02037096623756974,-0.055938554738244606,-0.07769798076105883,-0.0947292101097792,97,482,1,0,0,20260225,20260519,56
capacity_1000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,15,True,True,True,True,True,-0.06185152630553237,-0.001082661213256097,0.4214162348877375,0.43103448275862066,-0.075614672572766,0.7647743267945007,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.014011271914058005,20260227,-0.021150134946140032,-0.07481455119960445,-0.09513637133219943,-0.11103374675959221,97,482,1,0,0,20260225,20260519,56
capacity_1000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.01,20,True,True,True,True,True,-0.08127966975418222,-0.0014426790307458567,0.4110535405872193,0.3793103448275862,-0.09367740399977331,0.700524838522194,0.5334428792730082,580,58,10.0,0.3611912367787948,482,1,20260520,0.013262088885213583,20260227,-0.021928526337313736,-0.09330434808175858,-0.11223688080415639,-0.12703700529032214,97,482,1,0,0,20260224,20260519,57
capacity_1000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,5,True,True,True,True,True,-0.030676171665773633,-0.0004961036067669952,0.4421416234887737,0.46551724137931033,-0.05114879962146346,0.9251744769995368,0.5334428792730082,580,58,10.0,0.6292453638518128,385,1,20260304,0.01933145538189688,20260320,-0.022224340092524723,-0.049059240528326664,-0.08267704298006984,-0.11140017971887994,194,385,1,0,0,20260224,20260519,57
capacity_1000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000,0.03,10,True,True,True,True,True,-0.06541453715512968,-0.0011246917701760871,0.43005181347150256,0.43103448275862066,-0.08382925084166704,0.8393493730746369,0.5334428792730082,580,58,10.0,0.6292453638518128,385,1,20260304,0.018396488804178626,20260320,-0.022874193751569794,-0.08229704921481162,-0.11338135445941588,-0.13987520394661868,194,385,1,0,0,20260224,20260519,57
