scenario_id,rule_id,split,trade_date,gross_pnl_yuan,net_pnl_yuan,entry_cost_yuan,exit_cost_yuan,total_cost_yuan,close_market_value_yuan,traded_notional_yuan,entry_notional_yuan,exit_notional_yuan,active_positions,entry_count,exit_count,avg_fill_ratio,prev_equity_yuan,equity_yuan,daily_return,gross_exposure_ratio,daily_turnover_ratio
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180525,-10772.873140751599,-10772.873140751599,0.0,0.0,0.0,987456.7426595393,399300.2636426978,200000.0,199300.26364269783,100,20,20,1.0,1012897.6854221224,1002124.8122813707,-0.010635697263205842,0.9748830082951758,0.3942157923643497
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180528,-12707.046336795112,-12707.046336795112,0.0,0.0,0.0,975449.4326800464,394864.2252510455,200000.0,194864.22525104551,100,20,20,1.0,1002124.8122813707,989417.7659445757,-0.012680103497155305,0.9733811803934912,0.39402699185955076
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180529,-7449.521108978272,-7449.521108978272,0.0,0.0,0.0,973135.6863200227,392031.25703026884,200000.0,192031.25703026887,100,20,20,1.0,989417.7659445757,981968.2448355973,-0.007529196832104967,0.9835437767695542,0.3962241941916265
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180530,-31373.773967054254,-31373.773967054254,0.0,0.0,0.0,949730.6553226996,389907.57961507235,200000.0,189907.57961507235,100,20,20,1.0,981968.2448355973,950594.4708685431,-0.031949886497915116,0.9671704358237215,0.39706740178787686
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180531,9815.59454194705,9815.59454194705,0.0,0.0,0.0,969638.6702495742,389058.6373407739,200000.0,189058.63734077392,100,20,20,1.0,950594.4708685431,960410.0654104901,0.010325743356132396,1.0200339892190102,0.409279297601318
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180601,-1705.933906682042,-1705.933906682042,0.0,0.0,0.0,978874.0990021182,387907.73736485565,200000.0,187907.73736485562,100,20,20,1.0,960410.0654104901,958704.1315038081,-0.0017762557558712244,1.0192251562708647,0.4038980341163537
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180604,-8284.831002436005,-8284.831002436005,0.0,0.0,0.0,982681.5306348266,391900.57352956047,200000.0,191900.5735295605,100,20,20,1.0,958704.1315038081,950419.3005013721,-0.00864169740192999,1.0250102177961913,0.4087815632074428
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180605,7556.375067611934,7556.375067611934,0.0,0.0,0.0,998337.3321728781,396498.4661124232,200000.0,196498.46611242325,100,20,20,1.0,950419.3005013721,957975.675568984,0.007950569883866774,1.0504177804956485,0.4171826749554218
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180606,-3500.675410287795,-3500.675410287795,0.0,0.0,0.0,998338.1906501671,400227.83668287704,200000.0,200227.83668287707,100,20,20,1.0,957975.675568984,954475.0001586962,-0.0036542424818966197,1.0421331314672577,0.4177849677082501
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180607,1277.6622377793808,1277.6622377793808,0.0,0.0,0.0,999388.0162050694,400670.38915756636,200000.0,200670.3891575664,100,20,20,1.0,954475.0001586962,955752.6623964756,0.0013386020980821391,1.047055204210593,0.4197809152580725
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180608,-13678.515082602818,-13678.515082602818,0.0,0.0,0.0,985039.1119649002,394176.4909195152,200000.0,194176.49091951523,100,20,20,1.0,955752.6623964756,942074.1473138727,-0.014311772931194358,1.0306422892874723,0.4124252083495622
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180611,-11921.628906683594,-11921.628906683594,0.0,0.0,0.0,978940.9921387014,397130.50216595974,200000.0,197130.50216595974,100,20,20,1.0,942074.1473138727,930152.518407189,-0.012654660931600368,1.0391336976287342,0.42154909281641395
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180612,7584.575858245993,7584.575858245993,0.0,0.0,0.0,989395.0658309876,396515.0072987246,200000.0,196515.00729872458,100,20,20,1.0,930152.518407189,937737.094265435,0.008154120650271383,1.0636912186457836,0.4262903120207904
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180613,-13262.283311226556,-13262.283311226556,0.0,0.0,0.0,979617.7752210365,392235.5265863855,200000.0,192235.5265863855,100,20,20,1.0,937737.094265435,924474.8109542085,-0.014142858795209979,1.0446614314520726,0.4182787787590278
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180614,-4516.249327942537,-4516.249327942537,0.0,0.0,0.0,982865.9993067085,393336.1440938591,200000.0,193336.14409385913,100,20,20,1.0,924474.8109542085,919958.561626266,-0.004885205388431333,1.0631614703403662,0.42546983371874914
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180615,-29569.876619680417,-29569.876619680417,0.0,0.0,0.0,959959.9785931689,389808.63120756944,200000.0,189808.63120756944,100,20,20,1.0,919958.561626266,890388.6850065856,-0.032142617997280194,1.0434817595438104,0.4237241191804132
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180619,-76625.46787256781,-76625.46787256781,0.0,0.0,0.0,893525.8795130317,379790.9327253918,200000.0,179790.93272539185,100,20,20,1.0,890388.6850065856,813763.2171340177,-0.08605844746555946,1.0035233988922747,0.42654510229157144
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180620,858.8932471215476,858.8932471215476,0.0,0.0,0.0,914593.8400347613,373039.1082776332,200000.0,173039.1082776332,100,20,20,1.0,813763.2171340177,814622.1103811393,0.0010554584294759264,1.1239065870485738,0.4584123494687249
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180621,-24327.961737055615,-24327.961737055615,0.0,0.0,0.0,917226.7700200726,372390.09450082056,200000.0,172390.09450082056,100,20,20,1.0,814622.1103811393,790294.1486440838,-0.02986410683804449,1.1259536886261623,0.4571323190903687
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180622,13376.260306110256,13376.260306110256,0.0,0.0,0.0,958212.9358253622,371713.0590838255,200000.0,171713.05908382547,100,20,20,1.0,790294.1486440838,803670.408950194,0.01692567296500936,1.2124763133693683,0.4703477302996329
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,20180625,-2726.5314199889403,-2726.5314199889403,0.0,0.0,0.0,983773.3453215478,380887.8840301026,200000.0,180887.8840301026,100,20,20,1.0,803670.408950194,800943.8775302051,-0.0033925989928514488,1.2241004948864744,0.47393543396433224
