scenario_id,rule_id,split,initial_capital_yuan,final_equity_yuan,total_net_pnl_yuan,cumulative_return,ledger_days,mean_daily_return,median_daily_return,daily_win_rate,profit_factor,max_drawdown,avg_gross_exposure,max_gross_exposure,avg_active_positions,max_active_positions,avg_daily_turnover,annualized_turnover,total_traded_notional_yuan,total_cost_yuan,trades,avg_trade_fill_ratio,zero_fill_trades,partial_fill_trades,entry_blocked_trades,avg_net_trade_return_on_target,trade_win_rate,net_trade_pnl_yuan
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,train,1000000.0,1739301.177482731,739301.1774827323,0.7393011774827309,1159,0.0005395254134033837,0.000911517847618856,0.551337359792925,1.138248033257852,-0.2823725702966996,0.7543082760980123,1.3839464457013666,99.62899050905953,100,0.3016857945473119,76.02482022592261,462739301.1774827,0.0,23100,1.0,0,0,0,0.0032004379977607447,0.49203463203463205,739301.177482732
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,validation,1000000.0,1458087.3097030616,458087.3097030623,0.45808730970306155,488,0.0009806262772801106,0.0002303202355158534,0.5081967213114754,1.1614173725777122,-0.3955406488484403,0.897596077980877,1.438376139795138,99.18032786885246,100,0.3590993458184753,90.49303514625578,194058087.30970305,0.0,9680,1.0,0,0,0,0.004732306918420066,0.4580578512396694,458087.30970306246
no_cost_full_fill_1m,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,1565502.1091361083,565502.1091361076,0.5655021091361083,332,0.0014100530435053407,0.0013223502616262874,0.5753012048192772,1.428085590901598,-0.11654728289442606,0.7207518684955406,1.0521418196764794,98.78614457831326,100,0.28812588521520094,72.60772307423063,131765502.10913612,0.0,6560,1.0,0,0,0,0.008620458980733348,0.5596036585365853,565502.1091361076
no_cost_full_fill_1m,low_stock_ret_60d,train,1000000.0,1889187.2412551001,889187.2412551036,0.8891872412551001,1159,0.0007179020371487673,0.0005433807421071878,0.5185504745470233,1.103595389268825,-0.42751277400923093,0.7988869998570235,1.6303896533795266,99.57377049180327,100,0.3194344385501049,80.49747851462644,462889187.24125504,0.0,23100,1.0,0,0,0,0.0038492954166887586,0.46220779220779223,889187.2412551033
no_cost_full_fill_1m,low_stock_ret_60d,validation,1000000.0,1485149.4579536852,485149.4579536852,0.48514945795368525,488,0.001139034517885398,-0.0002132913045249855,0.4918032786885246,1.1261744501009845,-0.4760585087116803,0.9363935887697103,1.7477902950962103,99.09426229508196,100,0.37454662065331923,94.38574840463644,194085149.4579537,0.0,9680,1.0,0,0,0,0.005011874565637244,0.4455578512396694,485149.4579536853
no_cost_full_fill_1m,low_stock_ret_60d,research_holdout,1000000.0,1651184.2987370805,651184.2987370794,0.6511842987370806,332,0.0016156189554398126,0.0012139914114765002,0.5421686746987951,1.325495363340395,-0.15247446522934582,0.7124045874375663,1.0696570603663393,98.58734939759036,100,0.28503219774210864,71.82811383101138,131851184.29873708,0.0,6560,1.0,0,0,0,0.009926589919772548,0.504420731707317,651184.298737079
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,train,1000000.0,817560.9590407676,-182439.04095923348,-0.18243904095923236,1159,-5.2322491232957155e-05,0.0004316815683817447,0.5220017256255393,0.9683493767730051,-0.4805662470344282,1.0783664414201697,1.6832870890934544,99.62899050905953,100,0.4313107022114651,108.6902969572892,461512826.7124657,923025.6534249315,23100,0.997342511038961,13,142,13,-0.0007897793980919206,0.46056277056277056,-182439.04095923368
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,validation,1000000.0,1073800.2742286555,73800.27422865601,0.07380027422865543,488,0.0005083096630360821,-0.00047673984211586023,0.4774590163934426,1.0245095884635298,-0.5389480542654719,1.0827229583747575,2.0699456637197216,99.18032786885246,100,0.4331071448565669,109.14300050385485,191539888.15052974,383079.77630105946,9680,0.9869990087809918,10,301,10,0.0007623995271555384,0.42541322314049584,73800.2742286561
base_1m_5pct_signal_40bps,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,1301971.104917837,301971.1049178355,0.3019711049178371,332,0.0008630446863951181,0.0007908165830234375,0.5271084337349398,1.2098243356469613,-0.12925501565158082,0.7877782295881139,1.0563932807548253,98.78614457831326,100,0.3149268455997914,79.36156509114743,131765502.10913612,263531.00421827217,6560,1.0,0,0,0,0.004603218062771881,0.5129573170731707,301971.1049178354
base_1m_5pct_signal_40bps,low_stock_ret_60d,train,1000000.0,958385.6433193216,-41614.35668067867,-0.04161435668067848,1159,0.00028599800160270715,2.287921688884356e-05,0.5004314063848145,0.9953920499598418,-0.5777233247553013,1.1510567464839805,2.233950950159202,99.57377049180327,100,0.46021063892476943,115.97308100904189,462483352.3480153,924966.7046960307,23100,0.9991341991341991,20,0,20,-0.00018014873021939015,0.43883116883116885,-41614.35668067913
