trade_date,strategy_id,candidate_id,tail_down_flag,U2_filter_flag,tail_down_gate_flag,original_v7_rank,final_selected_flag,no_trade_reason,code,name,score,entry_time,expected_entry_vwap,exit_rule,expected_exit_time,expected_exit_vwap,theoretical_5bp_return,execution_10bp_impact_return,estimated_impact_cost,estimated_fill_ratio,partial_fill_flag,zero_fill_flag,limit_up_block_flag,limit_down_block_flag,suspend_flag,daily_strategy_return,cumulative_strategy_return,position_weight,avg_amount_60d,rank_amount_60d,in_u2,market_tail_ret_median,freeze_time_beijing,paper_tracking_only
20260521,S0_v7_original_top10,control_1,True,False,False,1,True,,603280.SH,南方路机,0.6536039162253294,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,71781.45956666667,2853.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,2,True,,003002.SZ,壶化股份,0.6521001737156062,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,84670.78476666666,2803.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,3,True,,002836.SZ,新宏泽,0.6501653290240559,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,46532.23671666666,2930.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,4,True,,001216.SZ,华瓷股份,0.6497666269753013,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,137856.07718333334,2465.0,True,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,5,True,,002905.SZ,金逸影视,0.6489313939155475,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,105978.60456666668,2678.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,6,True,,002233.SZ,塔牌集团,0.6485136476994724,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,96503.458,2732.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,7,True,,001318.SZ,阳光乳业,0.6453920881676516,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,33667.599533333334,2938.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,8,True,,000663.SZ,永安林业,0.6440279428810878,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,62707.35168333333,2886.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,9,True,,300600.SZ,国瑞科技,0.6431302133978575,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,100433.30365,2709.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10,control_1,True,False,False,10,True,,600191.SH,华资实业,0.6426264009187652,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,102532.61533333334,2696.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S1_U2_filter_only_no_refill,control_2,True,True,False,4,True,,001216.SZ,华瓷股份,0.6497666269753013,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,1.0,137856.07718333334,2465.0,True,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,1,True,,603280.SH,南方路机,0.6536039162253294,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,71781.45956666667,2853.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,2,True,,003002.SZ,壶化股份,0.6521001737156062,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,84670.78476666666,2803.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,3,True,,002836.SZ,新宏泽,0.6501653290240559,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,46532.23671666666,2930.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,4,True,,001216.SZ,华瓷股份,0.6497666269753013,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,137856.07718333334,2465.0,True,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,5,True,,002905.SZ,金逸影视,0.6489313939155475,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,105978.60456666668,2678.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,6,True,,002233.SZ,塔牌集团,0.6485136476994724,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,96503.458,2732.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,7,True,,001318.SZ,阳光乳业,0.6453920881676516,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,33667.599533333334,2938.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,8,True,,000663.SZ,永安林业,0.6440279428810878,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,62707.35168333333,2886.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,9,True,,300600.SZ,国瑞科技,0.6431302133978575,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,100433.30365,2709.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S0_v7_original_top10_tail_down,candidate_1,True,False,True,10,True,,600191.SH,华资实业,0.6426264009187652,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,102532.61533333334,2696.0,False,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
20260521,S1_U2_filter_only_no_refill_tail_down,candidate_2,True,True,True,4,True,,001216.SZ,华瓷股份,0.6497666269753013,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,1.0,137856.07718333334,2465.0,True,-0.0135089053852006,2026-05-24T00:29:31+08:00,True
