trade_date,strategy_id,candidate_id,tail_down_flag,U2_filter_flag,tail_down_gate_flag,original_v7_rank,final_selected_flag,no_trade_reason,code,name,score,entry_time,expected_entry_vwap,exit_rule,expected_exit_time,expected_exit_vwap,theoretical_5bp_return,execution_10bp_impact_return,estimated_impact_cost,estimated_fill_ratio,partial_fill_flag,zero_fill_flag,limit_up_block_flag,limit_down_block_flag,suspend_flag,daily_strategy_return,cumulative_strategy_return,position_weight,avg_amount_60d,rank_amount_60d,in_u2,market_tail_ret_median,freeze_time_beijing,paper_tracking_only
20260522,S0_v7_original_top10,control_1,False,False,False,1,True,,002540.SZ,亚太科技,0.502796047653433,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,95594.59771666669,2706.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,2,True,,000501.SZ,武商集团,0.4977998229524505,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,60834.49745,2858.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,3,True,,003002.SZ,壶化股份,0.4971095312532252,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,83566.23213333334,2774.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,4,True,,603355.SH,莱克电气,0.4950226056770274,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,89326.43953333334,2744.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,5,True,,002769.SZ,普路通,0.4895325985374998,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,109681.98135,2624.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,6,True,,301043.SZ,绿岛风,0.4894941184663733,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,69976.93925,2827.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,7,True,,001221.SZ,悍高集团,0.4872572831660235,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,108652.7081,2636.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,8,True,,301148.SZ,嘉戎技术,0.4853998048689774,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,146093.31541666668,2364.0,True,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,9,True,,300542.SZ,新晨科技,0.4852596676285811,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,80862.47335000001,2785.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S0_v7_original_top10,control_1,False,False,False,10,True,,300235.SZ,方直科技,0.4845008880969182,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,0.1,101172.44565,2670.0,False,0.0,2026-05-24T19:54:32+08:00,True
20260522,S1_U2_filter_only_no_refill,control_2,False,True,False,8,True,,301148.SZ,嘉戎技术,0.4853998048689774,14:55,,v7_locked_exit_rule,,,,,,,False,False,False,False,False,,,1.0,146093.31541666668,2364.0,True,0.0,2026-05-24T19:54:32+08:00,True
